game_id,season,week,date,home_team,away_team,provider,spread_home,spread_open,total_line,total_open,home_ml,away_ml,n_providers
2009_01_TEN_PIT,2009,1,2009-09-10,PIT,TEN,nflverse_close,-6.5,,35.5,,-260.0,228.0,1
2009_01_CHI_GB,2009,1,2009-09-13,GB,CHI,nflverse_close,-5.0,,47.0,,,,1
2009_01_DAL_TB,2009,1,2009-09-13,TB,DAL,nflverse_close,4.5,,40.0,,204.0,-230.0,1
2009_01_DEN_CIN,2009,1,2009-09-13,CIN,DEN,nflverse_close,-4.5,,41.0,,-222.0,196.0,1
2009_01_DET_NO,2009,1,2009-09-13,NO,DET,nflverse_close,-14.0,,50.0,,-840.0,660.0,1
2009_01_JAX_IND,2009,1,2009-09-13,IND,JAX,nflverse_close,-6.5,,45.0,,-270.0,238.0,1
2009_01_KC_BAL,2009,1,2009-09-13,BAL,KC,nflverse_close,-13.0,,36.5,,-700.0,570.0,1
2009_01_MIA_ATL,2009,1,2009-09-13,ATL,MIA,nflverse_close,-4.0,,44.0,,-210.0,190.0,1
2009_01_MIN_CLE,2009,1,2009-09-13,CLE,MIN,nflverse_close,4.0,,39.5,,189.0,-215.0,1
2009_01_NYJ_HOU,2009,1,2009-09-13,HOU,NYJ,nflverse_close,-4.5,,44.5,,-227.0,201.0,1
2009_01_PHI_CAR,2009,1,2009-09-13,CAR,PHI,nflverse_close,1.0,,43.5,,115.0,-125.0,1
2009_01_SF_ARI,2009,1,2009-09-13,ARI,SF,nflverse_close,-5.0,,45.5,,-233.0,207.0,1
2009_01_STL_SEA,2009,1,2009-09-13,SEA,LA,nflverse_close,-7.0,,41.0,,,,1
2009_01_WAS_NYG,2009,1,2009-09-13,NYG,WAS,nflverse_close,-6.0,,37.0,,,,1
2009_01_BUF_NE,2009,1,2009-09-14,NE,BUF,nflverse_close,-13.5,,47.5,,,,1
2009_01_SD_OAK,2009,1,2009-09-14,LV,LAC,nflverse_close,10.0,,43.0,,,,1
2009_02_ARI_JAX,2009,2,2009-09-20,JAX,ARI,nflverse_close,-3.0,,42.5,,-157.0,142.0,1
2009_02_BAL_SD,2009,2,2009-09-20,LAC,BAL,nflverse_close,-3.0,,40.0,,-140.0,128.0,1
2009_02_CAR_ATL,2009,2,2009-09-20,ATL,CAR,nflverse_close,-5.5,,43.5,,,,1
2009_02_CIN_GB,2009,2,2009-09-20,GB,CIN,nflverse_close,-7.5,,42.0,,,,1
2009_02_CLE_DEN,2009,2,2009-09-20,DEN,CLE,nflverse_close,-3.0,,38.5,,,,1
2009_02_HOU_TEN,2009,2,2009-09-20,TEN,HOU,nflverse_close,-7.0,,40.5,,,,1
2009_02_MIN_DET,2009,2,2009-09-20,DET,MIN,nflverse_close,10.0,,45.0,,405.0,-475.0,1
2009_02_NE_NYJ,2009,2,2009-09-20,NYJ,NE,nflverse_close,3.5,,45.0,,,,1
2009_02_NO_PHI,2009,2,2009-09-20,PHI,NO,nflverse_close,2.5,,46.0,,,,1
2009_02_NYG_DAL,2009,2,2009-09-20,DAL,NYG,nflverse_close,-3.0,,45.5,,,,1
2009_02_OAK_KC,2009,2,2009-09-20,KC,LV,nflverse_close,-1.5,,40.0,,,,1
2009_02_PIT_CHI,2009,2,2009-09-20,CHI,PIT,nflverse_close,1.0,,37.5,,121.0,-133.0,1
2009_02_SEA_SF,2009,2,2009-09-20,SF,SEA,nflverse_close,-1.0,,39.5,,-108.0,-102.0,1
2009_02_STL_WAS,2009,2,2009-09-20,WAS,LA,nflverse_close,-10.0,,37.0,,-500.0,420.0,1
2009_02_TB_BUF,2009,2,2009-09-20,BUF,TB,nflverse_close,-4.5,,42.0,,-200.0,180.0,1
2009_02_IND_MIA,2009,2,2009-09-21,MIA,IND,nflverse_close,3.0,,41.0,,142.0,-152.0,1
2009_03_ATL_NE,2009,3,2009-09-27,NE,ATL,nflverse_close,-4.5,,45.5,,-220.0,194.0,1
2009_03_CHI_SEA,2009,3,2009-09-27,SEA,CHI,nflverse_close,1.0,,37.5,,130.0,-142.0,1
2009_03_CLE_BAL,2009,3,2009-09-27,BAL,CLE,nflverse_close,-13.5,,38.5,,-750.0,620.0,1
2009_03_DEN_OAK,2009,3,2009-09-27,LV,DEN,nflverse_close,1.0,,38.5,,118.0,-128.0,1
2009_03_GB_STL,2009,3,2009-09-27,LA,GB,nflverse_close,6.5,,42.5,,233.0,-265.0,1
2009_03_IND_ARI,2009,3,2009-09-27,ARI,IND,nflverse_close,-3.0,,49.0,,-159.0,144.0,1
2009_03_JAX_HOU,2009,3,2009-09-27,HOU,JAX,nflverse_close,-4.0,,47.0,,-200.0,180.0,1
2009_03_KC_PHI,2009,3,2009-09-27,PHI,KC,nflverse_close,-7.5,,38.5,,-320.0,280.0,1
2009_03_MIA_SD,2009,3,2009-09-27,LAC,MIA,nflverse_close,-5.5,,45.0,,-240.0,214.0,1
2009_03_NO_BUF,2009,3,2009-09-27,BUF,NO,nflverse_close,5.5,,51.5,,214.0,-240.0,1
2009_03_NYG_TB,2009,3,2009-09-27,TB,NYG,nflverse_close,6.0,,46.0,,219.0,-245.0,1
2009_03_PIT_CIN,2009,3,2009-09-27,CIN,PIT,nflverse_close,3.5,,36.5,,157.0,-172.0,1
2009_03_SF_MIN,2009,3,2009-09-27,MIN,SF,nflverse_close,-7.0,,39.0,,-275.0,243.0,1
2009_03_TEN_NYJ,2009,3,2009-09-27,NYJ,TEN,nflverse_close,-1.0,,36.5,,-112.0,102.0,1
2009_03_WAS_DET,2009,3,2009-09-27,DET,WAS,nflverse_close,6.5,,39.5,,228.0,-260.0,1
2009_03_CAR_DAL,2009,3,2009-09-28,DAL,CAR,nflverse_close,-9.0,,48.0,,-400.0,350.0,1
2009_04_BAL_NE,2009,4,2009-10-04,NE,BAL,nflverse_close,-1.0,,45.5,,-135.0,123.0,1
2009_04_BUF_MIA,2009,4,2009-10-04,MIA,BUF,nflverse_close,-1.0,,37.5,,-121.0,111.0,1
2009_04_CIN_CLE,2009,4,2009-10-04,CLE,CIN,nflverse_close,6.0,,37.5,,228.0,-260.0,1
2009_04_DAL_DEN,2009,4,2009-10-04,DEN,DAL,nflverse_close,1.0,,43.5,,131.0,-143.0,1
2009_04_DET_CHI,2009,4,2009-10-04,CHI,DET,nflverse_close,-9.5,,43.0,,-500.0,420.0,1
2009_04_NYG_KC,2009,4,2009-10-04,KC,NYG,nflverse_close,9.0,,43.0,,335.0,-385.0,1
2009_04_NYJ_NO,2009,4,2009-10-04,NO,NYJ,nflverse_close,-7.5,,47.0,,-340.0,300.0,1
2009_04_OAK_HOU,2009,4,2009-10-04,HOU,LV,nflverse_close,-9.0,,42.5,,-385.0,335.0,1
2009_04_SD_PIT,2009,4,2009-10-04,PIT,LAC,nflverse_close,-5.5,,43.0,,-240.0,214.0,1
2009_04_SEA_IND,2009,4,2009-10-04,IND,SEA,nflverse_close,-10.0,,43.5,,-530.0,450.0,1
2009_04_STL_SF,2009,4,2009-10-04,SF,LA,nflverse_close,-9.5,,36.5,,-400.0,350.0,1
2009_04_TB_WAS,2009,4,2009-10-04,WAS,TB,nflverse_close,-9.5,,36.5,,-400.0,350.0,1
2009_04_TEN_JAX,2009,4,2009-10-04,JAX,TEN,nflverse_close,3.0,,42.0,,161.0,-176.0,1
2009_04_GB_MIN,2009,4,2009-10-05,MIN,GB,nflverse_close,-4.5,,46.0,,-205.0,185.0,1
2009_05_ATL_SF,2009,5,2009-10-11,SF,ATL,nflverse_close,-1.0,,40.0,,-101.0,-109.0,1
2009_05_CIN_BAL,2009,5,2009-10-11,BAL,CIN,nflverse_close,-9.0,,42.0,,-442.0,382.0,1
2009_05_CLE_BUF,2009,5,2009-10-11,BUF,CLE,nflverse_close,-6.0,,41.5,,-240.0,214.0,1
2009_05_DAL_KC,2009,5,2009-10-11,KC,DAL,nflverse_close,7.0,,43.5,,305.0,-345.0,1
2009_05_HOU_ARI,2009,5,2009-10-11,ARI,HOU,nflverse_close,-5.5,,50.5,,-245.0,219.0,1
2009_05_IND_TEN,2009,5,2009-10-11,TEN,IND,nflverse_close,3.0,,44.0,,168.0,-186.0,1
2009_05_JAX_SEA,2009,5,2009-10-11,SEA,JAX,nflverse_close,-1.0,,44.0,,-133.0,121.0,1
2009_05_MIN_STL,2009,5,2009-10-11,LA,MIN,nflverse_close,10.0,,40.5,,470.0,-550.0,1
2009_05_NE_DEN,2009,5,2009-10-11,DEN,NE,nflverse_close,3.0,,41.0,,145.0,-160.0,1
2009_05_OAK_NYG,2009,5,2009-10-11,NYG,LV,nflverse_close,-15.5,,38.0,,-1100.0,840.0,1
2009_05_PIT_DET,2009,5,2009-10-11,DET,PIT,nflverse_close,11.0,,44.0,,470.0,-600.0,1
2009_05_TB_PHI,2009,5,2009-10-11,PHI,TB,nflverse_close,-15.5,,41.5,,-1010.0,750.0,1
2009_05_WAS_CAR,2009,5,2009-10-11,CAR,WAS,nflverse_close,-5.0,,38.0,,-225.0,199.0,1
2009_05_NYJ_MIA,2009,5,2009-10-12,MIA,NYJ,nflverse_close,3.0,,36.0,,139.0,-154.0,1
2009_06_ARI_SEA,2009,6,2009-10-18,SEA,ARI,nflverse_close,-3.0,,45.5,,-146.0,134.0,1
2009_06_BAL_MIN,2009,6,2009-10-18,MIN,BAL,nflverse_close,-3.0,,45.5,,-145.0,133.0,1
2009_06_BUF_NYJ,2009,6,2009-10-18,NYJ,BUF,nflverse_close,-9.5,,35.5,,-425.0,365.0,1
2009_06_CAR_TB,2009,6,2009-10-18,TB,CAR,nflverse_close,3.0,,40.5,,156.0,-171.0,1
2009_06_CHI_ATL,2009,6,2009-10-18,ATL,CHI,nflverse_close,-4.0,,46.0,,-204.0,184.0,1
2009_06_CLE_PIT,2009,6,2009-10-18,PIT,CLE,nflverse_close,-14.0,,37.5,,-1000.0,740.0,1
2009_06_DET_GB,2009,6,2009-10-18,GB,DET,nflverse_close,-14.0,,48.5,,-1050.0,790.0,1
2009_06_HOU_CIN,2009,6,2009-10-18,CIN,HOU,nflverse_close,-4.0,,46.0,,-190.0,172.0,1
2009_06_KC_WAS,2009,6,2009-10-18,WAS,KC,nflverse_close,-6.5,,36.5,,-270.0,238.0,1
2009_06_NYG_NO,2009,6,2009-10-18,NO,NYG,nflverse_close,-3.5,,47.0,,-180.0,162.0,1
2009_06_PHI_OAK,2009,6,2009-10-18,LV,PHI,nflverse_close,14.0,,40.5,,800.0,-1000.0,1
2009_06_STL_JAX,2009,6,2009-10-18,JAX,LA,nflverse_close,-9.5,,42.0,,-425.0,365.0,1
2009_06_TEN_NE,2009,6,2009-10-18,NE,TEN,nflverse_close,-9.5,,38.0,,-436.0,376.0,1
2009_06_DEN_SD,2009,6,2009-10-19,LAC,DEN,nflverse_close,-3.5,,44.5,,-175.0,160.0,1
2009_07_ARI_NYG,2009,7,2009-10-25,NYG,ARI,nflverse_close,-9.0,,46.5,,-335.0,295.0,1
2009_07_ATL_DAL,2009,7,2009-10-25,DAL,ATL,nflverse_close,-5.5,,47.5,,-231.0,205.0,1
2009_07_BUF_CAR,2009,7,2009-10-25,CAR,BUF,nflverse_close,-7.0,,37.0,,-320.0,280.0,1
2009_07_CHI_CIN,2009,7,2009-10-25,CIN,CHI,nflverse_close,1.0,,42.5,,111.0,-121.0,1
2009_07_GB_CLE,2009,7,2009-10-25,CLE,GB,nflverse_close,9.5,,41.5,,315.0,-365.0,1
2009_07_IND_STL,2009,7,2009-10-25,LA,IND,nflverse_close,14.0,,45.0,,740.0,-1000.0,1
2009_07_MIN_PIT,2009,7,2009-10-25,PIT,MIN,nflverse_close,-6.0,,46.5,,-269.0,237.0,1
2009_07_NE_TB,2009,7,2009-10-25,TB,NE,nflverse_close,15.5,,44.5,,940.0,-1300.0,1
2009_07_NO_MIA,2009,7,2009-10-25,MIA,NO,nflverse_close,6.0,,48.0,,215.0,-241.0,1
2009_07_NYJ_OAK,2009,7,2009-10-25,LV,NYJ,nflverse_close,6.0,,34.0,,219.0,-245.0,1
2009_07_SD_KC,2009,7,2009-10-25,KC,LAC,nflverse_close,5.5,,44.0,,212.0,-238.0,1
2009_07_SF_HOU,2009,7,2009-10-25,HOU,SF,nflverse_close,-3.0,,44.5,,-185.0,167.0,1
2009_07_PHI_WAS,2009,7,2009-10-26,WAS,PHI,nflverse_close,9.0,,38.0,,,,1
2009_08_CAR_ARI,2009,8,2009-11-01,ARI,CAR,nflverse_close,-10.0,,43.5,,-445.0,385.0,1
2009_08_CLE_CHI,2009,8,2009-11-01,CHI,CLE,nflverse_close,-11.5,,40.0,,-600.0,470.0,1
2009_08_DEN_BAL,2009,8,2009-11-01,BAL,DEN,nflverse_close,-4.5,,42.5,,-220.0,194.0,1
2009_08_HOU_BUF,2009,8,2009-11-01,BUF,HOU,nflverse_close,3.5,,42.0,,172.0,-190.0,1
2009_08_JAX_TEN,2009,8,2009-11-01,TEN,JAX,nflverse_close,-3.0,,44.0,,-165.0,150.0,1
2009_08_MIA_NYJ,2009,8,2009-11-01,NYJ,MIA,nflverse_close,-3.5,,40.0,,-191.0,173.0,1
2009_08_MIN_GB,2009,8,2009-11-01,GB,MIN,nflverse_close,-3.5,,46.5,,-188.0,170.0,1
2009_08_NYG_PHI,2009,8,2009-11-01,PHI,NYG,nflverse_close,1.0,,43.0,,115.0,-125.0,1
2009_08_OAK_SD,2009,8,2009-11-01,LAC,LV,nflverse_close,-16.0,,41.5,,-1400.0,900.0,1
2009_08_SEA_DAL,2009,8,2009-11-01,DAL,SEA,nflverse_close,-10.0,,46.0,,-500.0,420.0,1
2009_08_SF_IND,2009,8,2009-11-01,IND,SF,nflverse_close,-13.0,,45.0,,-745.0,615.0,1
2009_08_STL_DET,2009,8,2009-11-01,DET,LA,nflverse_close,-3.5,,43.5,,-164.0,149.0,1
2009_08_ATL_NO,2009,8,2009-11-02,NO,ATL,nflverse_close,-11.0,,56.0,,-530.0,450.0,1
2009_09_ARI_CHI,2009,9,2009-11-08,CHI,ARI,nflverse_close,-1.0,,44.5,,-137.0,125.0,1
2009_09_BAL_CIN,2009,9,2009-11-08,CIN,BAL,nflverse_close,3.0,,45.0,,132.0,-144.0,1
2009_09_CAR_NO,2009,9,2009-11-08,NO,CAR,nflverse_close,-12.5,,51.0,,-630.0,500.0,1
2009_09_DAL_PHI,2009,9,2009-11-08,PHI,DAL,nflverse_close,-3.0,,50.0,,-140.0,128.0,1
2009_09_DET_SEA,2009,9,2009-11-08,SEA,DET,nflverse_close,-11.0,,42.0,,-560.0,480.0,1
2009_09_GB_TB,2009,9,2009-11-08,TB,GB,nflverse_close,9.5,,43.0,,410.0,-480.0,1
2009_09_HOU_IND,2009,9,2009-11-08,IND,HOU,nflverse_close,-7.5,,50.5,,-340.0,300.0,1
2009_09_KC_JAX,2009,9,2009-11-08,JAX,KC,nflverse_close,-7.0,,41.5,,-295.0,255.0,1
2009_09_MIA_NE,2009,9,2009-11-08,NE,MIA,nflverse_close,-10.5,,47.0,,-620.0,490.0,1
2009_09_SD_NYG,2009,9,2009-11-08,NYG,LAC,nflverse_close,-5.0,,48.5,,-245.0,219.0,1
2009_09_TEN_SF,2009,9,2009-11-08,SF,TEN,nflverse_close,-4.5,,41.0,,-201.0,181.0,1
2009_09_WAS_ATL,2009,9,2009-11-08,ATL,WAS,nflverse_close,-9.0,,41.0,,-425.0,365.0,1
2009_09_PIT_DEN,2009,9,2009-11-09,DEN,PIT,nflverse_close,3.0,,41.0,,137.0,-152.0,1
2009_10_CHI_SF,2009,10,2009-11-12,SF,CHI,nflverse_close,-3.5,,43.0,,-183.0,165.0,1
2009_10_ATL_CAR,2009,10,2009-11-15,CAR,ATL,nflverse_close,1.0,,43.5,,-105.0,-105.0,1
2009_10_BUF_TEN,2009,10,2009-11-15,TEN,BUF,nflverse_close,-9.0,,41.0,,-340.0,300.0,1
2009_10_CIN_PIT,2009,10,2009-11-15,PIT,CIN,nflverse_close,-6.5,,41.0,,-310.0,270.0,1
2009_10_DAL_GB,2009,10,2009-11-15,GB,DAL,nflverse_close,3.0,,48.0,,130.0,-142.0,1
2009_10_DEN_WAS,2009,10,2009-11-15,WAS,DEN,nflverse_close,3.5,,36.0,,162.0,-180.0,1
2009_10_DET_MIN,2009,10,2009-11-15,MIN,DET,nflverse_close,-17.0,,47.5,,-1350.0,990.0,1
2009_10_JAX_NYJ,2009,10,2009-11-15,NYJ,JAX,nflverse_close,-6.5,,41.0,,-270.0,238.0,1
2009_10_KC_OAK,2009,10,2009-11-15,LV,KC,nflverse_close,-1.0,,36.5,,-140.0,128.0,1
2009_10_NE_IND,2009,10,2009-11-15,IND,NE,nflverse_close,-1.0,,48.0,,-132.0,120.0,1
2009_10_NO_STL,2009,10,2009-11-15,LA,NO,nflverse_close,14.0,,50.5,,620.0,-800.0,1
2009_10_PHI_SD,2009,10,2009-11-15,LAC,PHI,nflverse_close,-1.0,,47.0,,-111.0,101.0,1
2009_10_SEA_ARI,2009,10,2009-11-15,ARI,SEA,nflverse_close,-9.0,,46.5,,-320.0,280.0,1
2009_10_TB_MIA,2009,10,2009-11-15,MIA,TB,nflverse_close,-10.0,,43.0,,-445.0,385.0,1
2009_10_BAL_CLE,2009,10,2009-11-16,CLE,BAL,nflverse_close,10.5,,39.5,,490.0,-570.0,1
2009_11_MIA_CAR,2009,11,2009-11-19,CAR,MIA,nflverse_close,-3.5,,42.0,,-187.0,169.0,1
2009_11_ARI_STL,2009,11,2009-11-22,LA,ARI,nflverse_close,9.5,,46.5,,330.0,-380.0,1
2009_11_ATL_NYG,2009,11,2009-11-22,NYG,ATL,nflverse_close,-7.0,,46.0,,-340.0,300.0,1
2009_11_BUF_JAX,2009,11,2009-11-22,JAX,BUF,nflverse_close,-9.0,,41.0,,-372.0,322.0,1
2009_11_CIN_OAK,2009,11,2009-11-22,LV,CIN,nflverse_close,9.0,,36.0,,340.0,-390.0,1
2009_11_CLE_DET,2009,11,2009-11-22,DET,CLE,nflverse_close,-3.5,,37.5,,-173.0,158.0,1
2009_11_IND_BAL,2009,11,2009-11-22,BAL,IND,nflverse_close,1.0,,44.0,,-103.0,-107.0,1
2009_11_NO_TB,2009,11,2009-11-22,TB,NO,nflverse_close,10.5,,51.0,,420.0,-500.0,1
2009_11_NYJ_NE,2009,11,2009-11-22,NE,NYJ,nflverse_close,-10.5,,45.0,,-640.0,510.0,1
2009_11_PHI_CHI,2009,11,2009-11-22,CHI,PHI,nflverse_close,3.5,,46.5,,170.0,-188.0,1
2009_11_PIT_KC,2009,11,2009-11-22,KC,PIT,nflverse_close,10.5,,39.5,,570.0,-700.0,1
2009_11_SD_DEN,2009,11,2009-11-22,DEN,LAC,nflverse_close,6.5,,41.5,,238.0,-270.0,1
2009_11_SEA_MIN,2009,11,2009-11-22,MIN,SEA,nflverse_close,-10.5,,47.0,,-460.0,400.0,1
2009_11_SF_GB,2009,11,2009-11-22,GB,SF,nflverse_close,-6.0,,42.0,,-270.0,238.0,1
2009_11_WAS_DAL,2009,11,2009-11-22,DAL,WAS,nflverse_close,-11.0,,41.5,,-535.0,455.0,1
2009_11_TEN_HOU,2009,11,2009-11-23,HOU,TEN,nflverse_close,-4.0,,48.0,,-185.0,167.0,1
2009_12_GB_DET,2009,12,2009-11-26,DET,GB,nflverse_close,11.0,,48.0,,495.0,-625.0,1
2009_12_NYG_DEN,2009,12,2009-11-26,DEN,NYG,nflverse_close,4.5,,43.5,,193.0,-219.0,1
2009_12_OAK_DAL,2009,12,2009-11-26,DAL,LV,nflverse_close,-13.5,,40.5,,-800.0,620.0,1
2009_12_ARI_TEN,2009,12,2009-11-29,TEN,ARI,nflverse_close,-3.5,,44.5,,-191.0,173.0,1
2009_12_CAR_NYJ,2009,12,2009-11-29,NYJ,CAR,nflverse_close,-3.5,,41.0,,-168.0,153.0,1
2009_12_CHI_MIN,2009,12,2009-11-29,MIN,CHI,nflverse_close,-10.0,,47.0,,-520.0,440.0,1
2009_12_CLE_CIN,2009,12,2009-11-29,CIN,CLE,nflverse_close,-12.0,,39.5,,-610.0,480.0,1
2009_12_IND_HOU,2009,12,2009-11-29,HOU,IND,nflverse_close,3.0,,48.0,,127.0,-139.0,1
2009_12_JAX_SF,2009,12,2009-11-29,SF,JAX,nflverse_close,-3.0,,42.5,,-175.0,160.0,1
2009_12_KC_SD,2009,12,2009-11-29,LAC,KC,nflverse_close,-13.0,,44.5,,-705.0,555.0,1
2009_12_MIA_BUF,2009,12,2009-11-29,BUF,MIA,nflverse_close,3.5,,38.0,,172.0,-190.0,1
2009_12_PIT_BAL,2009,12,2009-11-29,BAL,PIT,nflverse_close,-9.0,,35.0,,-334.0,294.0,1
2009_12_SEA_STL,2009,12,2009-11-29,LA,SEA,nflverse_close,3.5,,42.5,,148.0,-163.0,1
2009_12_TB_ATL,2009,12,2009-11-29,ATL,TB,nflverse_close,-12.0,,46.0,,-625.0,500.0,1
2009_12_WAS_PHI,2009,12,2009-11-29,PHI,WAS,nflverse_close,-9.5,,40.5,,-475.0,405.0,1
2009_12_NE_NO,2009,12,2009-11-30,NO,NE,nflverse_close,-1.0,,57.0,,-126.0,116.0,1
2009_13_NYJ_BUF,2009,13,2009-12-03,BUF,NYJ,nflverse_close,3.5,,37.0,,173.0,-191.0,1
2009_13_DAL_NYG,2009,13,2009-12-06,NYG,DAL,nflverse_close,1.0,,45.5,,108.0,-118.0,1
2009_13_DEN_KC,2009,13,2009-12-06,KC,DEN,nflverse_close,6.0,,39.0,,213.0,-239.0,1
2009_13_DET_CIN,2009,13,2009-12-06,CIN,DET,nflverse_close,-13.5,,42.0,,-750.0,620.0,1
2009_13_HOU_JAX,2009,13,2009-12-06,JAX,HOU,nflverse_close,1.0,,47.5,,102.0,-112.0,1
2009_13_MIN_ARI,2009,13,2009-12-06,ARI,MIN,nflverse_close,3.5,,48.0,,155.0,-170.0,1
2009_13_NE_MIA,2009,13,2009-12-06,MIA,NE,nflverse_close,4.5,,46.0,,228.0,-260.0,1
2009_13_NO_WAS,2009,13,2009-12-06,WAS,NO,nflverse_close,9.0,,46.5,,350.0,-400.0,1
2009_13_OAK_PIT,2009,13,2009-12-06,PIT,LV,nflverse_close,-14.5,,37.0,,-1150.0,890.0,1
2009_13_PHI_ATL,2009,13,2009-12-06,ATL,PHI,nflverse_close,4.0,,43.5,,189.0,-215.0,1
2009_13_SD_CLE,2009,13,2009-12-06,CLE,LAC,nflverse_close,13.5,,42.5,,570.0,-700.0,1
2009_13_SF_SEA,2009,13,2009-12-06,SEA,SF,nflverse_close,1.0,,41.5,,100.0,-110.0,1
2009_13_STL_CHI,2009,13,2009-12-06,CHI,LA,nflverse_close,-9.5,,41.0,,-455.0,395.0,1
2009_13_TB_CAR,2009,13,2009-12-06,CAR,TB,nflverse_close,-3.5,,40.0,,-198.0,178.0,1
2009_13_TEN_IND,2009,13,2009-12-06,IND,TEN,nflverse_close,-6.0,,47.0,,-250.0,224.0,1
2009_13_BAL_GB,2009,13,2009-12-07,GB,BAL,nflverse_close,-4.0,,43.0,,-206.0,186.0,1
2009_14_PIT_CLE,2009,14,2009-12-10,CLE,PIT,nflverse_close,10.0,,34.0,,445.0,-525.0,1
2009_14_BUF_KC,2009,14,2009-12-13,KC,BUF,nflverse_close,3.0,,38.0,,129.0,-141.0,1
2009_14_CAR_NE,2009,14,2009-12-13,NE,CAR,nflverse_close,-12.5,,43.5,,-600.0,470.0,1
2009_14_CIN_MIN,2009,14,2009-12-13,MIN,CIN,nflverse_close,-6.0,,42.5,,-240.0,214.0,1
2009_14_DEN_IND,2009,14,2009-12-13,IND,DEN,nflverse_close,-6.5,,43.5,,-290.0,258.0,1
2009_14_DET_BAL,2009,14,2009-12-13,BAL,DET,nflverse_close,-14.0,,40.5,,-811.0,631.0,1
2009_14_GB_CHI,2009,14,2009-12-13,CHI,GB,nflverse_close,4.0,,41.0,,172.0,-190.0,1
2009_14_MIA_JAX,2009,14,2009-12-13,JAX,MIA,nflverse_close,-1.0,,43.0,,-135.0,123.0,1
2009_14_NO_ATL,2009,14,2009-12-13,ATL,NO,nflverse_close,10.0,,50.5,,370.0,-430.0,1
2009_14_NYJ_TB,2009,14,2009-12-13,TB,NYJ,nflverse_close,3.5,,36.5,,177.0,-195.0,1
2009_14_PHI_NYG,2009,14,2009-12-13,NYG,PHI,nflverse_close,1.0,,42.5,,101.0,-111.0,1
2009_14_SD_DAL,2009,14,2009-12-13,DAL,LAC,nflverse_close,-3.5,,48.5,,-177.0,162.0,1
2009_14_SEA_HOU,2009,14,2009-12-13,HOU,SEA,nflverse_close,-7.0,,44.5,,-300.0,260.0,1
2009_14_STL_TEN,2009,14,2009-12-13,TEN,LA,nflverse_close,-13.5,,40.0,,-700.0,570.0,1
2009_14_WAS_OAK,2009,14,2009-12-13,LV,WAS,nflverse_close,1.0,,37.5,,115.0,-125.0,1
2009_14_ARI_SF,2009,14,2009-12-14,SF,ARI,nflverse_close,4.0,,44.5,,181.0,-201.0,1
2009_15_IND_JAX,2009,15,2009-12-17,JAX,IND,nflverse_close,3.5,,43.0,,163.0,-178.0,1
2009_15_DAL_NO,2009,15,2009-12-19,NO,DAL,nflverse_close,-7.5,,53.5,,-325.0,285.0,1
2009_15_ARI_DET,2009,15,2009-12-20,DET,ARI,nflverse_close,14.0,,46.5,,650.0,-830.0,1
2009_15_ATL_NYJ,2009,15,2009-12-20,NYJ,ATL,nflverse_close,-5.5,,36.5,,-233.0,207.0,1
2009_15_CHI_BAL,2009,15,2009-12-20,BAL,CHI,nflverse_close,-10.5,,39.5,,-468.0,408.0,1
2009_15_CIN_SD,2009,15,2009-12-20,LAC,CIN,nflverse_close,-6.5,,44.0,,-275.0,243.0,1
2009_15_CLE_KC,2009,15,2009-12-20,KC,CLE,nflverse_close,-1.0,,39.0,,-147.0,135.0,1
2009_15_GB_PIT,2009,15,2009-12-20,PIT,GB,nflverse_close,-2.5,,41.5,,-140.0,128.0,1
2009_15_HOU_STL,2009,15,2009-12-20,LA,HOU,nflverse_close,14.0,,43.5,,720.0,-900.0,1
2009_15_MIA_TEN,2009,15,2009-12-20,TEN,MIA,nflverse_close,-4.5,,42.5,,-230.0,204.0,1
2009_15_MIN_CAR,2009,15,2009-12-20,CAR,MIN,nflverse_close,9.0,,42.5,,341.0,-391.0,1
2009_15_NE_BUF,2009,15,2009-12-20,BUF,NE,nflverse_close,6.5,,41.5,,280.0,-320.0,1
2009_15_OAK_DEN,2009,15,2009-12-20,DEN,LV,nflverse_close,-13.5,,37.0,,-706.0,576.0,1
2009_15_SF_PHI,2009,15,2009-12-20,PHI,SF,nflverse_close,-7.0,,41.0,,-340.0,300.0,1
2009_15_TB_SEA,2009,15,2009-12-20,SEA,TB,nflverse_close,-6.5,,39.0,,-270.0,238.0,1
2009_15_NYG_WAS,2009,15,2009-12-21,WAS,NYG,nflverse_close,1.0,,43.5,,118.0,-128.0,1
2009_16_SD_TEN,2009,16,2009-12-25,TEN,LAC,nflverse_close,-1.0,,47.5,,-132.0,120.0,1
2009_16_BAL_PIT,2009,16,2009-12-27,PIT,BAL,nflverse_close,-3.0,,43.0,,-139.0,127.0,1
2009_16_BUF_ATL,2009,16,2009-12-27,ATL,BUF,nflverse_close,-9.0,,40.5,,-350.0,310.0,1
2009_16_CAR_NYG,2009,16,2009-12-27,NYG,CAR,nflverse_close,-9.0,,43.0,,-380.0,330.0,1
2009_16_DAL_WAS,2009,16,2009-12-27,WAS,DAL,nflverse_close,7.0,,42.0,,273.0,-313.0,1
2009_16_DEN_PHI,2009,16,2009-12-27,PHI,DEN,nflverse_close,-7.0,,43.0,,-300.0,260.0,1
2009_16_DET_SF,2009,16,2009-12-27,SF,DET,nflverse_close,-14.0,,41.0,,-835.0,655.0,1
