game_id,season,date,home_team,away_team,source,is_closing,home_dec,away_dec,p_home,total_line,over_dec,under_dec,p_over,pl_home,pl_home_dec,pl_away_dec,p_pl_home,n_books
2007020057,2007,2007-10-12,NYR,WSH,sbr_close,True,1.5,2.7,0.6428571428571429,5.5,,,,,,,,1
2007020058,2007,2007-10-12,DET,CHI,sbr_close,True,1.303030303030303,3.6,0.7342398022249692,5.0,,,,,,,,1
2007020059,2007,2007-10-12,STL,COL,sbr_close,True,2.05,1.8,0.4675324675324676,5.5,,,,,,,,1
2007020060,2007,2007-10-12,DAL,CGY,sbr_close,True,1.6896551724137931,2.25,0.5711159737417943,5.0,,,,,,,,1
2007020061,2007,2007-10-12,EDM,VAN,sbr_close,True,1.9523809523809523,1.8695652173913042,0.4891657638136511,5.0,,,,,,,,1
2007020062,2007,2007-10-12,LAK,BOS,sbr_close,True,1.6666666666666665,2.3,0.5798319327731092,5.5,,,,,,,,1
2007020063,2007,2007-10-13,BUF,WSH,sbr_close,True,1.434782608695652,2.9,0.6690070210631895,6.0,,,,,,,,1
2007020064,2007,2007-10-13,TOR,PIT,sbr_close,True,1.8695652173913042,1.9523809523809523,0.5108342361863489,6.5,,,,,,,,1
2007020065,2007,2007-10-13,MTL,CAR,sbr_close,True,1.8695652173913042,1.9523809523809523,0.5108342361863489,6.0,,,,,,,,1
2007020066,2007,2007-10-13,NYR,OTT,sbr_close,True,1.8695652173913042,1.9523809523809523,0.5108342361863489,5.5,,,,,,,,1
2007020067,2007,2007-10-13,PHI,NYI,sbr_close,True,1.6666666666666665,2.3,0.5798319327731092,6.0,,,,,,,,1
2007020068,2007,2007-10-13,WPG,NJD,sbr_close,True,2.05,1.8,0.4675324675324676,5.0,,,,,,,,1
2007020069,2007,2007-10-13,FLA,TBL,sbr_close,True,1.7692307692307692,2.1,0.5427435387673957,5.5,,,,,,,,1
2007020070,2007,2007-10-13,NSH,CGY,sbr_close,True,1.6666666666666665,2.3,0.5798319327731092,5.5,,,,,,,,1
2007020071,2007,2007-10-13,CHI,DAL,sbr_close,True,2.2,1.7142857142857144,0.43795620437956206,5.0,,,,,,,,1
2007020072,2007,2007-10-13,COL,CBJ,sbr_close,True,1.5405405405405406,2.65,0.6323766526926797,5.5,,,,,,,,1
2007020073,2007,2007-10-13,VAN,EDM,sbr_close,True,1.606060606060606,2.45,0.6040343668285394,5.0,,,,,,,,1
2007020074,2007,2007-10-13,UTA,MIN,sbr_close,True,2.5,1.5882352941176472,0.38848920863309355,5.0,,,,,,,,1
2007020075,2007,2007-10-13,SJS,BOS,sbr_close,True,1.4,3.1,0.6888888888888889,5.5,,,,,,,,1
2007020076,2007,2007-10-14,ANA,MIN,sbr_close,True,1.6451612903225805,2.35,0.5882115462252726,5.0,,,,,,,,1
2007020077,2007,2007-10-14,LAK,DET,sbr_close,True,2.5,1.5882352941176472,0.38848920863309355,5.5,,,,,,,,1
2007020078,2007,2007-10-15,BUF,TOR,sbr_close,True,1.5882352941176472,2.5,0.6115107913669063,6.5,,,,,,,,1
2007020079,2007,2007-10-15,VAN,SJS,sbr_close,True,1.8695652173913042,1.9523809523809523,0.5108342361863489,5.0,,,,,,,,1
2007020080,2007,2007-10-15,ANA,DET,sbr_close,True,1.8695652173913042,1.9523809523809523,0.5108342361863489,5.0,,,,,,,,1
2007020081,2007,2007-10-16,PHI,WPG,sbr_close,True,1.5,2.7,0.6428571428571429,6.0,,,,,,,,1
2007020082,2007,2007-10-16,MTL,FLA,sbr_close,True,1.7142857142857144,2.2,0.5620437956204379,5.5,,,,,,,,1
2007020083,2007,2007-10-16,COL,CGY,sbr_close,True,1.6666666666666665,2.3,0.5798319327731092,5.5,,,,,,,,1
2007020084,2007,2007-10-16,LAK,MIN,sbr_close,True,2.35,1.6451612903225805,0.4117884537747275,5.5,,,,,,,,1
2007020085,2007,2007-10-17,CBJ,DAL,sbr_close,True,1.7692307692307692,2.1,0.5427435387673957,5.0,,,,,,,,1
2007020086,2007,2007-10-17,PIT,NJD,sbr_close,True,1.6329113924050633,2.38,0.5930856097407103,6.0,,,,,,,,1
2007020087,2007,2007-10-17,CHI,STL,sbr_close,True,1.7692307692307692,2.1,0.5427435387673957,5.0,,,,,,,,1
2007020088,2007,2007-10-17,ANA,NSH,sbr_close,True,1.5405405405405406,2.65,0.6323766526926797,5.5,,,,,,,,1
2007020089,2007,2007-10-18,BOS,TBL,sbr_close,True,1.8,2.05,0.5324675324675325,5.5,,,,,,,,1
2007020090,2007,2007-10-18,PHI,NJD,sbr_close,True,1.526315789473684,2.7,0.638854296388543,5.5,,,,,,,,1
2007020091,2007,2007-10-18,WSH,NYI,sbr_close,True,1.7407407407407407,2.15,0.552594002855783,5.5,,,,,,,,1
2007020092,2007,2007-10-18,WPG,NYR,sbr_close,True,2.0,1.8333333333333335,0.4782608695652174,5.5,,,,,,,,1
2007020093,2007,2007-10-18,TOR,FLA,sbr_close,True,1.7407407407407407,2.15,0.552594002855783,6.0,,,,,,,,1
2007020094,2007,2007-10-18,OTT,MTL,sbr_close,True,1.4444444444444444,2.95,0.6713021491782554,5.5,,,,,,,,1
2007020095,2007,2007-10-18,CGY,LAK,sbr_close,True,1.4545454545454546,2.9,0.6659707724425887,5.5,,,,,,,,1
2007020096,2007,2007-10-18,UTA,EDM,sbr_close,True,1.8695652173913042,1.9523809523809523,0.5108342361863489,5.5,,,,,,,,1
2007020097,2007,2007-10-18,SJS,DET,sbr_close,True,1.8,2.05,0.5324675324675325,5.0,,,,,,,,1
2007020098,2007,2007-10-19,BUF,CBJ,sbr_close,True,1.4545454545454546,2.9,0.6659707724425887,6.0,,,,,,,,1
2007020099,2007,2007-10-19,PIT,CAR,sbr_close,True,1.7692307692307692,2.1,0.5427435387673957,6.5,,,,,,,,1
2007020100,2007,2007-10-19,CHI,COL,sbr_close,True,2.0,1.8333333333333335,0.4782608695652174,5.5,,,,,,,,1
2007020101,2007,2007-10-19,VAN,LAK,sbr_close,True,1.434782608695652,2.9,0.6690070210631895,5.5,,,,,,,,1
2007020102,2007,2007-10-20,BOS,NYR,sbr_close,True,2.05,1.8,0.4675324675324676,5.5,,,,,,,,1
2007020103,2007,2007-10-20,TOR,CHI,sbr_close,True,1.4761904761904763,2.8,0.6547884187082406,5.5,,,,,,,,1
2007020104,2007,2007-10-20,MTL,BUF,sbr_close,True,1.8,2.05,0.5324675324675325,6.0,,,,,,,,1
2007020105,2007,2007-10-20,OTT,FLA,sbr_close,True,1.5,2.7,0.6428571428571429,5.5,,,,,,,,1
2007020106,2007,2007-10-20,NYI,NJD,sbr_close,True,1.8695652173913042,1.9523809523809523,0.5108342361863489,5.5,,,,,,,,1
2007020107,2007,2007-10-20,PHI,CAR,sbr_close,True,1.606060606060606,2.45,0.6040343668285394,5.5,,,,,,,,1
2007020108,2007,2007-10-20,WSH,PIT,sbr_close,True,1.8333333333333335,2.0,0.5217391304347826,6.0,,,,,,,,1
2007020109,2007,2007-10-20,TBL,WPG,sbr_close,True,1.5780346820809248,2.5300000000000002,0.6158662708072438,6.0,,,,,,,,1
2007020110,2007,2007-10-20,DAL,ANA,sbr_close,True,1.7142857142857144,2.2,0.5620437956204379,5.0,,,,,,,,1
2007020111,2007,2007-10-20,STL,MIN,sbr_close,True,2.0,1.8333333333333335,0.4782608695652174,5.0,,,,,,,,1
2007020112,2007,2007-10-20,CGY,EDM,sbr_close,True,1.5,2.7,0.6428571428571429,5.5,,,,,,,,1
2007020113,2007,2007-10-20,UTA,DET,sbr_close,True,2.7,1.5,0.35714285714285715,5.5,,,,,,,,1
2007020114,2007,2007-10-20,SJS,NSH,sbr_close,True,1.4761904761904763,2.8,0.6547884187082406,5.5,,,,,,,,1
2007020115,2007,2007-10-21,CBJ,VAN,sbr_close,True,1.7692307692307692,2.1,0.5427435387673957,5.0,,,,,,,,1
2007020116,2007,2007-10-21,MIN,COL,sbr_close,True,1.7407407407407407,2.15,0.552594002855783,5.5,,,,,,,,1
2007020117,2007,2007-10-22,CAR,VAN,sbr_close,True,1.641025641025641,2.3600000000000003,0.5898487567290438,5.5,,,,,,,,1
2007020118,2007,2007-10-22,MTL,BOS,sbr_close,True,1.6849315068493151,2.26,0.5728870060420862,5.5,,,,,,,,1
2007020119,2007,2007-10-22,CGY,SJS,sbr_close,True,1.7352941176470589,2.16,0.5545152521896708,5.0,,,,,,,,1
2007020120,2007,2007-10-23,PIT,NYR,sbr_close,True,1.7407407407407407,2.15,0.552594002855783,6.0,,,,,,,,1
2007020121,2007,2007-10-23,TOR,WPG,sbr_close,True,1.5555555555555556,2.6,0.6256684491978609,6.5,,,,,,,,1
2007020122,2007,2007-10-23,CHI,CBJ,sbr_close,True,1.6666666666666665,2.3,0.5798319327731092,5.0,,,,,,,,1
2007020123,2007,2007-10-23,STL,ANA,sbr_close,True,1.8695652173913042,1.9523809523809523,0.5108342361863489,5.0,,,,,,,,1
2007020124,2007,2007-10-23,EDM,COL,sbr_close,True,2.25,1.6896551724137931,0.42888402625820565,5.5,,,,,,,,1
2007020125,2007,2007-10-23,LAK,NSH,sbr_close,True,1.8,2.05,0.5324675324675325,6.0,,,,,,,,1
2007020126,2007,2007-10-24,WSH,TBL,sbr_close,True,1.8,2.05,0.5324675324675325,6.0,,,,,,,,1
2007020127,2007,2007-10-24,CAR,BUF,sbr_close,True,1.7142857142857144,2.2,0.5620437956204379,6.0,,,,,,,,1
2007020128,2007,2007-10-24,FLA,PHI,sbr_close,True,2.0,1.8333333333333335,0.4782608695652174,5.5,,,,,,,,1
2007020129,2007,2007-10-24,DET,VAN,sbr_close,True,1.5,2.7,0.6428571428571429,5.0,,,,,,,,1
2007020130,2007,2007-10-24,CGY,MIN,sbr_close,True,1.6896551724137931,2.25,0.5711159737417943,5.0,,,,,,,,1
2007020131,2007,2007-10-25,BOS,CHI,sbr_close,True,1.7142857142857144,2.2,0.5620437956204379,5.5,,,,,,,,1
2007020132,2007,2007-10-25,NYR,NJD,sbr_close,True,1.6451612903225805,2.35,0.5882115462252726,5.0,,,,,,,,1
2007020133,2007,2007-10-25,CBJ,STL,sbr_close,True,1.7692307692307692,2.1,0.5427435387673957,5.0,,,,,,,,1
2007020134,2007,2007-10-25,PIT,TOR,sbr_close,True,1.4761904761904763,2.8,0.6547884187082406,6.5,,,,,,,,1
2007020135,2007,2007-10-25,TBL,PHI,sbr_close,True,1.7407407407407407,2.15,0.552594002855783,6.0,,,,,,,,1
2007020136,2007,2007-10-25,NSH,WPG,sbr_close,True,1.6896551724137931,2.25,0.5711159737417943,6.0,,,,,,,,1
2007020137,2007,2007-10-25,EDM,MIN,sbr_close,True,2.25,1.6896551724137931,0.42888402625820565,5.0,,,,,,,,1
2007020138,2007,2007-10-25,ANA,UTA,sbr_close,True,1.4545454545454546,2.9,0.6659707724425887,5.5,,,,,,,,1
2007020139,2007,2007-10-25,LAK,DAL,sbr_close,True,2.15,1.7407407407407407,0.447405997144217,5.5,,,,,,,,1
2007020140,2007,2007-10-26,WSH,VAN,sbr_close,True,1.9523809523809523,1.8695652173913042,0.4891657638136511,5.5,,,,,,,,1
2007020141,2007,2007-10-26,CAR,MTL,sbr_close,True,1.5882352941176472,2.5,0.6115107913669063,6.0,,,,,,,,1
2007020142,2007,2007-10-26,FLA,BUF,sbr_close,True,1.8,2.05,0.5324675324675325,6.0,,,,,,,,1
2007020143,2007,2007-10-26,DET,SJS,sbr_close,True,1.6896551724137931,2.25,0.5711159737417943,5.5,,,,,,,,1
2007020144,2007,2007-10-26,CGY,COL,sbr_close,True,1.625,2.4,0.5962732919254659,6.0,,,,,,,,1
2007020145,2007,2007-10-27,CBJ,SJS,sbr_close,True,2.0,1.8333333333333335,0.4782608695652174,5.0,,,,,,,,1
2007020146,2007,2007-10-27,BOS,PHI,sbr_close,True,1.8695652173913042,1.9523809523809523,0.5108342361863489,5.5,,,,,,,,1
2007020147,2007,2007-10-27,NJD,OTT,sbr_close,True,2.3,1.6666666666666665,0.4201680672268907,5.5,,,,,,,,1
2007020148,2007,2007-10-27,NYI,CAR,sbr_close,True,1.8333333333333335,2.0,0.5217391304347826,5.5,,,,,,,,1
2007020149,2007,2007-10-27,NYR,TOR,sbr_close,True,1.5882352941176472,2.5,0.6115107913669063,5.5,,,,,,,,1
2007020150,2007,2007-10-27,PIT,MTL,sbr_close,True,1.5714285714285714,2.55,0.6187175043327556,6.0,,,,,,,,1
2007020151,2007,2007-10-27,TBL,BUF,sbr_close,True,1.6666666666666665,2.3,0.5798319327731092,6.0,,,,,,,,1
2007020152,2007,2007-10-27,NSH,FLA,sbr_close,True,1.6666666666666665,2.3,0.5798319327731092,5.5,,,,,,,,1
2007020153,2007,2007-10-27,CHI,WPG,sbr_close,True,1.625,2.4,0.5962732919254659,5.5,,,,,,,,1
2007020154,2007,2007-10-27,STL,WSH,sbr_close,True,1.5405405405405406,2.65,0.6323766526926797,5.5,,,,,,,,1
2007020155,2007,2007-10-27,UTA,DAL,sbr_close,True,2.35,1.6451612903225805,0.4117884537747275,5.5,,,,,,,,1
2007020156,2007,2007-10-27,LAK,EDM,sbr_close,True,1.5555555555555556,2.6,0.6256684491978609,6.0,,,,,,,,1
2007020157,2007,2007-10-28,COL,MIN,sbr_close,True,1.625,2.4,0.5962732919254659,5.5,,,,,,,,1
2007020158,2007,2007-10-28,ANA,EDM,sbr_close,True,1.4,3.1,0.6888888888888889,5.5,,,,,,,,1
2007020159,2007,2007-10-28,VAN,DET,sbr_close,True,2.1,1.7692307692307692,0.4572564612326044,5.0,,,,,,,,1
2007020160,2007,2007-10-29,NYR,TBL,sbr_close,True,1.625,2.4,0.5962732919254659,5.5,,,,,,,,1
2007020161,2007,2007-10-29,TOR,WSH,sbr_close,True,1.5405405405405406,2.65,0.6323766526926797,6.0,,,,,,,,1
2007020162,2007,2007-10-29,DAL,SJS,sbr_close,True,1.7407407407407407,2.15,0.552594002855783,5.0,,,,,,,,1
2007020163,2007,2007-10-30,MIN,PIT,sbr_close,True,1.8333333333333335,2.0,0.5217391304347826,5.5,,,,,,,,1
2007020164,2007,2007-10-30,MTL,WPG,sbr_close,True,1.5405405405405406,2.65,0.6323766526926797,6.0,,,,,,,,1
2007020165,2007,2007-10-30,STL,UTA,sbr_close,True,1.5128205128205128,2.75,0.6451127819548872,5.5,,,,,,,,1
2007020166,2007,2007-10-30,CGY,NSH,sbr_close,True,1.5128205128205128,2.75,0.6451127819548872,5.5,,,,,,,,1
2007020167,2007,2007-10-30,EDM,DET,sbr_close,True,2.7,1.5,0.35714285714285715,5.5,,,,,,,,1
2007020168,2007,2007-10-31,NJD,TBL,sbr_close,True,1.7692307692307692,2.1,0.5427435387673957,5.5,,,,,,,,1
2007020169,2007,2007-10-31,FLA,CAR,sbr_close,True,2.1,1.7692307692307692,0.4572564612326044,6.0,,,,,,,,1
2007020170,2007,2007-10-31,DAL,CHI,sbr_close,True,1.5128205128205128,2.75,0.6451127819548872,5.0,,,,,,,,1
2007020171,2007,2007-10-31,LAK,CBJ,sbr_close,True,1.6666666666666665,2.3,0.5798319327731092,5.5,,,,,,,,1
2007020172,2007,2007-11-01,BOS,BUF,sbr_close,True,2.0,1.8333333333333335,0.4782608695652174,6.0,,,,,,,,1
2007020173,2007,2007-11-01,NYI,TBL,sbr_close,True,1.7142857142857144,2.2,0.5620437956204379,5.5,,,,,,,,1
2007020174,2007,2007-11-01,NYR,WSH,sbr_close,True,1.5555555555555556,2.6,0.6256684491978609,5.5,,,,,,,,1
2007020175,2007,2007-11-01,MTL,PHI,sbr_close,True,1.7407407407407407,2.15,0.552594002855783,5.5,,,,,,,,1
2007020176,2007,2007-11-01,OTT,WPG,sbr_close,True,1.4081632653061225,3.05,0.6841382467383841,6.0,,,,,,,,1
2007020177,2007,2007-11-01,MIN,STL,sbr_close,True,1.625,2.4,0.5962732919254659,5.0,,,,,,,,1
2007020178,2007,2007-11-01,COL,PIT,sbr_close,True,1.6451612903225805,2.35,0.5882115462252726,6.5,,,,,,,,1
2007020179,2007,2007-11-01,CGY,DET,sbr_close,True,1.8333333333333335,2.0,0.5217391304347826,5.5,,,,,,,,1
2007020180,2007,2007-11-01,VAN,NSH,sbr_close,True,1.5,2.7,0.6428571428571429,5.5,,,,,,,,1
2007020181,2007,2007-11-01,ANA,CBJ,sbr_close,True,1.526315789473684,2.7,0.638854296388543,5.0,,,,,,,,1
2007020182,2007,2007-11-02,NJD,TOR,sbr_close,True,1.6666666666666665,2.3,0.5798319327731092,5.5,,,,,,,,1
2007020183,2007,2007-11-02,WSH,PHI,sbr_close,True,1.9523809523809523,1.8695652173913042,0.4891657638136511,5.5,,,,,,,,1
2007020184,2007,2007-11-02,BUF,FLA,sbr_close,True,1.606060606060606,2.45,0.6040343668285394,6.0,,,,,,,,1
2007020185,2007,2007-11-02,DAL,UTA,sbr_close,True,1.4166666666666667,3.0,0.679245283018868,5.5,,,,,,,,1
2007020186,2007,2007-11-02,EDM,NSH,sbr_close,True,1.7142857142857144,2.2,0.5620437956204379,5.5,,,,,,,,1
2007020187,2007,2007-11-02,SJS,LAK,sbr_close,True,1.4444444444444444,2.95,0.6713021491782554,6.0,,,,,,,,1
2007020188,2007,2007-11-03,MTL,TOR,sbr_close,True,1.5555555555555556,2.6,0.6256684491978609,6.0,,,,,,,,1
2007020189,2007,2007-11-03,OTT,BOS,sbr_close,True,1.425531914893617,2.95,0.6742037442256261,5.5,,,,,,,,1
2007020190,2007,2007-11-03,NYI,PIT,sbr_close,True,1.8849557522123894,1.9345794392523366,0.5064960374171755,6.0,,,,,,,,1
2007020191,2007,2007-11-03,NYR,NJD,sbr_close,True,1.526315789473684,2.7,0.638854296388543,5.0,,,,,,,,1
2007020192,2007,2007-11-03,CAR,FLA,sbr_close,True,1.5,2.7,0.6428571428571429,6.0,,,,,,,,1
2007020193,2007,2007-11-03,TBL,WPG,sbr_close,True,1.5714285714285714,2.55,0.6187175043327556,6.0,,,,,,,,1
2007020194,2007,2007-11-03,MIN,CGY,sbr_close,True,1.6666666666666665,2.3,0.5798319327731092,5.0,,,,,,,,1
2007020195,2007,2007-11-03,STL,CHI,sbr_close,True,1.6451612903225805,2.35,0.5882115462252726,5.0,,,,,,,,1
2007020196,2007,2007-11-03,UTA,ANA,sbr_close,True,2.25,1.6896551724137931,0.42888402625820565,5.0,,,,,,,,1
2007020197,2007,2007-11-03,COL,VAN,sbr_close,True,1.5405405405405406,2.65,0.6323766526926797,5.5,,,,,,,,1
2007020198,2007,2007-11-03,LAK,SJS,sbr_close,True,2.1,1.7692307692307692,0.4572564612326044,6.0,,,,,,,,1
2007020199,2007,2007-11-04,CBJ,STL,sbr_close,True,1.5882352941176472,2.5,0.6115107913669063,5.0,,,,,,,,1
2007020200,2007,2007-11-04,BOS,OTT,sbr_close,True,2.3,1.6666666666666665,0.4201680672268907,5.5,,,,,,,,1
2007020201,2007,2007-11-04,CHI,NSH,sbr_close,True,1.8333333333333335,2.0,0.5217391304347826,5.5,,,,,,,,1
2007020202,2007,2007-11-05,NJD,PIT,sbr_close,True,1.7692307692307692,2.1,0.5427435387673957,5.5,,,,,,,,1
2007020203,2007,2007-11-05,NYR,PHI,sbr_close,True,1.7142857142857144,2.2,0.5620437956204379,5.5,,,,,,,,1
2007020204,2007,2007-11-05,CAR,WSH,sbr_close,True,1.4545454545454546,2.9,0.6659707724425887,6.0,,,,,,,,1
2007020205,2007,2007-11-05,MTL,BUF,sbr_close,True,1.7142857142857144,2.2,0.5620437956204379,6.5,,,,,,,,1
2007020206,2007,2007-11-05,FLA,TBL,sbr_close,True,1.6896551724137931,2.25,0.5711159737417943,6.0,,,,,,,,1
2007020207,2007,2007-11-05,MIN,EDM,sbr_close,True,1.4166666666666667,3.0,0.679245283018868,5.0,,,,,,,,1
2007020208,2007,2007-11-05,COL,CGY,sbr_close,True,1.6451612903225805,2.35,0.5882115462252726,6.0,,,,,,,,1
2007020209,2007,2007-11-05,ANA,DAL,sbr_close,True,1.6896551724137931,2.25,0.5711159737417943,5.0,,,,,,,,1
2007020210,2007,2007-11-06,NYI,NYR,sbr_close,True,1.8695652173913042,1.9523809523809523,0.5108342361863489,5.0,,,,,,,,1
2007020211,2007,2007-11-06,WPG,WSH,sbr_close,True,1.5882352941176472,2.5,0.6115107913669063,6.0,,,,,,,,1
