game_id,season,date,home_team,away_team,source,is_closing,spread_home,total_line,n_books,spread_home_dec,spread_away_dec,over_dec,under_dec,ml_source,home_dec,away_dec,p_home
271102005,2007,2007-11-02,CLE,NYK,,True,,,,,,,,sbr_close,1.4,3.1,0.6888888888888889
271102011,2007,2007-11-02,IND,MIA,,True,,,,,,,,sbr_close,1.3636363636363638,3.35,0.7107039537126325
271102012,2007,2007-11-02,LAC,GSW,,True,,,,,,,,sbr_close,1.8,2.05,0.5324675324675325
271102016,2007,2007-11-02,MIN,DEN,,True,,,,,,,,sbr_close,4.15,1.2666666666666666,0.23384615384615384
271102017,2007,2007-11-02,BKN,TOR,,True,,,,,,,,sbr_close,1.5714285714285714,2.55,0.6187175043327556
271102019,2007,2007-11-02,ORL,DET,,True,,,,,,,,sbr_close,1.5882352941176472,2.5,0.6115107913669063
271102021,2007,2007-11-02,PHX,LAL,,True,,,,,,,,sbr_close,1.2298850574712643,4.65,0.7908317857491937
271102024,2007,2007-11-02,SAS,SAC,,True,,,,,,,,sbr_close,1.05,13.0,0.9252669039145908
271102030,2007,2007-11-02,CHA,MIL,,True,,,,,,,,sbr_close,1.5882352941176472,2.5,0.6115107913669063
271103006,2007,2007-11-03,DAL,SAC,,True,,,,,,,,sbr_close,1.0333333333333334,16.0,0.9393346379647749
271103010,2007,2007-11-03,HOU,POR,,True,,,,,,,,sbr_close,1.1,8.0,0.879120879120879
271103015,2007,2007-11-03,MIL,CHI,,True,,,,,,,,sbr_close,2.55,1.5714285714285714,0.3812824956672444
271103020,2007,2007-11-03,PHI,BKN,,True,,,,,,,,sbr_close,2.3,1.6666666666666665,0.4201680672268907
271103026,2007,2007-11-03,UTA,GSW,,True,,,,,,,,sbr_close,1.1818181818181819,5.25,0.8162544169611309
271103027,2007,2007-11-03,WAS,ORL,,True,,,,,,,,sbr_close,1.7692307692307692,2.1,0.5427435387673957
271103029,2007,2007-11-03,MEM,IND,,True,,,,,,,,sbr_close,1.4545454545454546,2.8,0.6581196581196581
271104007,2007,2007-11-04,DEN,NOP,,True,,,,,,,,sbr_close,1.4651162790697674,2.85,0.6604688763136621
271104008,2007,2007-11-04,DET,ATL,,True,,,,,,,,sbr_close,1.2857142857142856,3.9,0.7520661157024794
271104012,2007,2007-11-04,LAC,OKC,,True,,,,,,,,sbr_close,1.3333333333333333,3.5,0.7241379310344829
271104013,2007,2007-11-04,LAL,UTA,,True,,,,,,,,sbr_close,1.8695652173913042,1.9523809523809523,0.5108342361863489
271104014,2007,2007-11-04,MIA,CHA,,True,,,,,,,,sbr_close,1.625,2.4,0.5962732919254659
271104018,2007,2007-11-04,NYK,MIN,,True,,,,,,,,sbr_close,1.2352941176470589,4.55,0.7864768683274023
271104021,2007,2007-11-04,PHX,CLE,,True,,,,,,,,sbr_close,1.2857142857142856,3.9,0.7520661157024794
271104028,2007,2007-11-04,TOR,BOS,,True,,,,,,,,sbr_close,1.8,2.05,0.5324675324675325
271105006,2007,2007-11-05,DAL,HOU,,True,,,,,,,,sbr_close,1.5,2.7,0.6428571428571429
271106004,2007,2007-11-06,CHI,LAC,,True,,,,,,,,sbr_close,1.2469135802469136,4.35,0.7772140730120217
271106009,2007,2007-11-06,GSW,CLE,,True,,,,,,,,sbr_close,1.7407407407407407,2.15,0.552594002855783
271106010,2007,2007-11-06,HOU,SAS,,True,,,,,,,,sbr_close,2.15,1.7407407407407407,0.447405997144217
271106013,2007,2007-11-06,LAL,NOP,,True,,,,,,,,sbr_close,1.6451612903225805,2.35,0.5882115462252726
271106015,2007,2007-11-06,MIL,TOR,,True,,,,,,,,sbr_close,2.4,1.625,0.40372670807453415
271106016,2007,2007-11-06,MIN,ORL,,True,,,,,,,,sbr_close,3.5,1.3333333333333333,0.27586206896551724
271106017,2007,2007-11-06,BKN,ATL,,True,,,,,,,,sbr_close,1.526315789473684,2.6,0.6301020408163265
271106018,2007,2007-11-06,NYK,DEN,,True,,,,,,,,sbr_close,2.4,1.625,0.40372670807453415
271106023,2007,2007-11-06,SAC,OKC,,True,,,,,,,,sbr_close,1.7692307692307692,2.1,0.5427435387673957
271106030,2007,2007-11-06,CHA,PHX,,True,,,,,,,,sbr_close,2.65,1.5128205128205128,0.36341238065906994
271107001,2007,2007-11-07,ATL,PHX,,True,,,,,,,,sbr_close,2.9,1.434782608695652,0.33099297893681046
271107002,2007,2007-11-07,BOS,DEN,,True,,,,,,,,sbr_close,1.3389830508474576,3.45,0.7204034684126703
271107011,2007,2007-11-07,IND,LAC,,True,,,,,,,,sbr_close,1.3448275862068966,3.4,0.7165697674418604
271107020,2007,2007-11-07,PHI,CHA,,True,,,,,,,,sbr_close,1.5128205128205128,2.65,0.6365876193409301
271107022,2007,2007-11-07,POR,NOP,,True,,,,,,,,sbr_close,2.25,1.6896551724137931,0.42888402625820565
271107024,2007,2007-11-07,SAS,MIA,,True,,,,,,,,sbr_close,1.0833333333333333,9.0,0.8925619834710743
271107025,2007,2007-11-07,OKC,MEM,,True,,,,,,,,sbr_close,1.9090909090909092,1.9090909090909092,0.5
271107026,2007,2007-11-07,UTA,CLE,,True,,,,,,,,sbr_close,1.2,5.0,0.8064516129032258
271107028,2007,2007-11-07,TOR,ORL,,True,,,,,,,,sbr_close,1.5,2.7,0.6428571428571429
271108004,2007,2007-11-08,CHI,DET,,True,,,,,,,,sbr_close,1.8333333333333335,2.0,0.5217391304347826
271108009,2007,2007-11-08,GSW,DAL,,True,,,,,,,,sbr_close,3.75,1.3076923076923077,0.25855513307984795
271108017,2007,2007-11-08,BKN,WAS,,True,,,,,,,,sbr_close,1.3636363636363638,3.35,0.7107039537126325
271109002,2007,2007-11-09,BOS,ATL,,True,,,,,,,,sbr_close,1.2325581395348837,4.6,0.7886762360446571
271109003,2007,2007-11-09,NOP,SAS,,True,,,,,,,,sbr_close,2.45,1.606060606060606,0.3959656331714605
271109008,2007,2007-11-09,DET,LAC,,True,,,,,,,,sbr_close,1.2666666666666666,4.15,0.7661538461538462
271109010,2007,2007-11-09,HOU,MIL,,True,,,,,,,,sbr_close,1.2105263157894737,4.95,0.8035027765912003
271109013,2007,2007-11-09,LAL,MIN,,True,,,,,,,,sbr_close,1.125,7.0,0.8615384615384616
271109014,2007,2007-11-09,MIA,PHX,,True,,,,,,,,sbr_close,4.15,1.2666666666666666,0.23384615384615384
271109018,2007,2007-11-09,NYK,ORL,,True,,,,,,,,sbr_close,1.8695652173913042,1.9523809523809523,0.5108342361863489
271109020,2007,2007-11-09,PHI,TOR,,True,,,,,,,,sbr_close,2.1,1.7692307692307692,0.4572564612326044
271109022,2007,2007-11-09,POR,MEM,,True,,,,,,,,sbr_close,1.7142857142857144,2.2,0.5620437956204379
271109023,2007,2007-11-09,SAC,CLE,,True,,,,,,,,sbr_close,3.05,1.4081632653061225,0.315861753261616
271109025,2007,2007-11-09,OKC,UTA,,True,,,,,,,,sbr_close,3.4,1.3448275862068966,0.28343023255813954
271109027,2007,2007-11-09,WAS,DEN,,True,,,,,,,,sbr_close,2.1,1.7692307692307692,0.4572564612326044
271109030,2007,2007-11-09,CHA,IND,,True,,,,,,,,sbr_close,1.8,2.05,0.5324675324675325
271110004,2007,2007-11-10,CHI,TOR,,True,,,,,,,,sbr_close,1.3846153846153846,3.2,0.6979865771812079
271110011,2007,2007-11-10,IND,DEN,,True,,,,,,,,sbr_close,2.05,1.8,0.4675324675324676
271110017,2007,2007-11-10,BKN,BOS,,True,,,,,,,,sbr_close,2.3,1.6666666666666665,0.4201680672268907
271110019,2007,2007-11-10,ORL,PHX,,True,,,,,,,,sbr_close,2.05,1.8,0.4675324675324676
271110022,2007,2007-11-10,POR,DAL,,True,,,,,,,,sbr_close,3.9,1.2857142857142856,0.24793388429752067
271110023,2007,2007-11-10,SAC,MIN,,True,,,,,,,,sbr_close,1.5,2.7,0.6428571428571429
271110026,2007,2007-11-10,UTA,MEM,,True,,,,,,,,sbr_close,1.1666666666666667,5.75,0.8313253012048193
271111001,2007,2007-11-11,ATL,WAS,,True,,,,,,,,sbr_close,1.434782608695652,2.9,0.6690070210631895
271111012,2007,2007-11-11,LAC,CLE,,True,,,,,,,,sbr_close,1.9090909090909092,1.9090909090909092,0.5
271111018,2007,2007-11-11,NYK,MIA,,True,,,,,,,,sbr_close,1.6666666666666665,2.3,0.5798319327731092
271111020,2007,2007-11-11,PHI,NOP,,True,,,,,,,,sbr_close,2.3,1.6666666666666665,0.4201680672268907
271111024,2007,2007-11-11,SAS,MIL,,True,,,,,,,,sbr_close,1.1428571428571428,6.5,0.8504672897196263
271111025,2007,2007-11-11,OKC,DET,,True,,,,,,,,sbr_close,3.35,1.3636363636363638,0.2892960462873674
271111030,2007,2007-11-11,CHA,HOU,,True,,,,,,,,sbr_close,3.35,1.3636363636363638,0.2892960462873674
271112007,2007,2007-11-12,DEN,CLE,,True,,,,,,,,sbr_close,1.2985074626865671,3.85,0.7477895347151762
271112017,2007,2007-11-12,BKN,NOP,,True,,,,,,,,sbr_close,2.1,1.7692307692307692,0.4572564612326044
271112026,2007,2007-11-12,UTA,SAC,,True,,,,,,,,sbr_close,1.0588235294117647,11.5,0.9156908665105387
271113006,2007,2007-11-13,DAL,PHI,,True,,,,,,,,sbr_close,1.125,7.0,0.8615384615384616
271113011,2007,2007-11-13,IND,BOS,,True,,,,,,,,sbr_close,3.5,1.3333333333333333,0.27586206896551724
271113019,2007,2007-11-13,ORL,OKC,,True,,,,,,,,sbr_close,1.1538461538461537,6.25,0.8441558441558442
271113021,2007,2007-11-13,PHX,NYK,,True,,,,,,,,sbr_close,1.0714285714285714,10.0,0.9032258064516129
271113022,2007,2007-11-13,POR,DET,,True,,,,,,,,sbr_close,2.9,1.434782608695652,0.33099297893681046
271113024,2007,2007-11-13,SAS,LAL,,True,,,,,,,,sbr_close,1.273972602739726,4.05,0.7607101505210343
271113029,2007,2007-11-13,MEM,HOU,,True,,,,,,,,sbr_close,3.3,1.3703703703703702,0.2934179222839017
271113030,2007,2007-11-13,CHA,MIA,,True,,,,,,,,sbr_close,1.8,2.05,0.5324675324675325
271114001,2007,2007-11-14,ATL,CHA,,True,,,,,,,,sbr_close,1.4166666666666667,3.0,0.679245283018868
271114002,2007,2007-11-14,BOS,BKN,,True,,,,,,,,sbr_close,1.1538461538461537,6.25,0.8441558441558442
271114003,2007,2007-11-14,NOP,PHI,,True,,,,,,,,sbr_close,1.2222222222222223,4.7,0.7936210131332082
271114005,2007,2007-11-14,CLE,ORL,,True,,,,,,,,sbr_close,1.6666666666666665,2.3,0.5798319327731092
271114007,2007,2007-11-14,DEN,POR,,True,,,,,,,,sbr_close,1.1428571428571428,6.5,0.8504672897196263
271114009,2007,2007-11-14,GSW,DET,,True,,,,,,,,sbr_close,2.0,1.8333333333333335,0.4782608695652174
271114010,2007,2007-11-14,HOU,LAL,,True,,,,,,,,sbr_close,1.3448275862068966,3.4,0.7165697674418604
271114012,2007,2007-11-14,LAC,NYK,,True,,,,,,,,sbr_close,1.3076923076923077,3.75,0.7414448669201521
271114014,2007,2007-11-14,MIA,OKC,,True,,,,,,,,sbr_close,1.3448275862068966,3.4,0.7165697674418604
271114015,2007,2007-11-14,MIL,MEM,,True,,,,,,,,sbr_close,1.3846153846153846,3.2,0.6979865771812079
271114016,2007,2007-11-14,MIN,SAC,,True,,,,,,,,sbr_close,1.7692307692307692,2.1,0.5427435387673957
271114027,2007,2007-11-14,WAS,IND,,True,,,,,,,,sbr_close,1.4166666666666667,3.0,0.679245283018868
271114028,2007,2007-11-14,TOR,UTA,,True,,,,,,,,sbr_close,1.9090909090909092,1.9090909090909092,0.5
271115006,2007,2007-11-15,DAL,SAS,,True,,,,,,,,sbr_close,1.8,2.05,0.5324675324675325
271115021,2007,2007-11-15,PHX,CHI,,True,,,,,,,,sbr_close,1.2352941176470589,4.55,0.7864768683274023
271116001,2007,2007-11-16,ATL,OKC,,True,,,,,,,,sbr_close,1.3636363636363638,3.35,0.7107039537126325
271116002,2007,2007-11-16,BOS,MIA,,True,,,,,,,,sbr_close,1.1538461538461537,6.25,0.8441558441558442
271116005,2007,2007-11-16,CLE,UTA,,True,,,,,,,,sbr_close,1.8,2.05,0.5324675324675325
271116009,2007,2007-11-16,GSW,LAC,,True,,,,,,,,sbr_close,1.4,3.1,0.6888888888888889
271116013,2007,2007-11-16,LAL,DET,,True,,,,,,,,sbr_close,1.5714285714285714,2.55,0.6187175043327556
271116016,2007,2007-11-16,MIN,WAS,,True,,,,,,,,sbr_close,2.5,1.5882352941176472,0.38848920863309355
271116017,2007,2007-11-16,BKN,ORL,,True,,,,,,,,sbr_close,2.5,1.5882352941176472,0.38848920863309355
271116020,2007,2007-11-16,PHI,POR,,True,,,,,,,,sbr_close,1.6666666666666665,2.3,0.5798319327731092
271116023,2007,2007-11-16,SAC,NYK,,True,,,,,,,,sbr_close,1.5882352941176472,2.5,0.6115107913669063
271116024,2007,2007-11-16,SAS,HOU,,True,,,,,,,,sbr_close,1.2,5.0,0.8064516129032258
271116028,2007,2007-11-16,TOR,IND,,True,,,,,,,,sbr_close,1.2985074626865671,3.85,0.7477895347151762
271116029,2007,2007-11-16,MEM,NOP,,True,,,,,,,,sbr_close,2.4,1.625,0.40372670807453415
271117006,2007,2007-11-17,DAL,MEM,,True,,,,,,,,sbr_close,1.0666666666666667,10.5,0.9077809798270893
271117007,2007,2007-11-17,DEN,NYK,,True,,,,,,,,sbr_close,1.0769230769230769,9.5,0.8981818181818181
271117010,2007,2007-11-17,HOU,PHX,,True,,,,,,,,sbr_close,3.1,1.4,0.31111111111111106
271117011,2007,2007-11-17,IND,UTA,,True,,,,,,,,sbr_close,2.9,1.434782608695652,0.33099297893681046
271117012,2007,2007-11-17,LAC,CHI,,True,,,,,,,,sbr_close,2.4,1.625,0.40372670807453415
271117015,2007,2007-11-17,MIL,ATL,,True,,,,,,,,sbr_close,1.2985074626865671,3.85,0.7477895347151762
271117016,2007,2007-11-17,MIN,NOP,,True,,,,,,,,sbr_close,2.6,1.526315789473684,0.36989795918367335
271117017,2007,2007-11-17,BKN,MIA,,True,,,,,,,,sbr_close,2.35,1.6451612903225805,0.4117884537747275
271117027,2007,2007-11-17,WAS,POR,,True,,,,,,,,sbr_close,1.4878048780487805,2.75,0.6489208633093525
271117030,2007,2007-11-17,CHA,OKC,,True,,,,,,,,sbr_close,1.2777777777777777,4.0,0.7578947368421054
271118013,2007,2007-11-18,LAL,CHI,,True,,,,,,,,sbr_close,1.434782608695652,2.9,0.6690070210631895
271118019,2007,2007-11-18,ORL,BOS,,True,,,,,,,,sbr_close,2.0,1.8333333333333335,0.4782608695652174
271118023,2007,2007-11-18,SAC,DET,,True,,,,,,,,sbr_close,2.75,1.4878048780487805,0.3510791366906475
271118028,2007,2007-11-18,TOR,GSW,,True,,,,,,,,sbr_close,1.3846153846153846,3.2,0.6979865771812079
271119003,2007,2007-11-19,NOP,ORL,,True,,,,,,,,sbr_close,1.8333333333333335,2.0,0.5217391304347826
271119026,2007,2007-11-19,UTA,BKN,,True,,,,,,,,sbr_close,1.1428571428571428,6.5,0.8504672897196263
271119029,2007,2007-11-19,MEM,OKC,,True,,,,,,,,sbr_close,1.425531914893617,2.95,0.6742037442256261
271119030,2007,2007-11-19,CHA,POR,,True,,,,,,,,sbr_close,1.434782608695652,2.9,0.6690070210631895
271120001,2007,2007-11-20,ATL,SAS,,True,,,,,,,,sbr_close,3.1,1.4,0.31111111111111106
271120005,2007,2007-11-20,CLE,MIL,,True,,,,,,,,sbr_close,1.3448275862068966,3.4,0.7165697674418604
271120006,2007,2007-11-20,DAL,TOR,,True,,,,,,,,sbr_close,1.2352941176470589,4.55,0.7864768683274023
271120007,2007,2007-11-20,DEN,CHI,,True,,,,,,,,sbr_close,1.2222222222222223,4.7,0.7936210131332082
271120011,2007,2007-11-20,IND,LAL,,True,,,,,,,,sbr_close,2.05,1.8,0.4675324675324676
271120018,2007,2007-11-20,NYK,GSW,,True,,,,,,,,sbr_close,2.0,1.8333333333333335,0.4782608695652174
271120023,2007,2007-11-20,SAC,PHX,,True,,,,,,,,sbr_close,3.8,1.303030303030303,0.25534441805225655
271120027,2007,2007-11-20,WAS,PHI,,True,,,,,,,,sbr_close,1.434782608695652,2.9,0.6690070210631895
271121002,2007,2007-11-21,BOS,GSW,,True,,,,,,,,sbr_close,1.1219512195121952,7.2,0.8651817116060961
271121003,2007,2007-11-21,NOP,IND,,True,,,,,,,,sbr_close,1.3076923076923077,3.75,0.7414448669201521
271121008,2007,2007-11-21,DET,NYK,,True,,,,,,,,sbr_close,1.125,7.0,0.8615384615384616
271121010,2007,2007-11-21,HOU,DAL,,True,,,,,,,,sbr_close,1.7142857142857144,2.2,0.5620437956204379
271121012,2007,2007-11-21,LAC,DEN,,True,,,,,,,,sbr_close,3.6,1.3225806451612903,0.26867627785058973
271121014,2007,2007-11-21,MIA,ATL,,True,,,,,,,,sbr_close,1.2325581395348837,4.6,0.7886762360446571
271121015,2007,2007-11-21,MIL,LAL,,True,,,,,,,,sbr_close,2.15,1.7407407407407407,0.447405997144217
271121016,2007,2007-11-21,MIN,CLE,,True,,,,,,,,sbr_close,2.9,1.434782608695652,0.33099297893681046
271121021,2007,2007-11-21,PHX,SAC,,True,,,,,,,,sbr_close,1.0625,11.0,0.9119170984455959
271121022,2007,2007-11-21,POR,BKN,,True,,,,,,,,sbr_close,1.6451612903225805,2.35,0.5882115462252726
271121024,2007,2007-11-21,SAS,ORL,,True,,,,,,,,sbr_close,1.3773584905660377,3.25,0.7023445463812437
271121029,2007,2007-11-21,MEM,TOR,,True,,,,,,,,sbr_close,1.5714285714285714,2.55,0.6187175043327556
271121030,2007,2007-11-21,CHA,WAS,,True,,,,,,,,sbr_close,1.3333333333333333,3.5,0.7241379310344829
271123002,2007,2007-11-23,BOS,LAL,,True,,,,,,,,sbr_close,1.2777777777777777,4.0,0.7578947368421054
271123007,2007,2007-11-23,DEN,MIN,,True,,,,,,,,sbr_close,1.0526315789473684,16.0,0.9382716049382716
271123008,2007,2007-11-23,DET,PHI,,True,,,,,,,,sbr_close,1.1666666666666667,5.5,0.8250000000000001
271123011,2007,2007-11-23,IND,DAL,,True,,,,,,,,sbr_close,3.8,1.2941176470588236,0.2540415704387991
271123014,2007,2007-11-23,MIA,HOU,,True,,,,,,,,sbr_close,2.45,1.606060606060606,0.3959656331714605
271123019,2007,2007-11-23,ORL,CHA,,True,,,,,,,,sbr_close,1.2,5.0,0.8064516129032258
271123021,2007,2007-11-23,PHX,LAC,,True,,,,,,,,sbr_close,1.0606060606060606,13.5,0.927159209157128
271123022,2007,2007-11-23,POR,SAC,,True,,,,,,,,sbr_close,1.5,2.7,0.6428571428571429
271123024,2007,2007-11-23,SAS,MEM,,True,,,,,,,,sbr_close,1.1111111111111112,7.5,0.8709677419354839
271123025,2007,2007-11-23,OKC,BKN,,True,,,,,,,,sbr_close,2.4,1.625,0.40372670807453415
271123026,2007,2007-11-23,UTA,NOP,,True,,,,,,,,sbr_close,1.3333333333333333,3.5,0.7241379310344829
271123027,2007,2007-11-23,WAS,GSW,,True,,,,,,,,sbr_close,2.15,1.7407407407407407,0.447405997144217
271124005,2007,2007-11-24,CLE,TOR,,True,,,,,,,,sbr_close,1.5,2.7,0.6428571428571429
271124010,2007,2007-11-24,HOU,DEN,,True,,,,,,,,sbr_close,1.4,3.1,0.6888888888888889
271124012,2007,2007-11-24,LAC,NOP,,True,,,,,,,,sbr_close,2.3,1.6666666666666665,0.4201680672268907
271124015,2007,2007-11-24,MIL,DAL,,True,,,,,,,,sbr_close,2.55,1.5714285714285714,0.3812824956672444
271124016,2007,2007-11-24,MIN,ATL,,True,,,,,,,,sbr_close,2.65,1.5128205128205128,0.36341238065906994
271124018,2007,2007-11-24,NYK,CHI,,True,,,,,,,,sbr_close,2.2,1.7142857142857144,0.43795620437956206
271124019,2007,2007-11-24,ORL,MIA,,True,,,,,,,,sbr_close,1.3636363636363638,3.35,0.7107039537126325
271124020,2007,2007-11-24,PHI,GSW,,True,,,,,,,,sbr_close,2.45,1.606060606060606,0.3959656331714605
271124029,2007,2007-11-24,MEM,WAS,,True,,,,,,,,sbr_close,1.434782608695652,2.9,0.6690070210631895
271124030,2007,2007-11-24,CHA,BOS,,True,,,,,,,,sbr_close,3.8,1.303030303030303,0.25534441805225655
271125008,2007,2007-11-25,DET,UTA,,True,,,,,,,,sbr_close,2.0,1.8333333333333335,0.4782608695652174
271125011,2007,2007-11-25,IND,CLE,,True,,,,,,,,sbr_close,1.7692307692307692,2.1,0.5427435387673957
271125013,2007,2007-11-25,LAL,BKN,,True,,,,,,,,sbr_close,1.3448275862068966,3.4,0.7165697674418604
271125025,2007,2007-11-25,OKC,SAS,,True,,,,,,,,sbr_close,5.75,1.1666666666666667,0.16867469879518074
271125028,2007,2007-11-25,TOR,CHI,,True,,,,,,,,sbr_close,1.4878048780487805,2.75,0.6489208633093525
271126003,2007,2007-11-26,NOP,MIN,,True,,,,,,,,sbr_close,1.125,7.0,0.8615384615384616
271126006,2007,2007-11-26,DAL,WAS,,True,,,,,,,,sbr_close,1.0909090909090908,8.5,0.886255924170616
271126009,2007,2007-11-26,GSW,PHX,,True,,,,,,,,sbr_close,2.7,1.5,0.35714285714285715
271126012,2007,2007-11-26,LAC,HOU,,True,,,,,,,,sbr_close,3.35,1.3636363636363638,0.2892960462873674
271126018,2007,2007-11-26,NYK,UTA,,True,,,,,,,,sbr_close,3.0,1.4166666666666667,0.3207547169811321
271126022,2007,2007-11-26,POR,ORL,,True,,,,,,,,sbr_close,2.85,1.4651162790697674,0.3395311236863379
271126023,2007,2007-11-26,SAC,SAS,,True,,,,,,,,sbr_close,3.2,1.3846153846153846,0.3020134228187919
271127004,2007,2007-11-27,CHI,ATL,,True,,,,,,,,sbr_close,1.434782608695652,2.9,0.6690070210631895
271127005,2007,2007-11-27,CLE,BOS,,True,,,,,,,,sbr_close,2.45,1.606060606060606,0.3959656331714605
271127007,2007,2007-11-27,DEN,IND,,True,,,,,,,,sbr_close,1.2816901408450705,3.95,0.7550141337999732
271127013,2007,2007-11-27,LAL,OKC,,True,,,,,,,,sbr_close,1.1111111111111112,7.5,0.8709677419354839
271127014,2007,2007-11-27,MIA,CHA,,True,,,,,,,,sbr_close,1.273972602739726,4.05,0.7607101505210343
271127015,2007,2007-11-27,MIL,PHI,,True,,,,,,,,sbr_close,1.3773584905660377,3.25,0.7023445463812437
271127017,2007,2007-11-27,BKN,MEM,,True,,,,,,,,sbr_close,1.4166666666666667,3.0,0.679245283018868
271128001,2007,2007-11-28,ATL,MIL,,True,,,,,,,,sbr_close,1.5882352941176472,2.5,0.6115107913669063
271128006,2007,2007-11-28,DAL,MIN,,True,,,,,,,,sbr_close,1.0588235294117647,11.5,0.9156908665105387
271128008,2007,2007-11-28,DET,CLE,,True,,,,,,,,sbr_close,1.25,4.3,0.7747747747747749
271128020,2007,2007-11-28,PHI,UTA,,True,,,,,,,,sbr_close,3.2,1.3846153846153846,0.3020134228187919
271128021,2007,2007-11-28,PHX,HOU,,True,,,,,,,,sbr_close,1.526315789473684,2.6,0.6301020408163265
271128022,2007,2007-11-28,POR,IND,,True,,,,,,,,sbr_close,1.526315789473684,2.6,0.6301020408163265
271128023,2007,2007-11-28,SAC,GSW,,True,,,,,,,,sbr_close,2.05,1.8,0.4675324675324676
271128024,2007,2007-11-28,SAS,WAS,,True,,,,,,,,sbr_close,1.0909090909090908,8.5,0.886255924170616
271128025,2007,2007-11-28,OKC,ORL,,True,,,,,,,,sbr_close,4.15,1.2666666666666666,0.23384615384615384
271128028,2007,2007-11-28,TOR,MEM,,True,,,,,,,,sbr_close,1.3333333333333333,3.5,0.7241379310344829
271129002,2007,2007-11-29,BOS,NYK,,True,,,,,,,,sbr_close,1.1,8.0,0.879120879120879
271129009,2007,2007-11-29,GSW,HOU,,True,,,,,,,,sbr_close,2.1,1.7692307692307692,0.4572564612326044
271129013,2007,2007-11-29,LAL,DEN,,True,,,,,,,,sbr_close,1.434782608695652,2.9,0.6690070210631895
271130001,2007,2007-11-30,ATL,NOP,,True,,,,,,,,sbr_close,2.0,1.8333333333333335,0.4782608695652174
271130006,2007,2007-11-30,DAL,POR,,True,,,,,,,,sbr_close,1.0769230769230769,9.5,0.8981818181818181
271130007,2007,2007-11-30,DEN,LAC,,True,,,,,,,,sbr_close,1.2,5.0,0.8064516129032258
271130014,2007,2007-11-30,MIA,BOS,,True,,,,,,,,sbr_close,2.25,1.6896551724137931,0.42888402625820565
271130016,2007,2007-11-30,MIN,SAS,,True,,,,,,,,sbr_close,5.75,1.1666666666666667,0.16867469879518074
271130018,2007,2007-11-30,NYK,MIL,,True,,,,,,,,sbr_close,2.0,1.8333333333333335,0.4782608695652174
271130020,2007,2007-11-30,PHI,WAS,,True,,,,,,,,sbr_close,1.6896551724137931,2.25,0.5711159737417943
271130021,2007,2007-11-30,PHX,ORL,,True,,,,,,,,sbr_close,1.434782608695652,2.9,0.6690070210631895
271130025,2007,2007-11-30,OKC,IND,,True,,,,,,,,sbr_close,2.05,1.8,0.4675324675324676
271130026,2007,2007-11-30,UTA,LAL,,True,,,,,,,,sbr_close,1.434782608695652,2.9,0.6690070210631895
271130028,2007,2007-11-30,TOR,CLE,,True,,,,,,,,sbr_close,1.3636363636363638,3.35,0.7107039537126325
271201003,2007,2007-12-01,NOP,DAL,,True,,,,,,,,sbr_close,2.3,1.6666666666666665,0.4201680672268907
