game_id,team,athlete_id,minutes,gs,os
401266794,MIA,2386,26.0,5.3,3.4
401266794,MIA,3423,27.0,19.8,15.6
401266794,MIA,4240,28.0,10.9,9.1
401266794,MIA,6430,16.0,6.4,4.5
401266794,MIA,6591,9.0,-0.2,0.0
401266794,MIA,6605,20.0,5.0,6.4
401266794,MIA,3157465,32.0,15.7,15.4
401266794,MIA,4066261,28.0,13.8,10.7
401266794,MIA,4395725,32.0,5.5,4.3
401266794,MIA,4431679,19.0,7.7,8.8
401266794,NOP,3024,24.0,1.7,2.5
401266794,NOP,4238,33.0,-1.2,-2.0
401266794,NOP,4341,9.0,-1.6,-0.8
401266794,NOP,2991235,32.0,10.0,6.6
401266794,NOP,3062679,29.0,10.3,8.4
401266794,NOP,3913176,37.0,17.2,16.6
401266794,NOP,4066421,33.0,4.1,2.4
401266794,NOP,4395628,38.0,24.5,20.9
401266794,NOP,4397077,3.0,-0.3,-0.3
401266795,DEN,3015,22.0,4.0,5.3
401266795,DEN,6579,29.0,11.2,10.2
401266795,DEN,2968334,3.0,-1.0,-1.0
401266795,DEN,2999547,22.0,-1.2,-1.7
401266795,DEN,3059310,30.0,13.4,12.4
401266795,DEN,3112335,38.0,23.0,21.0
401266795,DEN,3923250,19.0,3.9,4.4
401266795,DEN,3936299,37.0,13.0,12.7
401266795,DEN,4222252,10.0,7.0,5.8
401266795,DEN,4278104,23.0,8.8,6.7
401266795,DEN,4397102,5.0,-0.7,-0.7
401266795,LAC,2799,24.0,7.2,5.4
401266795,LAC,3416,36.0,14.5,13.0
401266795,LAC,3439,21.0,11.2,11.5
401266795,LAC,3964,22.0,5.6,5.3
401266795,LAC,4251,37.0,18.8,16.7
401266795,LAC,4264,11.0,5.2,6.5
401266795,LAC,6443,13.0,3.2,3.7
401266795,LAC,6450,30.0,22.7,18.7
401266795,LAC,3907823,5.0,1.3,1.7
401266795,LAC,3913174,20.0,5.4,4.0
401266795,LAC,4017837,19.0,7.3,8.2
401266795,LAC,4065660,1.0,0.0,0.0
401266796,DAL,3999,14.0,0.4,-0.3
401266796,DAL,2528210,27.0,6.8,5.0
401266796,DAL,2531367,18.0,-0.2,-0.3
401266796,DAL,2578185,36.0,10.6,7.7
401266796,DAL,2579260,20.0,3.0,3.0
401266796,DAL,2581190,36.0,6.9,5.7
401266796,DAL,2960236,27.0,4.6,5.6
401266796,DAL,2991282,6.0,2.6,2.4
401266796,DAL,3934672,18.0,8.0,8.2
401266796,DAL,3945274,36.0,22.3,21.3
401266796,DAL,4432811,3.0,1.7,1.7
401266796,PHX,2779,28.0,5.8,4.1
401266796,PHX,6581,26.0,4.3,1.6
401266796,PHX,2530572,9.0,9.7,9.8
401266796,PHX,3064230,20.0,9.0,8.5
401266796,PHX,3064559,8.0,-1.0,-1.0
401266796,PHX,3133635,14.0,-1.9,-1.7
401266796,PHX,3136193,34.0,9.9,8.0
401266796,PHX,3138196,26.0,13.1,11.4
401266796,PHX,3147657,36.0,15.8,13.7
401266796,PHX,4278129,24.0,9.8,6.9
401266796,PHX,4397189,16.0,3.2,2.3
401266797,GSW,3975,29.0,13.1,11.7
401266797,GSW,6507,19.0,9.2,9.1
401266797,GSW,6637,4.0,-1.1,-0.7
401266797,GSW,2595209,19.0,7.3,6.7
401266797,GSW,3059319,25.0,3.6,2.9
401266797,GSW,3133603,20.0,-3.6,-4.6
401266797,GSW,3133817,25.0,3.5,3.0
401266797,GSW,3155535,11.0,1.2,1.0
401266797,GSW,3907487,14.0,2.0,-0.5
401266797,GSW,3936298,18.0,2.2,0.6
401266797,GSW,4277956,19.0,4.8,4.9
401266797,GSW,4401416,13.0,1.6,1.4
401266797,GSW,4432808,25.0,14.0,12.0
401266797,MIL,3415,13.0,10.7,11.1
401266797,MIL,3448,20.0,5.3,4.4
401266797,MIL,3995,25.0,11.9,10.7
401266797,MIL,6609,26.0,28.4,26.0
401266797,MIL,2528693,10.0,-1.3,-1.7
401266797,MIL,2578239,19.0,3.8,1.7
401266797,MIL,2994526,13.0,5.3,5.7
401266797,MIL,3032977,27.0,9.1,7.2
401266797,MIL,3064482,26.0,11.4,6.8
401266797,MIL,3102533,10.0,2.7,3.1
401266797,MIL,3136491,14.0,7.5,6.4
401266797,MIL,3934673,20.0,10.6,8.1
401266797,MIL,4066757,8.0,9.2,7.9
401266797,MIL,4277883,10.0,2.1,2.6
401266798,BKN,3202,33.0,23.1,21.1
401266798,BKN,3209,15.0,1.5,1.0
401266798,BKN,3442,19.0,6.5,4.4
401266798,BKN,6442,33.0,33.7,32.8
401266798,BKN,2528794,26.0,4.3,5.6
401266798,BKN,2530276,3.0,2.7,2.7
401266798,BKN,2580782,29.0,4.7,2.0
401266798,BKN,2990962,12.0,1.8,1.9
401266798,BKN,2991043,19.0,2.1,1.5
401266798,BKN,3893019,3.0,3.7,3.7
401266798,BKN,3914044,19.0,4.6,3.0
401266798,BKN,4065670,3.0,0.3,0.0
401266798,BKN,4066328,21.0,14.7,10.5
401266798,BKN,4230548,3.0,-0.8,-0.7
401266798,BKN,4396959,3.0,0.7,0.7
401266798,BOS,4015,21.0,-3.2,-4.1
401266798,BOS,6474,21.0,5.7,6.1
401266798,BOS,2451037,23.0,2.1,2.1
401266798,BOS,2596112,4.0,1.3,1.0
401266798,BOS,2990992,32.0,11.8,10.8
401266798,BOS,3056602,14.0,6.8,6.9
401266798,BOS,3917376,31.0,15.5,15.9
401266798,BOS,4065648,36.0,10.7,7.3
401266798,BOS,4066218,19.0,6.9,6.2
401266798,BOS,4066354,25.0,3.8,2.4
401266798,BOS,4066407,3.0,-0.7,-0.7
401266798,BOS,4278080,3.0,-1.0,-1.0
401266798,BOS,4396909,9.0,1.0,1.0
401266799,DAL,3999,12.0,7.4,6.1
401266799,DAL,4376,7.0,4.3,4.4
401266799,DAL,2528210,28.0,5.4,4.9
401266799,DAL,2531367,24.0,11.8,8.7
401266799,DAL,2578185,29.0,6.3,4.3
401266799,DAL,2579260,24.0,12.0,13.0
401266799,DAL,2581190,27.0,13.8,13.1
401266799,DAL,2960236,20.0,7.9,4.7
401266799,DAL,2991282,14.0,-1.0,-3.1
401266799,DAL,3074797,2.0,1.7,1.7
401266799,DAL,3934672,14.0,-1.2,-1.0
401266799,DAL,3945274,34.0,20.7,18.8
401266799,DAL,4431747,2.0,2.4,2.4
401266799,DAL,4432811,2.0,0.0,0.0
401266799,LAL,1966,31.0,18.7,15.9
401266799,LAL,3201,2.0,1.3,0.7
401266799,LAL,3206,20.0,3.0,1.7
401266799,LAL,4032,16.0,1.2,0.3
401266799,LAL,6461,15.0,12.4,10.2
401266799,LAL,6583,30.0,25.5,22.2
401266799,LAL,2530923,2.0,3.0,2.7
401266799,LAL,2566745,2.0,-0.7,-0.7
401266799,LAL,2581018,24.0,6.5,5.7
401266799,LAL,2991055,28.0,18.6,18.6
401266799,LAL,2991350,13.0,6.3,4.8
401266799,LAL,3032979,25.0,11.9,13.6
401266799,LAL,3134907,22.0,11.6,10.1
401266799,LAL,4396991,7.0,5.0,5.1
401266804,BOS,4015,25.0,17.7,15.1
401266804,BOS,6474,22.0,10.9,10.9
401266804,BOS,2451037,25.0,8.6,8.1
401266804,BOS,2990992,38.0,4.3,3.4
401266804,BOS,3056602,19.0,5.9,5.4
401266804,BOS,3917376,38.0,27.2,24.2
401266804,BOS,4065648,33.0,18.6,14.6
401266804,BOS,4066211,12.0,5.1,4.5
401266804,BOS,4066218,15.0,0.1,-0.4
401266804,BOS,4066354,13.0,1.5,0.6
401266804,MIL,3448,29.0,7.3,6.8
401266804,MIL,3995,38.0,21.0,18.3
401266804,MIL,6609,38.0,24.8,22.0
401266804,MIL,2578239,23.0,4.3,4.4
401266804,MIL,2994526,14.0,-0.2,-0.1
401266804,MIL,3032977,36.0,19.7,17.0
401266804,MIL,3064482,16.0,2.2,1.3
401266804,MIL,3136491,13.0,-0.3,-1.7
401266804,MIL,3934673,27.0,13.9,12.2
401266804,MIL,4066757,5.0,0.0,0.0
401266805,BKN,3202,25.0,19.1,15.4
401266805,BKN,3209,17.0,4.9,5.1
401266805,BKN,3442,17.0,4.6,1.0
401266805,BKN,6442,25.0,21.0,21.3
401266805,BKN,2528794,21.0,8.2,6.8
401266805,BKN,2530276,6.0,1.0,0.0
401266805,BKN,2580782,20.0,6.5,5.4
401266805,BKN,2990962,16.0,1.5,-0.1
401266805,BKN,2991043,25.0,17.0,12.3
401266805,BKN,3893019,7.0,0.8,1.3
401266805,BKN,3914044,20.0,1.3,1.2
401266805,BKN,4065670,8.0,-1.1,-1.0
401266805,BKN,4066328,20.0,11.4,7.8
401266805,BKN,4230548,7.0,3.0,2.7
401266805,BKN,4396959,8.0,2.0,1.7
401266805,GSW,3975,30.0,16.1,14.2
401266805,GSW,6507,22.0,1.8,2.3
401266805,GSW,6637,12.0,0.8,0.4
401266805,GSW,2595209,12.0,5.9,4.1
401266805,GSW,3059319,31.0,-0.6,-0.3
401266805,GSW,3133603,26.0,1.5,-1.4
401266805,GSW,3133817,22.0,3.2,2.9
401266805,GSW,3155535,11.0,-1.0,-0.4
401266805,GSW,3907487,12.0,7.1,6.4
401266805,GSW,3936298,7.0,7.4,7.1
401266805,GSW,4277956,18.0,-0.5,-0.3
401266805,GSW,4401416,13.0,6.2,4.8
401266805,GSW,4432808,24.0,13.5,10.8
401266806,LAC,2799,26.0,6.4,6.6
401266806,LAC,3416,28.0,7.2,4.5
401266806,LAC,3439,21.0,12.4,11.7
401266806,LAC,3964,22.0,7.2,8.2
401266806,LAC,4251,36.0,24.3,22.7
401266806,LAC,4264,20.0,2.1,0.3
401266806,LAC,6443,3.0,-2.2,-2.1
401266806,LAC,6450,34.0,11.5,10.9
401266806,LAC,3907823,1.0,-0.7,-0.7
401266806,LAC,3913174,21.0,3.1,1.0
401266806,LAC,4017837,27.0,11.5,10.5
401266806,LAC,4065660,1.0,0.0,0.0
401266806,LAC,4066387,1.0,0.0,0.0
401266806,LAL,1966,28.0,13.1,13.0
401266806,LAL,3206,12.0,-2.0,-0.3
401266806,LAL,4032,11.0,-0.4,-1.4
401266806,LAL,6461,19.0,5.2,4.3
401266806,LAL,6583,31.0,9.8,8.1
401266806,LAL,2566745,1.0,0.0,0.0
401266806,LAL,2581018,23.0,8.2,5.7
401266806,LAL,2991055,32.0,19.7,17.6
401266806,LAL,2991350,17.0,-1.8,-2.4
401266806,LAL,3032979,28.0,11.7,10.0
401266806,LAL,3134907,27.0,7.2,7.7
401266806,LAL,4396991,11.0,4.5,4.4
401267150,CHA,4249,36.0,22.3,21.7
401267150,CHA,6427,24.0,7.8,6.6
401267150,CHA,2579258,19.0,6.2,2.3
401267150,CHA,3074752,38.0,31.5,30.2
401267150,CHA,3133601,37.0,8.8,8.9
401267150,CHA,3138161,21.0,8.0,7.2
401267150,CHA,4066383,22.0,3.7,1.6
401267150,CHA,4066731,6.0,1.7,0.7
401267150,CHA,4278078,21.0,3.2,2.3
401267150,CHA,4432816,16.0,-2.9,-4.4
401267150,CLE,3452,19.0,13.2,10.9
401267150,CLE,6585,27.0,7.6,4.1
401267150,CLE,2580365,34.0,21.0,15.8
401267150,CLE,2991149,14.0,0.6,-0.7
401267150,CLE,3893016,18.0,7.5,7.4
401267150,CLE,3906786,9.0,0.9,-1.1
401267150,CLE,3912848,16.0,7.3,5.5
401267150,CLE,4277811,37.0,18.7,19.7
401267150,CLE,4396907,33.0,19.5,17.9
401267150,CLE,4432822,34.0,11.1,10.6
401267151,IND,2284101,22.0,2.3,1.2
401267151,IND,2527963,28.0,18.2,17.2
401267151,IND,2528588,28.0,9.0,7.3
401267151,IND,2530530,20.0,6.8,6.5
401267151,IND,2566769,35.0,21.7,19.0
401267151,IND,2982334,23.0,0.4,0.9
401267151,IND,3133628,29.0,12.0,4.7
401267151,IND,3155942,37.0,26.2,24.5
401267151,IND,3922230,17.0,2.1,2.7
401267151,NYK,6429,32.0,18.4,16.7
401267151,NYK,2528779,26.0,7.1,7.0
401267151,NYK,2583639,22.0,1.2,1.1
401267151,NYK,2991280,9.0,1.5,0.4
401267151,NYK,3064514,35.0,11.3,10.9
401267151,NYK,3138154,1.0,0.0,0.0
401267151,NYK,4230547,5.0,-0.2,-0.8
401267151,NYK,4278075,18.0,1.3,-1.1
401267151,NYK,4278355,24.0,4.8,2.5
401267151,NYK,4351852,21.0,5.1,3.0
401267151,NYK,4395625,34.0,23.2,22.0
401267151,NYK,4395724,12.0,5.3,4.0
401267152,MIA,2386,17.0,-1.9,-3.0
401267152,MIA,3423,26.0,18.6,18.0
401267152,MIA,6430,36.0,18.1,10.9
401267152,MIA,6591,23.0,1.9,1.3
401267152,MIA,2489663,20.0,4.4,2.3
401267152,MIA,3056247,8.0,-0.1,-0.7
401267152,MIA,3157465,30.0,10.4,9.7
401267152,MIA,4066261,35.0,17.2,15.7
401267152,MIA,4395725,32.0,5.0,4.4
401267152,MIA,4431679,14.0,6.1,6.3
401267152,ORL,6478,34.0,11.4,7.0
401267152,ORL,6588,31.0,22.1,19.9
401267152,ORL,6619,29.0,10.8,9.3
401267152,ORL,2578240,14.0,4.8,4.7
401267152,ORL,2596108,18.0,4.3,3.4
401267152,ORL,3064290,26.0,18.0,14.4
401267152,ORL,3907821,19.0,-1.3,-1.4
401267152,ORL,4066636,29.0,7.3,5.7
401267152,ORL,4278052,22.0,4.6,2.7
401267152,ORL,4432809,19.0,7.1,4.9
401267173,PHI,2384,13.0,6.5,4.9
401267173,PHI,3988,18.0,-0.2,-1.4
401267173,PHI,6440,31.0,3.2,2.9
401267173,PHI,6622,17.0,2.5,1.3
401267173,PHI,2326307,32.0,11.2,10.8
401267173,PHI,3059318,35.0,23.6,20.5
401267173,PHI,3907387,32.0,15.7,10.4
401267173,PHI,3915195,30.0,17.1,15.0
401267173,PHI,3929325,20.0,6.6,4.3
401267173,PHI,4431678,11.0,4.0,3.4
401267173,WAS,3447,17.0,-0.3,0.0
401267173,WAS,3468,36.0,15.8,14.3
401267173,WAS,4305,23.0,5.5,4.0
401267173,WAS,6426,20.0,13.0,11.4
401267173,WAS,6580,36.0,19.1,15.7
401267173,WAS,2968361,10.0,1.6,1.6
401267173,WAS,3150844,6.0,3.5,4.1
401267173,WAS,3934723,26.0,1.1,1.2
401267173,WAS,4278508,22.0,2.1,2.0
401267173,WAS,4348697,17.0,6.2,4.4
401267173,WAS,4683021,28.0,6.7,5.7
401267174,NOP,3024,29.0,15.4,16.1
401267174,NOP,4238,34.0,13.3,11.4
401267174,NOP,4341,14.0,-0.8,-2.4
401267174,NOP,2991235,31.0,15.7,8.9
401267174,NOP,3062679,27.0,4.3,1.9
401267174,NOP,3913176,37.0,24.6,19.0
401267174,NOP,4066421,29.0,10.0,7.6
401267174,NOP,4278039,4.0,1.3,1.0
401267174,NOP,4395628,30.0,11.5,9.2
401267174,NOP,4397077,6.0,-0.7,-0.3
401267174,TOR,3012,39.0,11.8,12.0
401267174,TOR,2595516,23.0,5.1,5.4
401267174,TOR,2968439,28.0,8.0,6.4
401267174,TOR,2991230,30.0,5.2,3.2
401267174,TOR,3059311,20.0,10.6,8.8
401267174,TOR,3062667,6.0,-0.3,-1.0
401267174,TOR,3134881,1.0,0.0,0.0
401267174,TOR,3149673,39.0,12.5,11.1
401267174,TOR,3919454,3.0,-1.0,-1.0
401267174,TOR,3934719,36.0,6.0,1.4
401267174,TOR,3948153,15.0,9.7,8.2
401267174,TOR,4066668,1.0,-0.7,-0.7
401267175,ATL,3428,24.0,9.9,9.5
401267175,ATL,2488958,28.0,-4.3,-5.1
401267175,ATL,3037789,25.0,9.9,7.6
401267175,ATL,3057198,13.0,1.1,2.4
401267175,ATL,3908845,18.0,11.8,10.8
401267175,ATL,4065732,26.0,7.2,7.5
401267175,ATL,4066269,5.0,-1.1,-0.7
401267175,ATL,4066372,27.0,8.8,8.0
401267175,ATL,4067325,5.0,-2.5,-2.0
401267175,ATL,4277905,26.0,34.9,34.1
401267175,ATL,4277952,18.0,5.1,3.1
401267175,ATL,4395627,24.0,11.7,9.4
401267175,CHI,2594922,23.0,12.6,10.8
401267175,CHI,2991047,20.0,4.1,3.0
401267175,CHI,3064440,25.0,8.0,8.7
401267175,CHI,3149010,19.0,-2.1,-2.1
401267175,CHI,4066336,30.0,22.0,18.6
401267175,CHI,4277847,26.0,2.7,2.4
401267175,CHI,4278049,17.0,2.4,1.8
401267175,CHI,4349241,17.0,4.3,2.7
401267175,CHI,4395651,30.0,5.8,4.0
401267175,CHI,4431687,33.0,12.7,10.6
401267177,MEM,6477,30.0,13.7,10.6
401267177,MEM,2534781,12.0,5.3,3.4
401267177,MEM,2993874,29.0,3.8,2.0
401267177,MEM,3135045,27.0,6.3,5.4
401267177,MEM,3135046,14.0,3.3,3.0
401267177,MEM,3155526,33.0,12.4,11.9
401267177,MEM,3906665,26.0,5.5,4.3
401267177,MEM,4066320,11.0,3.5,3.0
401267177,MEM,4066436,25.0,1.5,-0.1
401267177,MEM,4279888,35.0,40.1,37.2
401267177,SAS,2983,29.0,10.8,10.4
401267177,SAS,3005,21.0,8.4,4.6
401267177,SAS,3978,35.0,30.7,27.3
401267177,SAS,4004,19.0,7.7,8.7
401267177,SAS,3134908,19.0,6.3,4.1
401267177,SAS,3907497,31.0,20.0,17.4
401267177,SAS,4277890,34.0,15.2,13.2
401267177,SAS,4395630,20.0,2.2,1.3
401267177,SAS,4395723,32.0,14.4,10.3
401267178,DET,3456,27.0,13.7,11.1
401267178,DET,3989,35.0,8.2,6.9
401267178,DET,2488653,32.0,16.6,16.1
401267178,DET,2991070,31.0,7.0,5.0
401267178,DET,3064447,19.0,5.7,4.1
401267178,DET,3133602,17.0,-1.3,-1.5
401267178,DET,3135048,15.0,5.5,6.2
401267178,DET,4066297,29.0,12.6,11.8
401267178,DET,4423314,14.0,5.0,3.3
401267178,DET,4683024,21.0,1.6,2.1
401267178,MIN,4011,25.0,2.4,1.3
401267178,MIN,2982268,17.0,-1.8,-2.1
401267178,MIN,3136195,30.0,23.6,20.4
401267178,MIN,3136776,33.0,12.5,11.1
401267178,MIN,3907822,27.0,16.2,15.5
401267178,MIN,4017839,12.0,-1.6,-3.5
401267178,MIN,4065663,33.0,7.1,7.4
401267178,MIN,4277928,21.0,11.8,9.4
401267178,MIN,4396971,18.0,9.6,6.6
401267178,MIN,4594268,25.0,12.0,11.8
401267179,DEN,3015,36.0,12.5,12.2
401267179,DEN,6579,33.0,12.5,10.0
401267179,DEN,2968334,8.0,2.6,2.7
401267179,DEN,2999547,42.0,7.2,6.7
401267179,DEN,3059310,16.0,-2.2,-2.8
401267179,DEN,3112335,42.0,29.3,25.5
401267179,DEN,3923250,15.0,8.4,6.5
401267179,DEN,3936299,34.0,2.6,1.8
401267179,DEN,4222252,9.0,2.5,2.4
401267179,DEN,4278104,30.0,21.3,17.2
401267179,SAC,4262,18.0,1.9,-0.1
401267179,SAC,4269,16.0,7.2,8.1
401267179,SAC,6446,29.0,12.5,10.8
401267179,SAC,6578,42.0,20.1,16.1
401267179,SAC,2990984,41.0,14.0,14.1
401267179,SAC,2993370,23.0,6.1,6.9
401267179,SAC,4066259,39.0,15.6,14.1
401267179,SAC,4277848,27.0,4.2,3.5
401267179,SAC,4396993,30.0,12.8,11.8
401267180,POR,1975,24.0,9.0,7.9
401267180,POR,6447,26.0,14.7,12.6
401267180,POR,6606,34.0,8.2,5.7
401267180,POR,2490149,34.0,15.7,15.3
401267180,POR,2490620,21.0,2.0,0.6
401267180,POR,2581177,14.0,0.2,-0.7
401267180,POR,3102530,22.0,9.9,9.5
401267180,POR,3152335,4.0,-2.1,-1.7
401267180,POR,3936099,26.0,3.3,3.6
