game_id,team,athlete_id,minutes,gs,os
401468016,BOS,3213,23.0,2.9,3.3
401468016,BOS,3989,8.0,1.0,1.3
401468016,BOS,2566769,24.0,15.1,13.6
401468016,BOS,2990992,36.0,14.2,13.8
401468016,BOS,3078284,20.0,1.7,1.0
401468016,BOS,3078576,24.0,3.2,2.4
401468016,BOS,3917376,39.0,24.4,21.2
401468016,BOS,4065648,39.0,30.1,25.2
401468016,BOS,4065804,3.0,-0.4,0.0
401468016,BOS,4066218,24.0,12.9,13.8
401468016,PHI,3033,33.0,3.6,3.1
401468016,PHI,3992,37.0,31.9,30.7
401468016,PHI,6440,34.0,13.4,11.3
401468016,PHI,2990969,12.0,0.9,1.3
401468016,PHI,2991055,11.0,-1.2,-0.7
401468016,PHI,2991155,16.0,0.4,-1.1
401468016,PHI,3059318,37.0,17.7,14.4
401468016,PHI,4066436,21.0,3.2,3.0
401468016,PHI,4431678,38.0,13.7,13.4
401468017,GSW,3975,33.0,29.0,23.2
401468017,GSW,6475,20.0,11.4,11.0
401468017,GSW,6589,25.0,4.9,3.8
401468017,GSW,2327577,23.0,9.7,8.5
401468017,GSW,3059319,29.0,17.1,15.9
401468017,GSW,3155535,21.0,9.6,8.2
401468017,GSW,3934673,22.0,2.8,2.0
401468017,GSW,4277956,28.0,5.8,4.0
401468017,GSW,4432171,8.0,3.3,3.0
401468017,GSW,4432808,17.0,6.2,4.5
401468017,GSW,4433247,13.0,-2.9,-3.4
401468017,GSW,4591725,2.0,-0.5,0.0
401468017,LAL,1966,35.0,23.9,21.7
401468017,LAL,3468,31.0,15.4,11.8
401468017,LAL,3964,25.0,4.7,1.0
401468017,LAL,6583,36.0,17.5,11.8
401468017,LAL,3056247,23.0,8.2,7.1
401468017,LAL,3908336,18.0,0.1,-0.4
401468017,LAL,4066264,8.0,-0.9,-0.1
401468017,LAL,4066457,16.0,1.6,2.0
401468017,LAL,4277890,29.0,5.0,2.7
401468017,LAL,4397134,2.0,0.3,0.0
401468017,LAL,4401416,14.0,-3.3,-4.1
401468017,LAL,4431785,2.0,2.0,2.0
401468017,LAL,4432582,2.0,3.0,2.7
401468018,DET,3593,35.0,18.1,17.1
401468018,DET,6446,15.0,7.6,8.5
401468018,DET,4080610,14.0,1.2,2.4
401468018,DET,4278075,13.0,-4.1,-4.2
401468018,DET,4397136,31.0,9.6,8.5
401468018,DET,4432166,35.0,13.7,13.2
401468018,DET,4432810,26.0,15.4,12.7
401468018,DET,4433218,32.0,15.6,13.2
401468018,DET,4433621,22.0,10.9,7.3
401468018,DET,4683024,16.0,5.4,0.6
401468018,ORL,6619,32.0,8.7,7.6
401468018,ORL,4277847,33.0,9.9,6.5
401468018,ORL,4277919,12.0,-2.6,-2.9
