season,league,team,played,att_goals,def_goals,att_shots,def_shots,ppg,gd_per_game,position,promoted
2007,E1,Sheffield Weds,46,0.74192,1.1798749999999998,0.7377600000000001,1.2590000000000001,1.196,-0.022,17,1
2007,E1,Norwich,46,0.67512,1.261,0.75664,1.390125,1.196,-0.217,18,1
2007,E1,Southampton,46,0.77928,1.5476249999999998,0.7754400000000001,1.170125,1.174,-0.348,19,1
2007,E1,Blackpool,46,0.8162400000000001,1.378375,0.8752000000000001,1.4137499999999998,1.174,-0.109,20,1
2007,E1,Coventry,46,0.7192000000000001,1.3712499999999999,0.9241600000000001,1.3932499999999999,1.152,-0.261,21,1
2007,E1,Leicester,46,0.5725600000000001,0.9564999999999999,0.7790400000000001,1.0739999999999998,1.13,-0.065,22,1
2007,E1,Scunthorpe,46,0.63848,1.4718749999999998,0.6994400000000001,1.333125,1.0,-0.5,23,1
2007,E1,Colchester,46,0.8723200000000001,1.857875,0.5894400000000001,1.2537499999999997,0.826,-0.522,24,1
2008,E1,Wolves,46,1.13504,1.177125,0.88128,1.1199999999999999,1.957,0.609,1,1
2008,E1,Birmingham,46,0.7568,0.820375,0.68504,1.187625,1.804,0.37,2,1
2008,E1,Sheffield United,46,0.8984800000000001,0.871375,0.8807200000000001,1.20025,1.739,0.543,3,1
2008,E1,Reading,46,1.01176,0.899375,0.68608,1.1035,1.674,0.696,4,1
2008,E1,Burnley,46,1.02768,1.35025,0.8795999999999999,1.162375,1.652,0.261,5,1
2008,E1,Preston,46,0.93744,1.209125,0.78088,1.50875,1.609,0.261,6,1
2008,E1,Cardiff,46,0.9224800000000001,1.1857499999999999,0.8302400000000001,1.01325,1.609,0.261,7,1
2008,E1,Swansea,46,0.892,1.1168749999999998,0.94072,1.104625,1.478,0.283,8,1
2008,E1,Ipswich,46,0.8798400000000002,1.183,1.01584,1.280625,1.435,0.196,9,1
2008,E1,QPR,46,0.5916,0.9669999999999999,0.6724800000000001,1.1635,1.326,-0.043,10,1
2008,E1,Sheffield Weds,46,0.7262400000000001,1.2838749999999999,0.7626400000000001,1.169125,1.326,-0.152,11,1
2008,E1,Bristol City,46,0.7667200000000001,1.198,1.0028000000000001,1.6841249999999999,1.326,0.0,12,1
2008,E1,Doncaster,46,0.5956800000000001,1.165,0.68728,1.0287499999999998,1.261,-0.239,13,1
2008,E1,Watford,46,0.97968,1.6159999999999999,0.68056,1.2527499999999998,1.261,-0.087,14,1
2008,E1,Crystal Palace,46,0.7388,1.218375,0.64056,1.0775,1.239,-0.065,15,1
2008,E1,Blackpool,46,0.6692,1.28,0.77616,1.44725,1.217,-0.239,16,1
2008,E1,Coventry,46,0.6692,1.28,0.8047200000000001,1.5999999999999999,1.174,-0.239,17,1
2008,E1,Derby,46,0.78888,1.4881249999999997,0.8959199999999999,1.206,1.174,-0.261,18,1
2008,E1,Nott'm Forest,46,0.71584,1.438,0.71664,1.12875,1.152,-0.326,19,1
2008,E1,Barnsley,46,0.64072,1.2779999999999998,0.80152,1.2703749999999998,1.13,-0.283,20,1
2008,E1,Plymouth,46,0.62592,1.255,0.6255200000000001,1.3516249999999999,1.109,-0.283,21,1
2008,E1,Norwich,46,0.81952,1.557375,0.7912,1.2226249999999999,1.0,-0.283,22,1
2008,E1,Southampton,46,0.66056,1.522,0.9552,1.271625,0.978,-0.5,23,1
2008,E1,Charlton,46,0.7498400000000001,1.640125,0.8064,1.444875,0.848,-0.478,24,1
2009,E1,Newcastle,46,1.19272,0.753375,0.89864,1.269625,2.217,1.196,1,1
2009,E1,West Brom,46,1.19088,1.033,1.0174400000000001,1.0215,1.978,0.891,2,1
2009,E1,Nott'm Forest,46,0.86416,0.8454999999999999,0.7356,1.014875,1.717,0.543,3,1
2009,E1,Cardiff,46,0.98072,1.14875,0.7844000000000001,1.225625,1.652,0.413,4,1
2009,E1,Leicester,46,0.8138400000000001,0.9486249999999999,0.7912,1.15825,1.652,0.348,5,1
2009,E1,Blackpool,46,0.99712,1.2349999999999999,0.9588800000000002,1.33775,1.522,0.348,6,1
2009,E1,Swansea,46,0.5304000000000001,0.7681250000000001,0.76776,0.8178749999999999,1.5,0.065,7,1
2009,E1,Sheffield United,46,0.8332800000000001,1.160625,0.75352,1.151375,1.413,0.152,8,1
2009,E1,Reading,46,0.91952,1.33575,0.7683200000000001,1.1657499999999998,1.37,0.109,9,1
2009,E1,Bristol City,46,0.758,1.3661249999999998,0.92136,1.526375,1.37,-0.196,10,1
2009,E1,Middlesbrough,46,0.77656,1.051875,0.8092000000000001,1.182,1.348,0.174,11,1
2009,E1,Doncaster,46,0.79464,1.2213749999999999,0.83288,1.101875,1.304,0.022,12,1
2009,E1,Crystal Palace,46,0.6708000000000001,1.108625,0.6796000000000001,1.0792499999999998,1.283,-0.065,13,1
2009,E1,QPR,46,0.78512,1.368125,0.79976,1.2583749999999998,1.239,-0.152,14,1
2009,E1,Ipswich,46,0.6747200000000001,1.2762499999999999,1.05968,1.3131249999999999,1.217,-0.239,15,1
2009,E1,Derby,46,0.7163200000000001,1.3211249999999999,0.6821600000000001,1.1873749999999998,1.217,-0.217,16,1
2009,E1,Barnsley,46,0.7194400000000001,1.4471249999999998,0.6916000000000001,1.2195,1.174,-0.348,17,1
2009,E1,Watford,46,0.82768,1.4346249999999998,0.7305600000000001,1.1588749999999999,1.174,-0.152,18,1
2009,E1,Coventry,46,0.6355200000000001,1.33625,0.7328800000000001,1.4747499999999998,1.174,-0.37,19,1
2009,E1,Preston,46,0.78984,1.536875,0.80464,1.6389999999999998,1.174,-0.326,20,1
2009,E1,Scunthorpe,46,0.8513600000000001,1.7743749999999998,0.80488,1.648,1.13,-0.478,21,1
2009,E1,Sheffield Weds,46,0.6650400000000001,1.4428750000000001,0.76592,1.292125,1.022,-0.435,22,1
2009,E1,Plymouth,46,0.58304,1.41575,0.62024,1.264125,0.891,-0.543,23,1
2009,E1,Peterboro,46,0.62936,1.66975,0.7888000000000001,1.4927499999999998,0.739,-0.739,24,1
2010,E1,QPR,46,0.8844799999999999,0.6389999999999999,0.79752,1.1586249999999998,1.913,0.848,1,1
2010,E1,Norwich,46,1.0529600000000001,1.169,0.95392,1.3111249999999999,1.826,0.543,2,1
2010,E1,Swansea,46,0.8654400000000001,0.8378749999999999,0.90632,1.0094999999999998,1.739,0.587,3,1
2010,E1,Cardiff,46,0.96128,1.0828749999999998,0.9236800000000001,1.2814999999999999,1.739,0.478,4,1
2010,E1,Reading,46,0.9719200000000001,1.023375,0.8396800000000001,1.2069999999999999,1.674,0.565,5,1
2010,E1,Nott'm Forest,46,0.8701599999999999,0.99775,0.73968,1.0594999999999999,1.63,0.413,6,1
2010,E1,Leeds,46,1.03624,1.409625,0.9736000000000001,1.289625,1.565,0.239,7,1
2010,E1,Burnley,46,0.82592,1.21425,0.8196,1.2193749999999999,1.478,0.087,8,1
2010,E1,Millwall,46,0.7807200000000001,0.9531249999999999,0.7784,1.2074999999999998,1.457,0.304,9,1
2010,E1,Leicester,46,0.9728,1.4247499999999997,0.84712,0.965125,1.457,0.109,10,1
2010,E1,Hull,46,0.656,1.0058749999999999,0.7222400000000001,1.176625,1.413,0.022,11,1
2010,E1,Ipswich,46,0.79152,1.351125,0.88368,1.3107499999999999,1.348,-0.13,12,1
2010,E1,Middlesbrough,46,0.86832,1.35675,0.8266400000000002,1.261,1.348,0.0,13,1
2010,E1,Watford,46,0.9856,1.42575,0.76736,1.229625,1.326,0.13,14,1
2010,E1,Bristol City,46,0.7899200000000001,1.2913749999999997,0.7618400000000001,1.4613749999999999,1.304,-0.065,15,1
2010,E1,Portsmouth,46,0.67272,1.1844999999999999,0.5863200000000001,1.077875,1.261,-0.152,16,1
2010,E1,Barnsley,46,0.70104,1.305,0.7449600000000001,1.2645,1.217,-0.239,17,1
2010,E1,Coventry,46,0.6844800000000001,1.1457499999999998,0.94664,1.5359999999999998,1.196,-0.087,18,1
2010,E1,Derby,46,0.74192,1.4068749999999999,0.7217600000000001,1.272,1.065,-0.283,19,1
2010,E1,Crystal Palace,46,0.56184,1.3541249999999998,0.6178400000000001,1.197125,1.043,-0.543,20,1
2010,E1,Doncaster,46,0.7084,1.602125,0.722,1.2811249999999998,1.043,-0.565,21,1
2010,E1,Preston,46,0.6945600000000001,1.5615,0.79656,1.4413749999999999,0.913,-0.543,22,1
2010,E1,Scunthorpe,46,0.55592,1.7067499999999998,0.76328,1.516125,0.913,-0.957,23,1
2010,E1,Sheffield United,46,0.56568,1.550625,0.7595200000000001,1.2654999999999998,0.913,-0.761,24,1
2011,E1,Reading,46,0.9218400000000001,0.872875,0.7212000000000001,1.1949999999999998,1.935,0.609,1,1
2011,E1,Southampton,46,1.1402400000000001,0.99125,0.88464,0.99125,1.913,0.848,2,1
2011,E1,West Ham,46,1.0880800000000002,1.031375,0.9032,1.297625,1.87,0.717,3,1
2011,E1,Birmingham,46,1.0500800000000001,1.0935,0.79568,0.9295,1.652,0.587,4,1
2011,E1,Blackpool,46,1.06992,1.2663749999999998,0.89656,1.378125,1.63,0.435,5,1
2011,E1,Cardiff,46,0.8895200000000001,1.126375,0.8589600000000002,1.242125,1.63,0.283,6,1
2011,E1,Middlesbrough,46,0.69952,1.0727499999999999,0.9189600000000001,1.12675,1.522,0.022,7,1
2011,E1,Hull,46,0.6289600000000001,0.922,0.8803200000000001,1.14825,1.478,0.065,8,1
2011,E1,Leicester,46,0.89088,1.169,0.7992,1.1668749999999999,1.435,0.239,9,1
2011,E1,Brighton,46,0.70008,1.093875,0.63232,1.1517499999999998,1.435,0.0,10,1
2011,E1,Watford,46,0.76064,1.350625,0.7741600000000001,1.1368749999999999,1.391,-0.174,11,1
2011,E1,Derby,46,0.676,1.2185,0.82928,1.4776249999999997,1.391,-0.174,12,1
2011,E1,Burnley,46,0.8250400000000001,1.228375,0.9087999999999999,1.2836249999999998,1.348,0.065,13,1
2011,E1,Leeds,46,0.88584,1.444875,0.8782400000000001,1.27675,1.326,-0.065,14,1
2011,E1,Ipswich,46,0.94688,1.641625,0.95608,1.334875,1.326,-0.174,15,1
2011,E1,Millwall,46,0.7432000000000001,1.2017499999999999,0.7585600000000001,1.1169999999999998,1.239,-0.043,16,1
2011,E1,Crystal Palace,46,0.61872,1.068125,0.66056,1.327625,1.217,-0.109,17,1
2011,E1,Peterboro,46,0.9193600000000001,1.6391249999999997,0.9510400000000001,1.6404999999999998,1.087,-0.217,18,1
2011,E1,Portsmouth,46,0.67656,1.2395,0.676,1.2062499999999998,1.087,-0.196,19,1
2011,E1,Nott'm Forest,46,0.65136,1.3217499999999998,0.7627200000000001,0.9326249999999999,1.087,-0.326,20,1
2011,E1,Bristol City,46,0.5992000000000001,1.4226249999999998,0.8464,1.3316249999999998,1.065,-0.522,21,1
2011,E1,Barnsley,46,0.67032,1.554125,0.67544,1.4418749999999998,1.043,-0.543,22,1
2011,E1,Coventry,46,0.5570400000000001,1.35675,0.68864,1.480625,0.87,-0.522,23,1
2011,E1,Doncaster,46,0.59072,1.672875,0.54296,1.3847499999999997,0.783,-0.804,24,1
2012,E1,Cardiff,46,0.91472,0.9095,0.93904,1.3696249999999999,1.891,0.587,1,1
2012,E1,Hull,46,0.77856,1.04325,0.87296,1.043,1.717,0.196,2,1
2012,E1,Watford,46,1.09016,1.183625,0.86632,1.2326249999999999,1.674,0.587,3,1
2012,E1,Brighton,46,0.8753600000000001,0.86725,0.78496,1.09625,1.63,0.565,4,1
2012,E1,Crystal Palace,46,0.9385600000000001,1.25475,0.7772000000000001,1.153875,1.565,0.239,5,1
2012,E1,Bolton,46,0.8864000000000001,1.2309999999999999,0.98184,1.343375,1.478,0.174,6,1
2012,E1,Leicester,46,0.90392,0.9696249999999998,1.00376,1.0799999999999998,1.478,0.5,7,1
2012,E1,Nott'm Forest,46,0.80808,1.185625,0.8090400000000001,1.073375,1.457,0.087,8,1
2012,E1,Charlton,46,0.8337600000000001,1.18725,0.7887200000000001,1.4602499999999998,1.413,0.13,9,1
2012,E1,Birmingham,46,0.8137600000000001,1.3869999999999998,0.6974400000000001,1.18275,1.326,-0.13,10,1
2012,E1,Derby,46,0.83552,1.24775,0.9193600000000001,1.241125,1.326,0.065,11,1
2012,E1,Burnley,46,0.79576,1.204875,0.8517600000000001,1.26575,1.326,0.043,12,1
2012,E1,Leeds,46,0.7345600000000001,1.321,0.7074400000000001,1.3379999999999999,1.326,-0.196,13,1
2012,E1,Ipswich,46,0.61624,1.213125,0.7578400000000001,1.2398749999999998,1.304,-0.283,14,1
2012,E1,Middlesbrough,46,0.7884000000000001,1.405125,0.7819200000000001,1.212375,1.283,-0.196,15,1
2012,E1,Blackpool,46,0.79744,1.26525,0.85056,1.119625,1.283,-0.022,16,1
2012,E1,Blackburn,46,0.70672,1.2389999999999999,0.7982400000000001,1.3542499999999997,1.261,-0.152,17,1
2012,E1,Huddersfield,46,0.6862400000000001,1.45725,0.6040000000000001,1.162375,1.261,-0.435,18,1
2012,E1,Sheffield Weds,46,0.68056,1.2173749999999999,0.77216,1.19725,1.261,-0.174,19,1
2012,E1,Millwall,46,0.6552800000000001,1.235625,0.68232,1.201125,1.217,-0.239,20,1
2012,E1,Barnsley,46,0.72368,1.40025,0.79376,1.4169999999999998,1.196,-0.304,21,1
2012,E1,Peterboro,46,0.85616,1.5110000000000001,0.8320000000000001,1.55125,1.174,-0.196,22,1
2012,E1,Wolves,46,0.7102400000000001,1.3792499999999999,0.6498400000000001,1.2712499999999998,1.109,-0.304,23,1
2012,E1,Bristol City,46,0.7700800000000001,1.6844999999999999,0.6776,1.393625,0.891,-0.543,24,1
2013,E1,Leicester,46,1.0993600000000001,0.915125,0.99072,1.0438749999999999,2.217,0.87,1,1
2013,E1,Burnley,46,0.9492800000000001,0.781,0.8776,1.0311249999999998,2.022,0.761,2,1
2013,E1,Derby,46,1.1199999999999999,1.1079999999999999,0.9193600000000001,1.078125,1.848,0.696,3,1
2013,E1,QPR,46,0.79488,0.9209999999999999,0.82272,1.085125,1.739,0.348,4,1
2013,E1,Wigan,46,0.81048,1.0054999999999998,0.82456,1.14875,1.587,0.283,5,1
2013,E1,Brighton,46,0.72648,0.834125,0.71048,1.110125,1.565,0.326,6,1
2013,E1,Reading,46,0.9356800000000001,1.181125,0.7284,1.5026249999999999,1.543,0.304,7,1
2013,E1,Blackburn,46,0.9398400000000001,1.3079999999999998,0.9432800000000001,1.1945,1.522,0.174,8,1
2013,E1,Ipswich,46,0.80064,1.130625,0.8168799999999999,1.021375,1.478,0.13,9,1
2013,E1,Bournemouth,46,0.90216,1.3894999999999997,0.908,1.2303749999999998,1.435,0.022,10,1
2013,E1,Nott'm Forest,46,0.9007999999999999,1.34725,0.86176,1.1764999999999999,1.413,0.065,11,1
2013,E1,Middlesbrough,46,0.8249599999999999,1.04825,0.87608,1.11375,1.391,0.261,12,1
2013,E1,Watford,46,0.99512,1.3542499999999997,0.8752800000000001,1.3555,1.304,0.217,13,1
2013,E1,Bolton,46,0.79072,1.2554999999999998,0.8856,1.292625,1.283,-0.022,14,1
2013,E1,Leeds,46,0.7948000000000001,1.4023749999999997,0.7320800000000001,1.16825,1.239,-0.174,15,1
2013,E1,Sheffield Weds,46,0.8475199999999999,1.364375,0.78984,1.2098749999999998,1.152,-0.043,16,1
2013,E1,Huddersfield,46,0.78016,1.3593749999999998,0.8164,1.28775,1.152,-0.152,17,1
2013,E1,Charlton,46,0.5496000000000001,1.26,0.6532,1.2574999999999998,1.109,-0.435,18,1
2013,E1,Millwall,46,0.62256,1.5345,0.7363200000000001,1.332625,1.043,-0.609,19,1
2013,E1,Blackpool,46,0.51112,1.3605,0.57808,1.1522499999999998,1.0,-0.609,20,1
2013,E1,Doncaster,46,0.52616,1.444,0.6136,1.49325,0.957,-0.674,21,1
2013,E1,Birmingham,46,0.7852800000000001,1.5479999999999998,0.7981600000000001,1.5082499999999999,0.957,-0.348,22,1
2013,E1,Barnsley,46,0.59672,1.5945,0.69576,1.50625,0.848,-0.717,23,1
2013,E1,Yeovil,46,0.59584,1.553,0.7458400000000001,1.699875,0.804,-0.674,24,1
2014,E1,Bournemouth,46,1.26432,0.9406249999999999,1.05912,0.9667499999999999,1.957,1.152,1,1
2014,E1,Watford,46,1.17808,1.040125,0.9996,1.2889999999999997,1.935,0.891,2,1
2014,E1,Norwich,46,1.13752,0.99625,0.9530400000000001,0.961125,1.87,0.87,3,1
2014,E1,Middlesbrough,46,0.87176,0.756875,0.8384,0.930375,1.848,0.674,4,1
2014,E1,Brentford,46,1.0159200000000002,1.216375,1.05736,1.349625,1.696,0.413,5,1
2014,E1,Ipswich,46,0.93424,1.1083749999999999,0.89792,1.0827499999999999,1.696,0.391,6,1
2014,E1,Wolves,46,0.9096000000000001,1.147875,0.7844800000000001,1.255375,1.696,0.304,7,1
2014,E1,Derby,46,1.10496,1.16025,0.8507199999999999,1.2165,1.674,0.63,8,1
2014,E1,Blackburn,46,0.8593600000000001,1.206,0.8628800000000001,1.360125,1.457,0.152,9,1
2014,E1,Birmingham,46,0.7053600000000001,1.297375,0.8139200000000001,1.455625,1.37,-0.217,10,1
2014,E1,Cardiff,46,0.7429600000000001,1.2389999999999999,0.68232,1.1255,1.348,-0.087,11,1
2014,E1,Charlton,46,0.70336,1.216125,0.66784,1.3519999999999999,1.304,-0.13,12,1
2014,E1,Sheffield Weds,46,0.5556,0.98525,0.6544,1.1115,1.304,-0.13,13,1
2014,E1,Nott'm Forest,46,0.9312,1.416,0.8444000000000002,1.271875,1.283,0.043,14,1
2014,E1,Leeds,46,0.6516000000000001,1.232875,0.62776,1.3367499999999999,1.217,-0.239,15,1
2014,E1,Huddersfield,46,0.7636000000000001,1.5251249999999998,0.9412000000000001,1.322375,1.196,-0.37,16,1
2014,E1,Fulham,46,0.8211200000000001,1.693125,0.77176,1.5202499999999999,1.13,-0.457,17,1
2014,E1,Bolton,46,0.7068,1.35825,0.77528,1.502,1.109,-0.283,18,1
2014,E1,Reading,46,0.62904,1.392875,0.73304,1.258125,1.087,-0.457,19,1
2014,E1,Rotherham,46,0.60192,1.350625,0.7488000000000001,1.253,1.065,-0.457,20,1
2014,E1,Brighton,46,0.57048,1.0867499999999999,0.72912,1.1036249999999999,1.022,-0.217,21,1
2014,E1,Millwall,46,0.5530400000000001,1.5279999999999998,0.67936,1.3343749999999999,0.891,-0.739,22,1
2014,E1,Wigan,46,0.50912,1.2837499999999997,0.61168,1.1396249999999999,0.848,-0.543,23,1
2014,E1,Blackpool,46,0.47896000000000005,1.8223749999999999,0.61544,1.501375,0.565,-1.196,24,1
2015,E1,Burnley,46,1.0185600000000001,0.7953749999999999,0.75032,1.1786249999999998,2.022,0.804,1,1
2015,E1,Brighton,46,1.02416,0.9546250000000001,0.8489599999999999,1.112625,1.935,0.652,2,1
2015,E1,Middlesbrough,46,0.8883200000000001,0.699375,0.9043200000000001,1.0102499999999999,1.935,0.696,3,1
2015,E1,Hull,46,0.9760800000000001,0.7935,0.9492000000000002,0.9796249999999999,1.804,0.739,4,1
2015,E1,Derby,46,0.93936,0.9728749999999999,0.85864,1.014375,1.696,0.5,5,1
2015,E1,Sheffield Weds,46,0.9408799999999999,1.0182499999999999,0.8140000000000001,1.057875,1.609,0.457,6,1
2015,E1,Ipswich,46,0.7588,1.142625,0.79776,1.227625,1.5,0.043,7,1
2015,E1,Cardiff,46,0.80184,1.1452499999999999,0.8402400000000001,1.243625,1.478,0.109,8,1
2015,E1,Brentford,46,1.04464,1.524625,0.9290400000000001,1.5207499999999998,1.413,0.109,9,1
2015,E1,Birmingham,46,0.7576,1.09775,0.7755200000000001,1.337625,1.37,0.087,10,1
2015,E1,Preston,46,0.64112,1.00175,0.7344,1.04675,1.348,0.0,11,1
2015,E1,QPR,46,0.7749600000000001,1.210875,0.82576,1.176875,1.304,0.0,12,1
2015,E1,Leeds,46,0.71968,1.2966250000000001,0.65808,1.3617499999999998,1.283,-0.174,13,1
2015,E1,Wolves,46,0.7629600000000001,1.29975,0.7036,1.325875,1.261,-0.109,14,1
2015,E1,Nott'm Forest,46,0.6135200000000001,1.0447499999999998,0.83256,1.2695,1.196,-0.087,15,1
2015,E1,Blackburn,46,0.6559200000000001,1.024875,0.77688,1.0755,1.196,0.0,16,1
2015,E1,Bristol City,46,0.7853600000000001,1.593,0.77624,1.2065,1.13,-0.37,17,1
2015,E1,Reading,46,0.74912,1.3211249999999999,0.84152,1.145,1.13,-0.152,18,1
2015,E1,Huddersfield,46,0.8576000000000001,1.57675,0.8051200000000001,1.18875,1.109,-0.239,19,1
2015,E1,Fulham,46,0.9666399999999999,1.7899999999999998,0.8916000000000001,1.544125,1.109,-0.283,20,1
2015,E1,Rotherham,46,0.7708,1.59175,0.7665600000000001,1.4746249999999999,1.065,-0.391,21,1
2015,E1,Charlton,46,0.58552,1.775625,0.7807200000000001,1.5282499999999999,0.87,-0.87,22,1
2015,E1,Milton Keynes Dons,46,0.5659200000000001,1.5298749999999999,0.6343200000000001,1.431625,0.848,-0.652,23,1
2015,E1,Bolton,46,0.6006400000000001,1.79925,0.70472,1.5415,0.652,-0.87,24,1
2016,E1,Newcastle,46,1.1173600000000001,0.84775,1.03176,0.9209999999999999,2.043,0.978,1,1
2016,E1,Brighton,46,0.9725600000000001,0.8409999999999999,0.8287200000000001,1.0085,2.022,0.739,2,1
2016,E1,Reading,46,0.9092800000000001,1.3408749999999998,0.83128,1.529125,1.848,0.087,3,1
2016,E1,Sheffield Weds,46,0.79112,0.9367499999999999,0.8073600000000001,1.13075,1.761,0.326,4,1
2016,E1,Huddersfield,46,0.74528,1.204375,0.84576,1.029,1.761,-0.043,5,1
2016,E1,Fulham,46,1.13136,1.208875,0.9534400000000001,1.2905,1.739,0.609,6,1
2016,E1,Leeds,46,0.80552,0.9791249999999999,0.6332,1.120125,1.63,0.304,7,1
2016,E1,Norwich,46,1.14152,1.4642499999999998,1.00144,1.23475,1.522,0.348,8,1
2016,E1,Derby,46,0.71448,1.0365,0.7878400000000001,1.1749999999999998,1.457,0.087,9,1
2016,E1,Brentford,46,1.00384,1.3688749999999998,0.95712,1.526625,1.391,0.217,10,1
2016,E1,Aston Villa,46,0.6208800000000001,0.99,0.72928,0.990125,1.348,-0.022,11,1
2016,E1,Preston,46,0.85504,1.3159999999999998,0.7803200000000001,1.35625,1.348,0.022,12,1
2016,E1,Cardiff,46,0.80032,1.2705,0.7981600000000001,1.09775,1.348,-0.022,13,1
2016,E1,Wolves,46,0.7185600000000001,1.2026249999999998,0.76624,1.1412499999999999,1.261,-0.087,14,1
2016,E1,Barnsley,46,0.8575200000000001,1.3997499999999998,0.8864000000000001,1.546875,1.261,-0.065,15,1
2016,E1,Ipswich,46,0.6386400000000001,1.1974999999999998,0.68608,1.2525,1.196,-0.217,16,1
2016,E1,Bristol City,46,0.80328,1.374875,0.84952,1.29625,1.174,-0.13,17,1
2016,E1,QPR,46,0.6959200000000001,1.3668749999999998,0.78016,1.34975,1.152,-0.304,18,1
2016,E1,Birmingham,46,0.60128,1.318625,0.7030400000000001,1.2665,1.152,-0.413,19,1
2016,E1,Burton,46,0.65432,1.30175,0.6788000000000001,1.297125,1.13,-0.304,20,1
2016,E1,Nott'm Forest,46,0.8337600000000001,1.5022499999999999,0.8252000000000002,1.3205,1.109,-0.217,21,1
2016,E1,Blackburn,46,0.7088800000000001,1.3471250000000001,0.6546400000000001,1.3341249999999998,1.109,-0.261,22,1
2016,E1,Wigan,46,0.53168,1.170125,0.6286400000000001,1.100625,0.913,-0.37,23,1
2016,E1,Rotherham,46,0.5476800000000001,2.0135,0.7556,1.6848750000000001,0.5,-1.261,24,1
2017,E1,Wolves,46,1.10328,0.845375,0.92464,0.968,2.152,0.935,1,1
2017,E1,Cardiff,46,0.92808,0.8372499999999999,0.96824,0.9975,1.957,0.652,2,1
2017,E1,Fulham,46,1.0684,0.995125,0.8947200000000001,1.1016249999999999,1.913,0.717,3,1
2017,E1,Aston Villa,46,0.9706400000000001,0.9037499999999999,0.8806400000000001,1.202,1.804,0.652,4,1
2017,E1,Middlesbrough,46,0.90512,0.964875,0.75392,1.1199999999999999,1.652,0.478,5,1
2017,E1,Derby,46,0.9478400000000001,1.0315,0.77216,1.0002499999999999,1.63,0.478,6,1
2017,E1,Preston,46,0.7704,0.9791249999999999,0.8231999999999999,0.996375,1.587,0.239,7,1
2017,E1,Millwall,46,0.7563200000000001,0.9569999999999999,0.87304,1.23525,1.565,0.239,8,1
2017,E1,Sheffield United,46,0.84368,1.17525,0.8111200000000001,1.022625,1.5,0.152,9,1
2017,E1,Brentford,46,0.84184,1.111125,1.0328,1.253,1.5,0.217,10,1
2017,E1,Bristol City,46,0.9139200000000001,1.244125,0.80392,1.2238749999999998,1.457,0.196,11,1
2017,E1,Norwich,46,0.6690400000000001,1.27,0.7984800000000001,1.337875,1.304,-0.239,12,1
2017,E1,Leeds,46,0.8082400000000001,1.365,0.7316,1.2526249999999999,1.304,-0.109,13,1
2017,E1,Ipswich,46,0.7784,1.277625,0.66696,1.4351249999999998,1.304,-0.065,14,1
2017,E1,Sheffield Weds,46,0.8058400000000001,1.2795,0.6747200000000001,1.39575,1.239,-0.022,15,1
2017,E1,QPR,46,0.7980800000000001,1.492125,0.89696,1.3112499999999998,1.217,-0.261,16,1
2017,E1,Nott'm Forest,46,0.69896,1.378125,0.83448,1.387625,1.152,-0.304,17,1
2017,E1,Hull,46,0.9636,1.5056249999999998,0.90496,1.2914999999999999,1.065,0.0,18,1
2017,E1,Birmingham,46,0.52168,1.428,0.75112,1.341125,1.0,-0.652,19,1
2017,E1,Reading,46,0.6601600000000001,1.481,0.6461600000000001,1.4735,0.957,-0.478,20,1
2017,E1,Bolton,46,0.53784,1.555375,0.6298400000000001,1.518875,0.935,-0.761,21,1
2017,E1,Barnsley,46,0.6612,1.5233749999999997,0.8541600000000001,1.3216249999999998,0.891,-0.522,22,1
2017,E1,Burton,46,0.52672,1.7014999999999998,0.5488000000000001,1.373,0.891,-0.935,23,1
2017,E1,Sunderland,46,0.72072,1.6981249999999999,0.72336,1.4394999999999998,0.804,-0.609,24,1
2018,E1,Norwich,46,1.21032,1.188,1.05528,1.2759999999999998,2.043,0.783,1,1
2018,E1,Sheffield United,46,1.00312,0.8448749999999999,0.8064,0.99275,1.935,0.804,2,1
2018,E1,Leeds,46,0.9447200000000001,1.027,0.9941599999999999,0.9504999999999999,1.804,0.5,3,1
2018,E1,West Brom,46,1.13608,1.287,0.85064,1.37875,1.739,0.543,4,1
2018,E1,Aston Villa,46,1.06984,1.261625,0.9783200000000001,1.211625,1.652,0.457,5,1
2018,E1,Derby,46,0.89544,1.106125,0.90336,1.06975,1.609,0.326,6,1
2018,E1,Middlesbrough,46,0.6298400000000001,0.8278749999999999,0.7234400000000001,1.130375,1.587,0.174,7,1
2018,E1,Bristol City,46,0.76488,1.078,0.89336,1.27775,1.522,0.13,8,1
2018,E1,Nott'm Forest,46,0.79144,1.099875,0.74912,1.3259999999999998,1.435,0.152,9,1
2018,E1,Swansea,46,0.8482400000000001,1.26675,0.88616,1.1795,1.413,0.065,10,1
2018,E1,Sheffield Weds,46,0.78288,1.2622499999999999,0.74216,1.3771249999999997,1.391,-0.043,11,1
2018,E1,Brentford,46,0.9508,1.2122499999999998,1.00504,1.131875,1.391,0.304,12,1
2018,E1,Hull,46,0.86504,1.390625,0.6999200000000001,1.354625,1.348,-0.043,13,1
2018,E1,Preston,46,0.8775200000000001,1.371125,0.8122400000000001,1.35,1.326,0.0,14,1
2018,E1,Birmingham,46,0.8328,1.184,0.8493600000000001,1.196625,1.326,0.13,15,1
2018,E1,Blackburn,46,0.83936,1.409125,0.7698400000000001,1.321,1.304,-0.109,16,1
2018,E1,Stoke,46,0.5828000000000001,1.04725,0.61672,1.16875,1.196,-0.152,17,1
