season,league,team,played,att_goals,def_goals,att_shots,def_shots,ppg,gd_per_game,position,promoted
2018,E0,Arsenal,38,1.365,0.9737,1.0352,1.11,1.842,0.579,5,0
2018,E0,Man United,38,1.2186,1.0229,1.3671,1.068,1.737,0.289,6,0
2018,E0,Wolves,38,0.8734,0.8557,0.909,0.8918,1.5,0.026,7,0
2018,E0,Everton,38,1.0038,0.8615,1.0141,0.8301,1.421,0.211,8,0
2018,E0,Leicester,38,0.9498,0.8964,1.105,0.8462,1.368,0.079,9,0
2018,E0,West Ham,38,0.9752,1.0285,0.9611,1.2084,1.368,-0.079,10,0
2018,E0,Watford,38,0.979,1.1036,0.9195,1.1093,1.316,-0.184,11,0
2018,E0,Crystal Palace,38,0.9545,0.9901,0.8833,0.9868,1.289,-0.053,12,0
2018,E0,Newcastle,38,0.7819,0.8886,0.8547,0.8892,1.184,-0.158,13,0
2018,E0,Bournemouth,38,1.0663,1.3153,0.9899,1.0589,1.184,-0.368,14,0
2018,E0,Burnley,38,0.8545,1.2636,0.7056,1.252,1.053,-0.605,15,0
2018,E0,Southampton,38,0.8519,1.2077,0.9851,1.0829,1.026,-0.526,16,0
2018,E0,Brighton,38,0.659,1.1037,0.6553,1.0406,0.947,-0.658,17,0
2018,E0,Cardiff,38,0.6458,1.2684,0.7738,1.2684,0.895,-0.921,18,0
2018,E0,Fulham,38,0.6535,1.4896,0.9193,1.3565,0.684,-1.237,19,0
2018,E0,Huddersfield,38,0.4204,1.381,0.7197,1.1396,0.421,-1.421,20,0
2019,E0,Liverpool,38,1.6193,0.6614,1.4011,0.6866,2.605,1.368,1,0
2019,E0,Man City,38,1.9485,0.7143,1.599,0.7321,2.132,1.763,2,0
2019,E0,Man United,38,1.2604,0.7078,1.3181,0.8026,1.737,0.789,3,0
2019,E0,Chelsea,38,1.3426,1.0663,1.356,0.7352,1.737,0.395,4,0
2019,E0,Leicester,38,1.2861,0.8072,1.1624,0.852,1.632,0.684,5,0
2019,E0,Tottenham,38,1.1779,0.92,0.9932,1.1279,1.553,0.368,6,0
2019,E0,Wolves,38,0.9773,0.7747,0.8843,0.7906,1.553,0.289,7,0
2019,E0,Arsenal,38,1.0821,0.9348,0.9405,1.1924,1.474,0.211,8,0
2019,E0,Sheffield United,38,0.7463,0.7463,0.7035,0.8499,1.421,0.0,9,0
2019,E0,Burnley,38,0.8321,0.961,0.8279,1.0387,1.421,-0.184,10,0
2019,E0,Southampton,38,0.9975,1.1633,1.1185,1.0423,1.368,-0.237,11,0
2019,E0,Everton,38,0.8567,1.0777,0.9942,0.9122,1.289,-0.316,12,0
2019,E0,Newcastle,38,0.7411,1.1095,0.8172,1.2214,1.158,-0.526,13,0
2019,E0,Crystal Palace,38,0.5995,0.9495,0.7424,1.0646,1.132,-0.5,14,0
2019,E0,Brighton,38,0.7576,1.0339,0.8774,1.0414,1.079,-0.395,15,0
2019,E0,West Ham,38,0.9602,1.1997,1.0139,1.1662,1.026,-0.342,16,0
2019,E0,Aston Villa,38,0.8072,1.2861,0.9315,1.1365,0.921,-0.684,17,0
2019,E0,Watford,38,0.7063,1.2221,0.7443,1.1133,0.895,-0.737,18,0
2019,E0,Bournemouth,38,0.7858,1.2463,0.7535,1.1869,0.895,-0.658,19,0
2019,E0,Norwich,38,0.5155,1.4181,0.821,1.3071,0.553,-1.289,20,0
2020,E0,Man City,38,1.5946,0.6465,1.3113,0.6209,2.263,1.342,1,0
2020,E0,Man United,38,1.4197,0.8805,1.2858,0.868,1.947,0.763,2,0
2020,E0,Liverpool,38,1.3193,0.836,1.2996,0.8935,1.816,0.684,3,0
2020,E0,Chelsea,38,1.1179,0.7089,1.2549,0.6747,1.763,0.579,4,0
2020,E0,Leicester,38,1.3304,0.9958,1.1212,0.8543,1.737,0.474,5,0
2020,E0,West Ham,38,1.2089,0.93,1.0039,0.9285,1.711,0.395,6,0
2020,E0,Tottenham,38,1.3235,0.8959,1.0731,0.9686,1.632,0.605,7,0
2020,E0,Arsenal,38,1.0632,0.7658,0.9187,0.8027,1.605,0.421,8,0
2020,E0,Leeds,38,1.2177,1.069,1.231,1.2426,1.553,0.211,9,0
2020,E0,Everton,38,0.9166,0.9352,0.9034,0.9904,1.553,-0.026,10,0
2020,E0,Aston Villa,38,1.0709,0.9036,1.1519,1.1635,1.447,0.237,11,0
2020,E0,Wolves,38,0.7046,1.002,0.9383,0.9557,1.184,-0.421,12,0
2020,E0,Newcastle,38,0.9101,1.2076,0.8751,1.171,1.184,-0.421,13,0
2020,E0,Crystal Palace,38,0.8143,1.2791,0.803,1.0698,1.158,-0.658,14,0
2020,E0,Southampton,38,0.9358,1.3263,1.0191,1.1004,1.132,-0.553,15,0
2020,E0,Brighton,38,0.7783,0.8898,0.8629,0.77,1.079,-0.158,16,0
2020,E0,Burnley,38,0.6477,1.0567,0.7994,1.1301,1.026,-0.579,17,0
2020,E0,Fulham,38,0.5287,1.0121,0.8326,1.0473,0.737,-0.684,18,0
2020,E0,West Brom,38,0.7021,1.4643,0.7017,1.4791,0.684,-1.079,19,0
2020,E0,Sheffield United,38,0.3954,1.1949,0.6133,1.2689,0.605,-1.132,20,0
2021,E0,Man City,38,1.8092,0.5091,1.4823,0.5397,2.447,1.921,1,0
2021,E0,Liverpool,38,1.7176,0.5066,1.5045,0.6754,2.421,1.789,2,0
2021,E0,Chelsea,38,1.3977,0.6319,1.2429,0.7205,1.947,1.132,3,0
2021,E0,Tottenham,38,1.2775,0.761,1.1743,0.8506,1.868,0.763,4,0
2021,E0,Arsenal,38,1.138,0.9064,1.1705,0.8866,1.816,0.342,5,0
2021,E0,Man United,38,1.0727,1.0727,1.1237,1.101,1.526,0.0,6,0
2021,E0,West Ham,38,1.1226,0.9623,0.9442,0.9953,1.474,0.237,7,0
2021,E0,Leicester,38,1.1695,1.116,1.0198,1.1788,1.368,0.079,8,0
2021,E0,Wolves,38,0.7047,0.7938,0.8134,1.0122,1.342,-0.132,9,0
2021,E0,Brighton,38,0.7798,0.8154,0.904,0.904,1.342,-0.053,10,0
2021,E0,Newcastle,38,0.8315,1.1521,0.8854,1.016,1.289,-0.474,11,0
2021,E0,Crystal Palace,38,0.9305,0.8592,0.8726,0.8669,1.263,0.105,12,0
2021,E0,Brentford,38,0.902,1.0444,0.9249,1.0895,1.211,-0.211,13,0
2021,E0,Aston Villa,38,0.9754,1.011,0.9651,0.9367,1.184,-0.053,14,0
2021,E0,Southampton,38,0.8166,1.244,1.0232,1.1311,1.053,-0.632,15,0
2021,E0,Everton,38,0.8158,1.2254,0.8304,1.1256,1.026,-0.605,16,0
2021,E0,Leeds,38,0.8072,1.4661,0.9391,1.3763,1.0,-0.974,17,0
2021,E0,Burnley,38,0.6366,0.9749,0.7512,1.1033,0.921,-0.5,18,0
2021,E0,Watford,38,0.6517,1.4175,0.7647,1.1395,0.605,-1.132,19,0
2021,E0,Norwich,38,0.4436,1.5299,0.6638,1.3509,0.579,-1.605,20,0
2022,E0,Man City,38,1.7048,0.6335,1.2827,0.5833,2.342,1.605,1,0
2022,E0,Arsenal,38,1.6116,0.8213,1.2098,0.8232,2.211,1.184,2,0
2022,E0,Man United,38,1.0609,0.7974,1.273,0.8806,1.974,0.395,3,0
2022,E0,Newcastle,38,1.2322,0.6176,1.1667,0.7971,1.868,0.921,4,0
2022,E0,Liverpool,38,1.3782,0.8865,1.2671,0.9714,1.763,0.737,5,0
2022,E0,Brighton,38,1.3308,0.9971,1.3692,0.8119,1.632,0.5,6,0
2022,E0,Aston Villa,38,0.9353,0.8475,0.9013,0.9468,1.605,0.132,7,0
2022,E0,Tottenham,38,1.3066,1.1837,1.2009,1.0587,1.579,0.184,8,0
2022,E0,Brentford,38,1.064,0.8532,0.9814,1.2259,1.553,0.316,9,0
2022,E0,Fulham,38,1.0157,0.9806,0.9009,1.1909,1.368,0.053,10,0
2022,E0,Crystal Palace,38,0.7353,0.8934,0.8124,0.9602,1.184,-0.237,11,0
2022,E0,Chelsea,38,0.6971,0.8552,0.9459,1.0028,1.158,-0.237,12,0
2022,E0,Wolves,38,0.5745,1.0487,0.7512,1.0753,1.079,-0.711,13,0
2022,E0,West Ham,38,0.7766,1.0049,0.8695,1.0344,1.053,-0.342,14,0
2022,E0,Bournemouth,38,0.6946,1.2917,0.8055,1.2206,1.026,-0.895,15,0
2022,E0,Nott'm Forest,38,0.7114,1.2382,0.7108,1.1202,1.0,-0.789,16,0
2022,E0,Everton,38,0.6296,1.0335,0.9171,1.1502,0.947,-0.605,17,0
2022,E0,Leicester,38,0.9556,1.2541,0.9127,1.0606,0.895,-0.447,18,0
2022,E0,Leeds,38,0.9081,1.4349,0.8747,1.1477,0.816,-0.789,19,0
2022,E0,Southampton,38,0.6771,1.3269,0.8472,0.9382,0.658,-0.974,20,0
2023,E0,Man City,38,1.5098,0.5621,1.4551,0.6075,2.395,1.632,1,0
2023,E0,Arsenal,38,1.4249,0.4773,1.1797,0.4692,2.342,1.632,2,0
2023,E0,Liverpool,38,1.3602,0.6724,1.4656,0.816,2.158,1.184,3,0
2023,E0,Aston Villa,38,1.2224,0.9931,1.0133,0.9676,1.789,0.395,4,0
2023,E0,Tottenham,38,1.1901,0.9914,1.1388,0.9256,1.737,0.342,5,0
2023,E0,Chelsea,38,1.2406,1.0266,1.1493,1.0123,1.658,0.368,6,0
2023,E0,Newcastle,38,1.3688,1.0173,1.1431,1.0873,1.579,0.605,7,0
2023,E0,Man United,38,0.9137,0.929,1.0378,1.1241,1.579,-0.026,8,0
2023,E0,West Ham,38,0.9751,1.1891,0.8142,1.3015,1.368,-0.368,9,0
2023,E0,Crystal Palace,38,0.9137,0.929,0.8945,0.8235,1.289,-0.026,10,0
2023,E0,Bournemouth,38,0.8721,1.0708,0.991,1.0519,1.263,-0.342,11,0
2023,E0,Brighton,38,0.8845,0.9915,1.1052,0.8971,1.263,-0.184,12,0
2023,E0,Everton,38,0.637,0.8052,0.8612,0.9069,1.263,-0.289,13,0
2023,E0,Fulham,38,0.8838,0.9755,0.9531,1.0445,1.237,-0.158,14,0
2023,E0,Wolves,38,0.806,1.0352,0.8552,1.1293,1.211,-0.395,15,0
2023,E0,Brentford,38,0.9029,1.0405,0.9186,0.9947,1.026,-0.237,16,0
2023,E0,Nott'm Forest,38,0.7911,1.0663,0.7866,0.9034,0.947,-0.474,17,0
2023,E0,Luton,38,0.8527,1.3571,0.7622,1.2241,0.684,-0.868,18,0
2023,E0,Burnley,38,0.6679,1.2334,0.7707,1.2985,0.632,-0.974,19,0
2023,E0,Sheffield United,38,0.5827,1.6373,0.7045,1.415,0.421,-1.816,20,0
2024,E0,Liverpool,38,1.5265,0.758,1.3258,0.8307,2.211,1.184,1,0
2024,E0,Arsenal,38,1.2159,0.6182,1.0716,0.6975,1.947,0.921,2,0
2024,E0,Man City,38,1.281,0.8028,1.2418,0.7742,1.868,0.737,3,0
2024,E0,Chelsea,38,1.1372,0.7786,1.2571,0.9216,1.816,0.553,4,0
2024,E0,Aston Villa,38,1.0381,0.9186,0.9805,0.9255,1.737,0.184,5,0
2024,E0,Newcastle,38,1.2131,0.8544,1.0055,0.9615,1.737,0.553,6,0
2024,E0,Nott'm Forest,38,1.0333,0.8283,0.9621,1.0171,1.711,0.316,7,0
2024,E0,Brighton,38,1.1909,1.0713,1.0983,0.8673,1.605,0.184,8,0
2024,E0,Brentford,38,1.1886,1.0349,1.0777,1.2152,1.474,0.237,9,0
2024,E0,Bournemouth,38,1.0333,0.8283,1.1707,1.0167,1.474,0.316,10,0
2024,E0,Fulham,38,0.9691,0.9691,0.9985,0.938,1.421,0.0,11,0
2024,E0,Crystal Palace,38,0.9126,0.9126,1.0714,0.9009,1.395,0.0,12,0
2024,E0,Everton,38,0.7464,0.7805,0.8328,0.9758,1.263,-0.053,13,0
2024,E0,West Ham,38,0.8315,1.1047,0.8487,1.0743,1.132,-0.421,14,0
2024,E0,Wolves,38,0.9831,1.2392,0.9267,1.0037,1.105,-0.395,15,0
2024,E0,Man United,38,0.7893,0.96,1.0012,0.8802,1.105,-0.263,16,0
2024,E0,Tottenham,38,1.1614,1.1784,1.0759,1.0814,1.0,-0.026,17,0
2024,E0,Leicester,38,0.6062,1.4089,0.6506,1.2282,0.658,-1.237,18,0
2024,E0,Ipswich,38,0.6628,1.4483,0.7446,1.2342,0.579,-1.211,19,0
2024,E0,Southampton,38,0.4801,1.5047,0.6586,1.4562,0.316,-1.579,20,0
2025,E0,Arsenal,38,1.3277,0.5266,1.1441,0.5704,2.237,1.158,1,0
2025,E0,Man City,38,1.4518,0.6871,1.2767,0.8106,2.053,1.105,2,0
2025,E0,Man United,38,1.3207,0.9747,1.3518,0.9036,1.868,0.5,3,0
2025,E0,Aston Villa,38,1.07,0.9426,1.0727,1.0608,1.711,0.184,4,0
2025,E0,Liverpool,38,1.2092,1.0271,1.0988,0.9674,1.579,0.263,5,0
2025,E0,Bournemouth,38,1.114,1.0412,1.1211,1.0255,1.5,0.105,6,0
2025,E0,Sunderland,38,0.8012,0.9104,0.7942,1.0392,1.421,-0.158,7,0
2025,E0,Brighton,38,0.9904,0.8812,1.1033,0.936,1.395,0.158,8,0
2025,E0,Brentford,38,1.0541,0.9995,0.9253,1.015,1.395,0.079,9,0
2025,E0,Chelsea,38,1.1118,1.0025,1.0306,0.9828,1.368,0.158,10,0
2025,E0,Fulham,38,0.8995,0.9723,0.8648,0.9306,1.368,-0.105,11,0
2025,E0,Newcastle,38,1.0187,1.0551,1.1107,1.0629,1.289,-0.053,12,0
2025,E0,Everton,38,0.8986,0.9532,0.9064,1.014,1.289,-0.079,13,0
2025,E0,Leeds,38,0.9426,1.07,0.9506,1.0163,1.237,-0.184,14,0
2025,E0,Crystal Palace,38,0.7844,0.9665,0.8875,1.013,1.184,-0.263,15,0
2025,E0,Nott'm Forest,38,0.9187,0.9733,0.9822,1.018,1.158,-0.079,16,0
2025,E0,Tottenham,38,0.9242,1.0881,0.9418,0.9657,1.079,-0.237,17,0
2025,E0,West Ham,38,0.8928,1.2388,0.9033,1.2141,1.026,-0.5,18,0
2025,E0,Burnley,38,0.7447,1.4184,0.7558,1.3414,0.579,-0.974,19,0
2025,E0,Wolves,38,0.525,1.2715,0.7783,1.1129,0.526,-1.079,20,0
2026,E0,Arsenal,2,0.9037,0.0,0.9324,0.2228,3.0,2.0,1,0
2026,E0,Hull,2,0.6743,0.0,0.6356,0.646,3.0,1.5,2,0
2026,E0,Man City,2,1.4409,1.4227,1.147,0.7302,3.0,2.0,3,0
2026,E0,Chelsea,2,1.6612,1.1295,1.1913,1.3404,3.0,1.0,4,0
2026,E0,Brentford,2,1.7266,1.0671,1.9156,0.7657,2.0,1.5,5,0
2026,E0,Newcastle,2,0.9097,1.0671,0.6093,1.3287,2.0,1.0,6,0
2026,E0,Everton,2,0.7204,0.7114,0.9176,1.3144,2.0,1.0,7,0
2026,E0,Leeds,2,0.9373,0.2742,0.714,0.728,2.0,0.5,8,0
2026,E0,Brighton,2,1.7347,1.4071,1.3472,1.1337,1.5,1.5,9,0
2026,E0,Man United,2,2.096,1.1641,1.6996,1.2069,1.5,0.5,10,0
2026,E0,Sunderland,2,0.4721,0.5815,0.6927,0.3467,1.5,0.0,11,0
2026,E0,Ipswich,2,1.3704,1.5075,1.4089,1.3563,1.5,-1.0,12,0
2026,E0,Liverpool,2,1.8619,1.6573,1.168,1.5332,1.0,0.0,13,0
2026,E0,Nott'm Forest,2,0.6872,1.0671,0.5751,0.8674,0.5,-0.5,14,0
2026,E0,Bournemouth,2,1.4409,0.7114,1.3272,0.9845,0.5,-0.5,15,0
2026,E0,Coventry,2,0.0,1.4246,0.9717,1.3399,0.0,-2.0,16,0
2026,E0,Tottenham,2,0.0,1.2552,1.1133,1.0258,0.0,-2.5,17,0
2026,E0,Crystal Palace,2,0.7204,1.4227,0.7373,1.0602,0.0,-2.5,18,0
2026,E0,Aston Villa,2,0.0,1.0184,0.0,0.887,0.0,-2.5,19,0
2026,E0,Fulham,2,0.6422,1.1112,0.8962,1.1824,0.0,-1.0,20,0
2003,E1,Norwich,46,1.04216,0.8266249999999999,0.9371200000000001,1.4642499999999998,2.043,0.87,1,1
2003,E1,West Brom,46,0.8458399999999999,0.880625,0.76736,0.941375,1.87,0.478,2,1
2003,E1,Sunderland,46,0.8212,0.94225,0.9328799999999999,0.977375,1.717,0.37,3,1
2003,E1,West Ham,46,0.88752,0.94575,0.89432,0.943375,1.609,0.478,4,1
2003,E1,Ipswich,46,1.13568,1.534,0.9828,1.2562499999999999,1.587,0.261,5,1
2003,E1,Crystal Palace,46,0.96504,1.287375,0.7899200000000001,1.2429999999999999,1.587,0.239,6,1
2003,E1,Wigan,46,0.79464,0.941,0.8942399999999999,1.034875,1.543,0.326,7,1
2003,E1,Sheffield United,46,0.8678400000000001,1.175625,0.8219200000000001,1.240625,1.543,0.196,8,1
2003,E1,Reading,46,0.7346400000000001,1.188,0.69408,1.25475,1.522,-0.043,9,1
2003,E1,Millwall,46,0.72992,1.000125,0.67432,1.158375,1.5,0.152,10,1
2003,E1,Stoke,46,0.77368,1.14875,0.7738400000000001,1.401125,1.435,0.065,11,1
2003,E1,Cardiff,46,0.9093600000000001,1.2203749999999998,0.9478400000000001,1.2583749999999998,1.413,0.217,12,1
2003,E1,Coventry,46,0.8932800000000001,1.1352499999999999,1.01088,0.9769999999999999,1.413,0.283,13,1
2003,E1,Nott'm Forest,46,0.8155200000000001,1.214125,0.7222400000000001,1.3337499999999998,1.304,0.065,14,1
2003,E1,Preston,46,0.9316000000000001,1.4957500000000001,1.0026400000000002,1.2391249999999998,1.283,-0.043,15,1
2003,E1,Watford,46,0.7270400000000001,1.4166249999999998,0.7279200000000001,1.211625,1.239,-0.304,16,1
2003,E1,Rotherham,46,0.70992,1.269625,0.63224,1.228,1.174,-0.174,17,1
2003,E1,Crewe,46,0.7664,1.378,0.70872,1.967375,1.152,-0.196,18,1
2003,E1,Burnley,46,0.8134399999999999,1.61175,0.67256,1.208,1.152,-0.37,19,1
2003,E1,Derby,46,0.71304,1.3947499999999997,0.94144,1.152375,1.13,-0.304,20,1
2003,E1,Walsall,46,0.6044,1.34525,0.6014400000000001,1.42875,1.109,-0.435,21,1
2003,E1,Gillingham,46,0.64568,1.3897499999999998,0.74184,1.2988749999999998,1.109,-0.413,22,1
2003,E1,Bradford,46,0.5117600000000001,1.421,0.7160000000000001,1.433125,0.783,-0.674,23,1
2003,E1,Wimbledon,46,0.56032,1.8376249999999998,0.61144,1.3483749999999999,0.63,-1.043,24,1
2004,E1,Wigan,33,1.21496,0.85775,1.1372,0.8883749999999999,2.0,1.091,1,1
2004,E1,Derby,32,0.9931200000000001,1.152,0.9561600000000001,1.329625,1.781,0.375,2,1
2004,E1,Ipswich,31,1.14856,1.3583749999999999,1.24456,1.3659999999999999,1.774,0.484,3,1
2004,E1,West Ham,35,1.0465600000000002,1.249625,0.7716000000000001,0.9681249999999999,1.771,0.429,4,1
2004,E1,Sunderland,33,0.9848000000000001,1.03675,0.9268800000000001,1.07625,1.758,0.545,5,1
2004,E1,Preston,32,1.0395200000000002,1.299375,0.8771200000000001,1.142375,1.656,0.312,6,1
2004,E1,Reading,35,0.7412000000000001,0.896875,0.68264,1.1598749999999998,1.629,0.229,7,1
2004,E1,Millwall,32,0.7231200000000001,0.9239999999999999,0.6124,0.957125,1.5,0.219,8,1
2004,E1,QPR,34,0.7520800000000001,1.159125,0.7116,1.0134999999999998,1.471,0.029,9,1
2004,E1,Wolves,35,1.0914400000000002,1.3692499999999999,0.8637600000000001,1.0852499999999998,1.429,0.314,10,1
2004,E1,Sheffield United,34,0.7819200000000001,1.227625,0.9936,1.1288749999999999,1.412,0.029,11,1
2004,E1,Stoke,32,0.53296,0.7968749999999999,0.6956800000000001,1.179125,1.406,0.031,12,1
2004,E1,Leeds,33,0.5241600000000001,0.9657499999999999,0.74504,1.2737499999999997,1.333,-0.091,13,1
2004,E1,Crewe,30,0.9559200000000001,1.6784999999999999,0.6652800000000001,2.03025,1.233,-0.2,14,1
2004,E1,Burnley,28,0.49920000000000003,0.7983750000000001,0.5564,1.01,1.214,-0.036,15,1
2004,E1,Leicester,33,0.7476,1.196375,0.9316800000000001,1.2725,1.212,0.0,16,1
2004,E1,Brighton,32,0.67848,1.461,0.5876,1.3368749999999998,1.156,-0.406,17,1
2004,E1,Plymouth,34,0.7372000000000001,1.5562500000000001,0.8398400000000001,0.9757499999999999,1.147,-0.412,18,1
2004,E1,Watford,33,0.7887200000000001,1.2898749999999999,0.74232,1.4226249999999998,1.091,-0.152,19,1
2004,E1,Cardiff,32,0.656,1.242875,0.8076000000000001,1.031375,1.062,-0.219,20,1
2004,E1,Gillingham,33,0.6724000000000001,1.5991250000000001,0.6816,1.601875,1.0,-0.545,21,1
2004,E1,Coventry,34,0.8300000000000001,1.811625,0.7466400000000001,1.5215,0.882,-0.559,22,1
2004,E1,Nott'm Forest,33,0.61056,1.589,0.80192,1.6161249999999998,0.818,-0.697,23,1
2004,E1,Rotherham,31,0.44944,1.4835,0.6208,1.61275,0.645,-0.839,24,1
2005,E1,Reading,46,1.3936000000000002,0.7402499999999999,0.88368,1.17025,2.304,1.457,1,1
2005,E1,Sheffield United,46,1.08112,1.04575,0.83704,1.1364999999999998,1.957,0.652,2,1
2005,E1,Watford,46,1.10144,1.206125,0.9816000000000001,1.0785,1.761,0.522,3,1
2005,E1,Preston,46,0.82864,0.672625,0.8008800000000001,1.0065,1.739,0.63,4,1
2005,E1,Leeds,46,0.8054399999999999,0.8508749999999999,0.7452000000000001,1.1104999999999998,1.696,0.413,5,1
2005,E1,Crystal Palace,46,0.9543200000000001,1.0836249999999998,0.8735200000000001,1.051625,1.63,0.413,6,1
2005,E1,Wolves,46,0.7085600000000001,0.9354999999999999,0.8284800000000001,1.064375,1.457,0.174,7,1
2005,E1,Coventry,46,0.8948800000000001,1.4626249999999998,0.8023199999999999,1.645375,1.37,-0.065,8,1
2005,E1,Norwich,46,0.80808,1.455625,0.8043200000000001,1.3644999999999998,1.348,-0.196,9,1
2005,E1,Luton,46,0.9542400000000001,1.5125,0.9140800000000001,1.100125,1.326,-0.022,10,1
2005,E1,Cardiff,46,0.83304,1.3231249999999999,0.7727200000000001,1.16825,1.304,-0.022,11,1
2005,E1,Southampton,46,0.69864,1.113125,0.8687200000000002,1.3231249999999999,1.261,-0.022,12,1
2005,E1,Stoke,46,0.7779200000000001,1.408625,0.7730400000000001,1.1784999999999999,1.261,-0.196,13,1
2005,E1,Ipswich,46,0.7652800000000001,1.4746249999999999,0.7984,1.6245,1.217,-0.283,14,1
2005,E1,Plymouth,46,0.55424,1.016125,0.714,1.1644999999999999,1.217,-0.152,15,1
2005,E1,Burnley,46,0.6578400000000001,1.1995,0.67232,1.1974999999999998,1.174,-0.174,16,1
2005,E1,Leicester,46,0.7323200000000001,1.315875,0.9396000000000001,1.08625,1.174,-0.174,17,1
2005,E1,Hull,46,0.7013600000000001,1.2246249999999999,0.84328,1.57225,1.13,-0.13,18,1
2005,E1,Sheffield Weds,46,0.5568,1.1488749999999999,0.7065600000000001,1.1285,1.13,-0.283,19,1
2005,E1,QPR,46,0.72128,1.448875,0.6464000000000001,1.059,1.087,-0.326,20,1
2005,E1,Derby,46,0.76592,1.4969999999999999,0.9673600000000001,1.42825,1.087,-0.304,21,1
2005,E1,Crewe,46,0.8364000000000001,1.9289999999999998,0.7512800000000001,1.844625,0.913,-0.63,22,1
2005,E1,Millwall,46,0.50344,1.365875,0.6231200000000001,1.1841249999999999,0.87,-0.587,23,1
2005,E1,Brighton,46,0.5650400000000001,1.56925,0.6520800000000001,1.3127499999999999,0.826,-0.696,24,1
2006,E1,Sunderland,46,1.0056,0.9914999999999999,1.04648,0.976375,1.913,0.63,1,1
2006,E1,Birmingham,46,0.8831200000000001,0.8801249999999999,0.7532800000000001,1.1492499999999999,1.87,0.543,2,1
2006,E1,Derby,46,0.81952,0.960625,0.85536,1.155625,1.826,0.348,3,1
2006,E1,Wolves,46,0.78544,1.16725,0.8194400000000001,1.3034999999999999,1.652,0.065,4,1
2006,E1,West Brom,46,1.07824,1.165,1.0658400000000001,1.0855,1.652,0.565,5,1
2006,E1,Southampton,46,1.02336,1.1192499999999999,1.0887200000000001,1.03775,1.63,0.522,6,1
2006,E1,Preston,46,0.85032,1.108625,0.75704,1.41025,1.609,0.239,7,1
2006,E1,Stoke,46,0.81656,0.8561249999999999,0.6755200000000001,1.125125,1.587,0.457,8,1
2006,E1,Sheffield Weds,46,0.93904,1.3872499999999999,0.6657600000000001,1.1004999999999998,1.543,0.087,9,1
2006,E1,Colchester,46,0.9321600000000001,1.176625,0.6832,1.3179999999999998,1.5,0.304,10,1
2006,E1,Plymouth,46,0.84248,1.2963749999999998,0.94704,1.12725,1.457,0.022,11,1
2006,E1,Crystal Palace,46,0.78264,1.0628749999999998,0.64624,1.195375,1.413,0.174,12,1
2006,E1,Cardiff,46,0.75712,1.103125,0.73584,1.1915,1.391,0.087,13,1
2006,E1,Ipswich,46,0.854,1.234375,0.86832,1.175875,1.348,0.109,14,1
2006,E1,Burnley,46,0.68864,1.0159999999999998,0.8096800000000001,1.176875,1.239,0.065,15,1
2006,E1,Norwich,46,0.7536,1.4773749999999999,0.76968,1.416,1.239,-0.326,16,1
2006,E1,Coventry,46,0.62816,1.2813749999999997,0.7412000000000001,1.3993749999999998,1.217,-0.326,17,1
2006,E1,QPR,46,0.72504,1.41275,0.66864,1.225625,1.152,-0.304,18,1
2006,E1,Leicester,46,0.6559200000000001,1.32475,0.7904,1.1515,1.152,-0.326,19,1
2006,E1,Barnsley,46,0.72056,1.7655,0.8380000000000001,1.726875,1.087,-0.696,20,1
2006,E1,Hull,46,0.68424,1.3889999999999998,0.77056,1.333875,1.065,-0.348,21,1
2006,E1,Leeds,46,0.61928,1.487375,0.67616,1.2838749999999999,1.0,-0.565,22,1
2006,E1,Southend,46,0.63648,1.6541249999999998,0.85968,1.612375,0.913,-0.717,23,1
2006,E1,Luton,46,0.7184,1.68225,0.66776,1.3217499999999998,0.87,-0.609,24,1
2007,E1,West Brom,46,1.21032,1.2105,1.17936,1.0387499999999998,1.761,0.717,1,1
2007,E1,Stoke,46,0.9484,1.193125,0.7048800000000001,1.4294999999999998,1.717,0.304,2,1
2007,E1,Hull,46,0.8880000000000001,1.0162499999999999,0.8772000000000001,1.074875,1.63,0.391,3,1
2007,E1,Bristol City,46,0.7408000000000001,1.1368749999999999,0.8538399999999999,1.6345,1.609,0.022,4,1
2007,E1,Crystal Palace,46,0.7892800000000001,0.90325,0.6901600000000001,1.0783749999999999,1.543,0.348,5,1
2007,E1,Wolves,46,0.7243200000000001,1.028625,0.77616,1.19425,1.522,0.109,6,1
2007,E1,Watford,46,0.8526400000000001,1.2085,0.65984,0.9569999999999999,1.522,0.13,7,1
2007,E1,Ipswich,46,0.894,1.21125,0.9843999999999999,0.979,1.5,0.196,8,1
2007,E1,Sheffield United,46,0.76712,1.0955,0.74952,1.3559999999999999,1.435,0.109,9,1
2007,E1,Cardiff,46,0.8107200000000001,1.18425,0.9506399999999999,1.161875,1.391,0.087,10,1
2007,E1,Plymouth,46,0.82136,1.07725,0.7952,1.21475,1.391,0.217,11,1
2007,E1,Charlton,46,0.8677600000000001,1.2527499999999998,0.93248,1.267625,1.391,0.109,12,1
2007,E1,Burnley,46,0.8319200000000001,1.4442499999999998,0.7555200000000001,1.34675,1.348,-0.152,13,1
2007,E1,QPR,46,0.83136,1.4226249999999998,0.68184,1.245625,1.261,-0.13,14,1
2007,E1,Preston,46,0.68736,1.19775,0.7236,1.3108749999999998,1.217,-0.13,15,1
2007,E1,Barnsley,46,0.7197600000000001,1.392625,0.74816,1.42325,1.196,-0.283,16,1
