game_id,season,date,home_team,away_team,odds_source,is_closing,price_home,price_draw,price_away,overround_1x2,ah_home,price_ah_home,price_ah_away,total_line,price_over,price_under,mkt_p_home,mkt_p_draw,mkt_p_away,mkt_sup,mkt_total
2003_arsenal_everton,2003,2003-08-16,Arsenal,Everton,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,1.4,3.8,8.0,1.1024,-1.3,1.9,1.9,,,,0.6716,0.231,0.0974,1.3,
2003_birmingham_tottenham,2003,2003-08-16,Birmingham,Tottenham,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,2.38,3.25,2.75,1.0915,-0.3,2.05,1.75,,,,0.3884,0.2785,0.3331,0.3,
2003_blackburn_wolves,2003,2003-08-16,Blackburn,Wolves,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,1.62,3.4,5.5,1.0932,-0.8,1.95,1.85,,,,0.5805,0.2644,0.155,0.8,
2003_fulham_middlesbrough,2003,2003-08-16,Fulham,Middlesbrough,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,2.3,3.25,2.8,1.0996,0.0,1.8,2.0,,,,0.3999,0.2759,0.3241,-0.0,
2003_leicester_southampton,2003,2003-08-16,Leicester,Southampton,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,2.5,3.2,2.6,1.0971,0.0,1.85,1.95,,,,0.3668,0.2814,0.3518,-0.0,
2003_manunited_bolton,2003,2003-08-16,Man United,Bolton,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,1.29,4.5,10.0,1.0974,-1.8,1.95,1.85,,,,0.7331,0.1923,0.0745,1.8,
2003_portsmouth_astonvilla,2003,2003-08-16,Portsmouth,Aston Villa,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,2.38,3.25,2.75,1.0915,-0.3,2.05,1.75,,,,0.3884,0.2785,0.3331,0.3,
2003_charlton_mancity,2003,2003-08-17,Charlton,Man City,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,2.25,3.4,2.75,1.1022,-0.3,2.05,1.75,,,,0.4085,0.2619,0.3296,0.3,
2003_leeds_newcastle,2003,2003-08-17,Leeds,Newcastle,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,2.75,3.25,2.38,1.0915,0.3,1.8,2.0,,,,0.3331,0.2785,0.3884,-0.3,
2003_liverpool_chelsea,2003,2003-08-17,Liverpool,Chelsea,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,2.25,3.25,2.88,1.0994,-0.3,2.05,1.85,,,,0.4094,0.276,0.3145,0.3,
2003_bolton_blackburn,2003,2003-08-23,Bolton,Blackburn,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,2.5,3.3,2.5,1.103,0.0,1.9,1.9,,,,0.3648,0.2703,0.3648,-0.0,
2003_chelsea_leicester,2003,2003-08-23,Chelsea,Leicester,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,1.25,5.0,10.0,1.1,-1.5,1.75,2.05,,,,0.7563,0.1699,0.0738,1.5,
2003_everton_fulham,2003,2003-08-23,Everton,Fulham,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,1.8,3.4,4.0,1.0997,-0.5,1.8,2.0,,,,0.5178,0.2626,0.2196,0.5,
2003_mancity_portsmouth,2003,2003-08-23,Man City,Portsmouth,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,1.67,3.6,4.5,1.0988,-0.8,1.8,2.0,,,,0.5604,0.2468,0.1928,0.8,
2003_newcastle_manunited,2003,2003-08-23,Newcastle,Man United,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,3.0,3.2,2.2,1.1004,0.0,2.3,1.6,,,,0.3007,0.2804,0.419,-0.0,
2003_southampton_birmingham,2003,2003-08-23,Southampton,Birmingham,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,1.91,3.25,3.75,1.0979,-0.5,1.95,1.85,,,,0.4872,0.2764,0.2364,0.5,
2003_tottenham_leeds,2003,2003-08-23,Tottenham,Leeds,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,2.0,3.25,3.4,1.1018,-0.3,2.0,1.8,,,,0.4628,0.2752,0.262,0.3,
2003_wolves_charlton,2003,2003-08-23,Wolves,Charlton,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,2.38,3.25,2.7,1.0982,-0.3,2.05,1.75,,,,0.3861,0.2764,0.3375,0.3,
2003_astonvilla_liverpool,2003,2003-08-24,Aston Villa,Liverpool,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,3.0,3.2,2.2,1.1004,0.3,1.95,1.85,,,,0.3007,0.2804,0.419,-0.3,
2003_middlesbrough_arsenal,2003,2003-08-24,Middlesbrough,Arsenal,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,4.0,3.4,1.8,1.0997,1.0,1.65,2.2,,,,0.2196,0.2626,0.5178,-1.0,
2003_blackburn_mancity,2003,2003-08-25,Blackburn,Man City,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,2.0,3.25,3.4,1.1018,-0.5,1.95,1.85,,,,0.4628,0.2752,0.262,0.5,
2003_charlton_everton,2003,2003-08-26,Charlton,Everton,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,2.38,3.2,2.75,1.0963,0.0,1.75,2.05,,,,0.3868,0.2817,0.3316,-0.0,
2003_leeds_southampton,2003,2003-08-26,Leeds,Southampton,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,2.0,3.25,3.4,1.1018,-0.3,1.8,2.0,,,,0.4628,0.2752,0.262,0.3,
2003_leicester_middlesbrough,2003,2003-08-26,Leicester,Middlesbrough,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,2.5,3.2,2.6,1.0971,0.0,1.8,2.0,,,,0.3668,0.2814,0.3518,-0.0,
2003_portsmouth_bolton,2003,2003-08-26,Portsmouth,Bolton,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,2.1,3.25,3.2,1.0964,-0.3,1.8,2.0,,,,0.4415,0.2769,0.2816,0.3,
2003_arsenal_astonvilla,2003,2003-08-27,Arsenal,Aston Villa,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,1.29,5.0,8.5,1.0928,-1.5,1.8,2.0,,,,0.7351,0.1723,0.0926,1.5,
2003_liverpool_tottenham,2003,2003-08-27,Liverpool,Tottenham,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,1.5,3.5,7.0,1.0952,-1.0,2.0,1.8,,,,0.628,0.2554,0.1166,1.0,
2003_manunited_wolves,2003,2003-08-27,Man United,Wolves,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,1.14,6.5,15.0,1.0977,-2.3,1.8,2.0,,,,0.8327,0.1248,0.0426,2.3,
2003_astonvilla_leicester,2003,2003-08-30,Aston Villa,Leicester,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,1.67,3.4,5.0,1.0929,-1.0,2.2,1.65,,,,0.5626,0.2646,0.1728,1.0,
2003_bolton_charlton,2003,2003-08-30,Bolton,Charlton,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,2.3,3.25,2.8,1.0996,-0.3,1.95,1.85,,,,0.3999,0.2759,0.3241,0.3,
2003_chelsea_blackburn,2003,2003-08-30,Chelsea,Blackburn,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,1.5,3.6,6.5,1.0983,-1.3,2.2,1.65,,,,0.6268,0.2468,0.1264,1.3,
2003_everton_liverpool,2003,2003-08-30,Everton,Liverpool,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,2.6,3.2,2.5,1.0971,0.0,2.0,1.8,,,,0.3518,0.2814,0.3668,-0.0,
2003_middlesbrough_leeds,2003,2003-08-30,Middlesbrough,Leeds,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,2.0,3.25,3.4,1.1018,-0.3,1.85,1.95,,,,0.4628,0.2752,0.262,0.3,
2003_newcastle_birmingham,2003,2003-08-30,Newcastle,Birmingham,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,1.53,3.4,6.5,1.1016,-1.0,2.0,1.8,,,,0.6127,0.2617,0.1256,1.0,
2003_tottenham_fulham,2003,2003-08-30,Tottenham,Fulham,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,1.67,3.4,5.0,1.0929,-0.5,1.7,2.1,,,,0.5626,0.2646,0.1728,0.5,
2003_wolves_portsmouth,2003,2003-08-30,Wolves,Portsmouth,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,2.75,3.2,2.38,1.0963,0.3,1.75,2.05,,,,0.3316,0.2817,0.3868,-0.3,
2003_mancity_arsenal,2003,2003-08-31,Man City,Arsenal,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,4.0,3.4,1.8,1.0997,1.0,1.5,2.4,,,,0.2196,0.2626,0.5178,-1.0,
2003_southampton_manunited,2003,2003-08-31,Southampton,Man United,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,5.0,3.4,1.67,1.0929,1.0,1.77,2.05,,,,0.1728,0.2646,0.5626,-1.0,
2003_arsenal_portsmouth,2003,2003-09-13,Arsenal,Portsmouth,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,1.28,4.5,10.0,1.1035,-1.5,1.85,1.95,,,,0.7365,0.1904,0.0731,1.5,
2003_blackburn_liverpool,2003,2003-09-13,Blackburn,Liverpool,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,2.8,3.25,2.3,1.0996,0.0,2.05,1.77,,,,0.3241,0.2759,0.3999,-0.0,
2003_bolton_middlesbrough,2003,2003-09-13,Bolton,Middlesbrough,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,2.3,3.2,2.87,1.0957,-0.3,1.95,1.85,,,,0.4013,0.2818,0.3169,0.3,
2003_charlton_manunited,2003,2003-09-13,Charlton,Man United,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,5.0,3.6,1.61,1.0989,1.0,1.8,2.0,,,,0.1711,0.2468,0.5821,-1.0,
2003_chelsea_tottenham,2003,2003-09-13,Chelsea,Tottenham,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,1.53,3.6,6.0,1.098,-1.3,1.95,1.85,,,,0.6141,0.2469,0.1389,1.3,
2003_everton_newcastle,2003,2003-09-13,Everton,Newcastle,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,2.37,3.2,2.75,1.0981,0.0,1.8,2.0,,,,0.3879,0.2811,0.331,-0.0,
2003_southampton_wolves,2003,2003-09-13,Southampton,Wolves,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,1.61,3.4,5.5,1.0971,-0.8,1.8,2.05,,,,0.5828,0.2632,0.154,0.8,
2003_birmingham_fulham,2003,2003-09-14,Birmingham,Fulham,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,1.83,3.25,4.0,1.1041,-0.5,1.9,1.9,,,,0.5073,0.2744,0.2183,0.5,
2003_mancity_astonvilla,2003,2003-09-14,Man City,Aston Villa,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,1.83,3.25,4.0,1.1041,-0.5,1.9,1.9,,,,0.5073,0.2744,0.2183,0.5,
2003_leicester_leeds,2003,2003-09-15,Leicester,Leeds,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,2.6,3.2,2.5,1.0971,0.3,1.77,2.05,,,,0.3518,0.2814,0.3668,-0.3,
2003_astonvilla_charlton,2003,2003-09-20,Aston Villa,Charlton,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,1.9,3.25,3.75,1.1007,-0.3,1.65,2.15,,,,0.4889,0.2755,0.2356,0.3,
2003_fulham_mancity,2003,2003-09-20,Fulham,Man City,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,2.3,3.25,2.8,1.0996,0.0,1.8,2.0,,,,0.3999,0.2759,0.3241,-0.0,
2003_leeds_birmingham,2003,2003-09-20,Leeds,Birmingham,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,2.1,3.25,3.2,1.0964,-0.3,1.9,1.9,,,,0.4415,0.2769,0.2816,0.3,
2003_liverpool_leicester,2003,2003-09-20,Liverpool,Leicester,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,1.3,4.5,9.5,1.0967,-1.3,1.75,2.08,,,,0.7276,0.1926,0.0798,1.3,
2003_newcastle_bolton,2003,2003-09-20,Newcastle,Bolton,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,1.5,3.6,6.5,1.0983,-1.0,1.92,1.9,,,,0.6268,0.2468,0.1264,1.0,
2003_portsmouth_blackburn,2003,2003-09-20,Portsmouth,Blackburn,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,2.25,3.25,2.87,1.1006,-0.3,2.0,1.8,,,,0.409,0.2756,0.3153,0.3,
2003_tottenham_southampton,2003,2003-09-20,Tottenham,Southampton,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,2.0,3.25,3.4,1.1018,-0.3,1.85,1.95,,,,0.4628,0.2752,0.262,0.3,
2003_wolves_chelsea,2003,2003-09-20,Wolves,Chelsea,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,6.5,3.6,1.5,1.0983,1.3,1.95,1.85,,,,0.1264,0.2468,0.6268,-1.3,
2003_manunited_arsenal,2003,2003-09-21,Man United,Arsenal,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,2.0,3.25,3.4,1.1018,-0.3,1.9,1.92,,,,0.4628,0.2752,0.262,0.3,
2003_middlesbrough_everton,2003,2003-09-21,Middlesbrough,Everton,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,2.3,3.25,2.8,1.0996,-0.3,2.08,1.78,,,,0.3999,0.2759,0.3241,0.3,
2003_arsenal_newcastle,2003,2003-09-26,Arsenal,Newcastle,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,1.53,3.5,5.5,1.1211,-1.0,1.9,1.9,,,,0.6052,0.2475,0.1473,1.0,
2003_birmingham_portsmouth,2003,2003-09-27,Birmingham,Portsmouth,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,1.9,3.25,3.75,1.1007,-0.5,2.0,1.8,,,,0.4889,0.2755,0.2356,0.5,
2003_bolton_wolves,2003,2003-09-27,Bolton,Wolves,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,1.61,3.6,5.0,1.0989,-0.8,1.8,2.0,,,,0.5821,0.2468,0.1711,0.8,
2003_chelsea_astonvilla,2003,2003-09-27,Chelsea,Aston Villa,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,1.33,4.33,8.5,1.1005,-1.5,2.0,1.8,,,,0.7091,0.2001,0.0908,1.5,
2003_leicester_manunited,2003,2003-09-27,Leicester,Man United,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,6.5,3.6,1.5,1.0983,1.0,1.95,1.85,,,,0.1264,0.2468,0.6268,-1.0,
2003_southampton_middlesbrough,2003,2003-09-27,Southampton,Middlesbrough,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,1.8,3.2,4.33,1.099,-0.5,1.8,2.0,,,,0.5181,0.2807,0.2013,0.5,
2003_blackburn_fulham,2003,2003-09-28,Blackburn,Fulham,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,1.8,3.4,4.0,1.0997,-0.8,2.0,1.8,,,,0.5178,0.2626,0.2196,0.8,
2003_charlton_liverpool,2003,2003-09-28,Charlton,Liverpool,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,4.33,3.2,1.8,1.099,0.5,1.95,1.85,,,,0.2013,0.2807,0.5181,-0.5,
2003_everton_leeds,2003,2003-09-28,Everton,Leeds,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,1.83,3.25,4.0,1.1041,-0.5,1.85,1.95,,,,0.5073,0.2744,0.2183,0.5,
2003_mancity_tottenham,2003,2003-09-28,Man City,Tottenham,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,1.72,3.4,4.5,1.0977,-0.8,1.95,1.85,,,,0.5438,0.2631,0.1931,0.8,
2003_fulham_leicester,2003,2003-10-04,Fulham,Leicester,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,1.61,3.6,5.0,1.0989,-0.8,1.9,1.9,,,,0.5821,0.2468,0.1711,0.8,
2003_leeds_blackburn,2003,2003-10-04,Leeds,Blackburn,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,2.5,3.3,2.5,1.103,0.0,1.9,1.9,,,,0.3648,0.2703,0.3648,-0.0,
2003_liverpool_arsenal,2003,2003-10-04,Liverpool,Arsenal,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,2.5,3.3,2.5,1.103,0.0,1.87,1.95,,,,0.3648,0.2703,0.3648,-0.0,
2003_manunited_birmingham,2003,2003-10-04,Man United,Birmingham,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,1.3,4.5,9.5,1.0967,-1.5,1.9,1.9,,,,0.7276,0.1926,0.0798,1.5,
2003_newcastle_southampton,2003,2003-10-04,Newcastle,Southampton,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,1.72,3.5,4.33,1.0981,-0.5,1.87,1.95,,,,0.5436,0.2548,0.2015,0.5,
2003_portsmouth_charlton,2003,2003-10-04,Portsmouth,Charlton,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,2.1,3.25,3.2,1.0964,-0.3,1.85,1.95,,,,0.4415,0.2769,0.2816,0.3,
2003_tottenham_everton,2003,2003-10-04,Tottenham,Everton,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,2.25,3.25,2.87,1.1006,-0.3,2.0,1.8,,,,0.409,0.2756,0.3153,0.3,
2003_wolves_mancity,2003,2003-10-04,Wolves,Man City,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,3.25,3.5,2.0,1.0934,0.5,1.8,2.0,,,,0.2778,0.2564,0.4658,-0.5,
2003_astonvilla_bolton,2003,2003-10-05,Aston Villa,Bolton,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,1.8,3.4,4.0,1.0997,-0.5,1.8,2.0,,,,0.5178,0.2626,0.2196,0.5,
2003_middlesbrough_chelsea,2003,2003-10-05,Middlesbrough,Chelsea,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,4.33,3.5,1.72,1.0981,0.5,2.0,1.8,,,,0.2015,0.2548,0.5436,-0.5,
2003_birmingham_chelsea,2003,2003-10-14,Birmingham,Chelsea,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,4.33,3.5,1.72,1.0981,0.5,2.0,1.82,,,,0.2015,0.2548,0.5436,-0.5,
2003_arsenal_chelsea,2003,2003-10-18,Arsenal,Chelsea,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,2.2,3.2,3.0,1.1004,-0.3,1.9,1.93,,,,0.419,0.2804,0.3007,0.3,
2003_fulham_wolves,2003,2003-10-18,Fulham,Wolves,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,1.57,3.6,5.5,1.0965,-0.8,1.8,2.0,,,,0.5985,0.2474,0.1541,0.8,
2003_leeds_manunited,2003,2003-10-18,Leeds,Man United,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,5.0,3.6,1.61,1.0989,0.8,2.03,1.8,,,,0.1711,0.2468,0.5821,-0.8,
2003_mancity_bolton,2003,2003-10-18,Man City,Bolton,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,1.66,3.4,5.0,1.0965,-0.8,1.9,1.9,,,,0.5647,0.2634,0.1718,0.8,
2003_middlesbrough_newcastle,2003,2003-10-18,Middlesbrough,Newcastle,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,2.5,3.3,2.5,1.103,0.0,2.0,1.8,,,,0.3648,0.2703,0.3648,-0.0,
2003_portsmouth_liverpool,2003,2003-10-18,Portsmouth,Liverpool,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,4.0,3.25,1.83,1.1041,0.5,1.85,1.95,,,,0.2183,0.2744,0.5073,-0.5,
2003_birmingham_astonvilla,2003,2003-10-19,Birmingham,Aston Villa,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,2.25,3.0,3.1,1.1004,-0.3,1.95,1.85,,,,0.4091,0.3007,0.2902,0.3,
2003_everton_southampton,2003,2003-10-19,Everton,Southampton,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,2.0,3.25,3.4,1.1018,-0.5,2.0,1.8,,,,0.4628,0.2752,0.262,0.5,
2003_leicester_tottenham,2003,2003-10-19,Leicester,Tottenham,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,2.6,3.2,2.5,1.0971,0.0,1.95,1.88,,,,0.3518,0.2814,0.3668,-0.0,
2003_blackburn_charlton,2003,2003-10-20,Blackburn,Charlton,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,1.9,3.25,3.75,1.1007,-0.5,1.9,1.9,,,,0.4889,0.2755,0.2356,0.5,
2003_fulham_newcastle,2003,2003-10-21,Fulham,Newcastle,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,2.5,3.2,2.6,1.0971,0.0,1.9,1.9,,,,0.3668,0.2814,0.3518,-0.0,
2003_astonvilla_everton,2003,2003-10-25,Aston Villa,Everton,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,2.0,3.25,3.4,1.1018,-0.3,1.85,1.95,,,,0.4628,0.2752,0.262,0.3,
2003_bolton_birmingham,2003,2003-10-25,Bolton,Birmingham,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,2.4,3.2,2.7,1.0995,-0.3,2.05,1.75,,,,0.3823,0.2806,0.3371,0.3,
2003_chelsea_mancity,2003,2003-10-25,Chelsea,Man City,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,1.5,3.5,7.0,1.0952,-1.0,1.9,1.9,,,,0.628,0.2554,0.1166,1.0,
2003_liverpool_leeds,2003,2003-10-25,Liverpool,Leeds,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,1.5,3.5,7.0,1.0952,-1.0,1.9,1.9,,,,0.628,0.2554,0.1166,1.0,
2003_manunited_fulham,2003,2003-10-25,Man United,Fulham,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,1.25,5.0,10.0,1.1,-1.5,1.85,1.95,,,,0.7563,0.1699,0.0738,1.5,
2003_newcastle_portsmouth,2003,2003-10-25,Newcastle,Portsmouth,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,1.53,3.6,6.0,1.098,-0.8,1.9,1.9,,,,0.6141,0.2469,0.1389,0.8,
2003_southampton_blackburn,2003,2003-10-25,Southampton,Blackburn,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,2.0,3.25,3.4,1.1018,-0.3,1.9,1.9,,,,0.4628,0.2752,0.262,0.3,
2003_wolves_leicester,2003,2003-10-25,Wolves,Leicester,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,2.1,3.25,3.2,1.0964,-0.3,1.95,1.85,,,,0.4415,0.2769,0.2816,0.3,
2003_charlton_arsenal,2003,2003-10-26,Charlton,Arsenal,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,5.0,3.6,1.61,1.0989,0.8,1.95,1.85,,,,0.1711,0.2468,0.5821,-0.8,
2003_tottenham_middlesbrough,2003,2003-10-26,Tottenham,Middlesbrough,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,1.83,3.25,4.0,1.1041,-0.5,1.95,1.85,,,,0.5073,0.2744,0.2183,0.5,
2003_everton_chelsea,2003,2003-11-01,Everton,Chelsea,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,4.5,3.4,1.72,1.0977,0.5,1.9,1.9,,,,0.1931,0.2631,0.5438,-0.5,
2003_leeds_arsenal,2003,2003-11-01,Leeds,Arsenal,OddHome/OddDraw/OddAway,False,5.5,3.6,1.57,1.0965,,,,,,,0.1541,0.2474,0.5985,-1.022,
2003_manunited_portsmouth,2003,2003-11-01,Man United,Portsmouth,OddHome/OddDraw/OddAway,False,1.25,5.0,10.0,1.1,,,,,,,0.7563,0.1699,0.0738,1.686,
2003_middlesbrough_wolves,2003,2003-11-01,Middlesbrough,Wolves,OddHome/OddDraw/OddAway,False,1.72,3.4,4.5,1.0977,,,,,,,0.5438,0.2631,0.1931,0.793,
2003_newcastle_astonvilla,2003,2003-11-01,Newcastle,Aston Villa,OddHome/OddDraw/OddAway,False,1.57,3.6,5.5,1.0965,,,,,,,0.5985,0.2474,0.1541,1.022,
2003_southampton_mancity,2003,2003-11-01,Southampton,Man City,OddHome/OddDraw/OddAway,False,2.2,3.4,2.87,1.0971,,,,,,,0.4201,0.2635,0.3164,0.229,
2003_tottenham_bolton,2003,2003-11-01,Tottenham,Bolton,OddHome/OddDraw/OddAway,False,1.72,3.4,4.5,1.0977,,,,,,,0.5438,0.2631,0.1931,0.793,
2003_fulham_liverpool,2003,2003-11-02,Fulham,Liverpool,OddHome/OddDraw/OddAway,False,2.7,3.25,2.37,1.1,,,,,,,0.3369,0.2758,0.3873,-0.111,
2003_leicester_blackburn,2003,2003-11-02,Leicester,Blackburn,OddHome/OddDraw/OddAway,False,2.5,3.3,2.5,1.103,,,,,,,0.3648,0.2703,0.3648,0.0,
2003_birmingham_charlton,2003,2003-11-03,Birmingham,Charlton,OddHome/OddDraw/OddAway,False,1.9,3.25,3.75,1.1007,,,,,,,0.4889,0.2755,0.2356,0.566,
2003_arsenal_tottenham,2003,2003-11-08,Arsenal,Tottenham,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,1.4,3.75,8.5,1.0986,-1.3,1.85,1.95,,,,0.6731,0.2355,0.0913,1.3,
2003_astonvilla_middlesbrough,2003,2003-11-08,Aston Villa,Middlesbrough,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,2.0,3.25,3.4,1.1018,-0.3,1.85,1.95,,,,0.4628,0.2752,0.262,0.3,
2003_bolton_southampton,2003,2003-11-08,Bolton,Southampton,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,2.37,3.2,2.75,1.0981,-0.3,2.05,1.8,,,,0.3879,0.2811,0.331,0.3,
2003_charlton_fulham,2003,2003-11-08,Charlton,Fulham,"OddHome/OddDraw/OddAway,HandiSize/HandiHome/HandiAway",False,2.25,3.25,2.87,1.1006,-0.3,2.0,1.8,,,,0.409,0.2756,0.3153,0.3,
