season,team,ret_ppa,ret_pass_pct,ret_rush_pct,ret_usage
2018,LSU,65.6,0.07,0.018,0.158
2018,Marshall,153.3,0.0,-33.667,0.523
2018,Maryland,115.6,1.032,0.976,0.792
2018,Massachusetts,366.4,1.025,1.0,0.921
2018,Memphis,257.1,0.086,0.719,0.4
2018,Miami,243.2,0.819,0.878,0.803
2018,Miami (OH),196.0,0.627,1.178,0.756
2018,Michigan,165.5,0.736,0.525,0.561
2018,Michigan State,315.8,1.134,1.357,0.817
2018,Middle Tennessee,245.4,0.619,0.909,0.71
2018,Minnesota,95.5,0.0,0.261,0.491
2018,Mississippi State,250.2,0.905,0.999,0.89
2018,Missouri,435.1,1.0,0.482,0.729
2018,Navy,224.4,1.009,0.857,0.706
2018,NC State,367.4,0.962,0.279,0.689
2018,Nebraska,129.6,0.037,-0.483,0.483
2018,Nevada,256.2,1.096,0.982,0.853
2018,New Mexico,97.3,-90.0,0.64,0.526
2018,New Mexico State,136.7,0.028,0.451,0.287
2018,North Carolina,227.5,1.0,0.832,0.831
2018,Northern Illinois,148.9,0.704,0.723,0.621
2018,North Texas,390.8,0.982,0.279,0.801
2018,Northwestern,188.8,0.954,0.559,0.641
2018,Notre Dame,252.2,0.538,0.651,0.615
2018,Ohio,246.8,0.976,0.759,0.809
2018,Ohio State,352.0,0.404,0.6,0.525
2018,Oklahoma,333.7,0.154,0.615,0.441
2018,Oklahoma State,206.5,0.046,0.792,0.445
2018,Old Dominion,97.3,1.107,0.174,0.761
2018,Ole Miss,294.1,0.458,0.499,0.526
2018,Oregon,244.6,0.974,0.259,0.616
2018,Oregon State,121.3,0.396,0.173,0.383
2018,Penn State,319.9,0.844,0.549,0.631
2018,Pittsburgh,150.5,0.247,0.658,0.449
2018,Purdue,205.1,1.0,1.066,0.902
2018,Rice,96.8,0.723,0.57,0.695
2018,Rutgers,52.4,-0.365,1.066,0.412
2018,San Diego State,168.2,1.0,0.254,0.564
2018,San José State,144.9,1.309,0.977,0.97
2018,SMU,318.2,0.892,0.904,0.754
2018,South Alabama,135.2,0.302,1.949,0.649
2018,South Carolina,268.9,0.967,0.947,0.94
2018,Southern Miss,161.7,0.712,0.389,0.406
2018,South Florida,120.3,0.17,0.025,0.161
2018,Stanford,380.5,0.688,0.977,0.809
2018,Syracuse,166.1,0.833,0.844,0.723
2018,TCU,192.5,0.243,0.7,0.366
2018,Temple,183.1,0.641,-4.286,0.537
2018,Tennessee,103.6,0.351,1.0,0.537
2018,Texas,192.3,0.954,0.739,0.824
2018,Texas A&M,239.6,0.911,0.668,0.69
2018,Texas State,70.7,0.367,0.288,0.486
2018,Texas Tech,78.0,0.142,0.19,0.224
2018,Toledo,286.2,0.11,0.512,0.439
2018,Troy,161.7,0.14,0.397,0.237
2018,Tulane,260.2,1.214,0.575,0.666
2018,Tulsa,202.3,0.731,0.676,0.686
2018,UAB,265.9,1.0,1.016,0.939
2018,UCF,494.8,0.926,1.03,0.79
2018,UCLA,169.8,0.177,0.497,0.422
2018,UConn,166.0,-0.009,0.429,0.547
2018,UL Monroe,340.1,0.741,0.842,0.81
2018,UNLV,243.9,0.455,1.032,0.773
2018,USC,167.2,0.069,0.134,0.269
2018,Utah,202.4,0.827,0.829,0.688
2018,Utah State,188.0,0.828,0.318,0.56
2018,UTEP,7.2,0.841,0.432,0.656
2018,UTSA,11.7,-0.184,-0.315,0.272
2018,Vanderbilt,214.0,0.936,-2.286,0.601
2018,Virginia,99.0,-0.286,0.807,0.413
2018,Virginia Tech,223.8,0.665,1.204,0.773
2018,Wake Forest,169.9,0.084,0.394,0.481
2018,Washington,335.9,0.879,0.978,0.774
2018,Washington State,208.7,0.143,-0.054,0.332
2018,Western Kentucky,95.7,-0.043,-0.151,0.356
2018,Western Michigan,200.4,1.181,0.625,0.584
2018,West Virginia,200.7,0.852,0.455,0.66
2018,Wisconsin,386.2,1.0,0.875,0.882
2018,Wyoming,104.2,0.13,1.636,0.608
2019,Air Force,182.2,0.931,0.746,0.581
2019,Akron,126.1,1.0,0.135,0.689
2019,Alabama,436.0,0.757,0.33,0.632
2019,App State,342.2,0.967,0.696,0.839
2019,Arizona,212.8,0.949,0.946,0.79
2019,Arizona State,178.7,-0.005,0.611,0.462
2019,Arkansas,86.3,-0.182,0.337,0.466
2019,Arkansas State,171.5,0.07,0.359,0.331
2019,Army,230.4,0.995,0.499,0.542
2019,Auburn,145.0,0.159,1.04,0.447
2019,Ball State,171.7,0.263,0.311,0.484
2019,Baylor,392.1,0.957,0.774,0.797
2019,Boise State,165.5,0.017,0.469,0.225
2019,Boston College,205.1,0.699,0.549,0.799
2019,Bowling Green,99.0,0.094,0.922,0.373
2019,Buffalo,70.4,-0.034,0.667,0.353
2019,BYU,234.9,0.804,0.722,0.543
2019,California,96.8,4.767,1.008,0.406
2019,Central Michigan,5.6,0.934,0.81,0.863
2019,Charlotte,156.4,0.936,0.7,0.829
2019,Cincinnati,370.4,0.936,0.881,0.861
2019,Clemson,510.7,0.95,0.643,0.752
2019,Coastal Carolina,182.4,0.57,0.407,0.471
2019,Colorado,241.8,0.996,1.587,0.679
2019,Colorado State,87.2,0.147,-0.007,0.396
2019,Duke,93.3,0.058,0.427,0.391
2019,East Carolina,183.0,1.145,2.792,0.735
2019,Eastern Michigan,197.6,0.446,1.244,0.554
2019,Florida,360.1,0.986,0.733,0.854
2019,Florida Atlantic,169.8,1.062,-0.016,0.48
2019,Florida International,381.3,0.859,0.789,0.801
2019,Florida State,143.7,0.296,0.121,0.421
2019,Fresno State,142.7,0.012,0.542,0.416
2019,Georgia,294.5,0.771,0.534,0.601
2019,Georgia Southern,164.1,0.96,0.824,0.581
2019,Georgia State,234.1,0.805,0.835,0.773
2019,Georgia Tech,134.2,0.283,0.56,0.506
2019,Hawai'i,348.9,0.96,1.095,0.799
2019,Houston,508.4,1.01,0.913,0.892
2019,Illinois,154.2,-0.234,0.6,0.463
2019,Indiana,260.9,0.882,1.185,0.871
2019,Iowa,242.8,0.893,1.114,0.811
2019,Iowa State,204.8,0.762,0.414,0.47
2019,Kansas,94.1,0.399,0.644,0.504
2019,Kansas State,122.0,1.727,0.339,0.396
2019,Kent State,193.1,0.617,1.054,0.84
2019,Kentucky,147.0,0.876,0.387,0.568
2019,Liberty,289.4,1.016,0.693,0.872
2019,Louisiana,304.1,0.219,0.991,0.593
2019,Louisiana Tech,228.4,1.0,0.679,0.791
2019,Louisville,133.7,4.6,0.704,0.728
2019,LSU,303.9,1.0,0.725,0.731
2019,Marshall,188.0,1.015,0.664,0.703
2019,Maryland,190.5,0.153,0.812,0.587
2019,Massachusetts,135.4,0.106,0.222,0.225
2019,Memphis,380.2,0.992,0.287,0.677
2019,Miami,134.3,0.264,0.411,0.524
2019,Miami (OH),119.6,0.04,-0.196,0.319
2019,Michigan,331.6,0.99,0.557,0.618
2019,Michigan State,171.8,1.0,1.591,0.861
2019,Middle Tennessee,142.1,-0.027,0.51,0.372
2019,Minnesota,311.1,1.0,1.017,0.993
2019,Mississippi State,200.2,0.626,0.38,0.384
2019,Missouri,217.4,0.048,0.549,0.454
2019,Navy,108.1,0.787,0.54,0.441
2019,NC State,58.6,0.029,-1.529,0.248
2019,Nebraska,260.5,1.0,0.581,0.703
2019,Nevada,187.4,0.0,0.915,0.548
2019,New Mexico,148.2,1.251,1.551,0.589
2019,New Mexico State,155.9,1.09,0.974,0.857
2019,North Carolina,122.1,-0.421,0.863,0.423
2019,Northern Illinois,94.4,1.03,1.003,0.84
2019,North Texas,365.4,1.041,0.931,0.86
2019,Northwestern,103.4,-0.004,0.363,0.347
2019,Notre Dame,299.9,0.821,0.449,0.617
2019,Ohio,218.9,0.832,0.394,0.458
2019,Ohio State,203.5,0.095,0.307,0.324
2019,Oklahoma,294.5,0.04,0.455,0.424
2019,Oklahoma State,242.1,0.095,0.345,0.312
2019,Old Dominion,83.6,0.124,1.109,0.296
2019,Ole Miss,148.9,0.077,0.847,0.33
2019,Oregon,302.8,0.965,0.861,0.828
2019,Oregon State,276.0,0.608,0.909,0.761
2019,Penn State,129.5,0.522,0.108,0.198
2019,Pittsburgh,139.3,0.901,0.309,0.584
2019,Purdue,177.7,0.05,0.201,0.258
2019,Rice,77.0,0.217,-25.2,0.391
2019,Rutgers,5.3,0.792,0.07,0.732
2019,San Diego State,179.3,0.681,1.262,0.788
2019,San José State,105.1,0.624,0.453,0.564
2019,SMU,243.1,0.487,0.769,0.503
2019,South Alabama,51.3,-0.034,0.143,0.386
2019,South Carolina,319.2,0.764,0.885,0.772
2019,Southern Miss,178.2,1.028,-7.632,0.916
2019,South Florida,257.9,0.907,0.894,0.732
2019,Stanford,264.9,1.0,1.49,0.643
2019,Syracuse,144.7,-0.052,0.308,0.434
2019,TCU,150.4,0.799,0.635,0.595
2019,Temple,219.6,0.73,0.154,0.585
2019,Tennessee,228.3,0.78,0.885,0.871
2019,Texas,352.4,0.908,0.884,0.684
2019,Texas A&M,300.1,0.864,0.402,0.667
2019,Texas State,91.6,0.302,-13.437,0.643
2019,Texas Tech,304.4,0.914,0.538,0.626
2019,Toledo,217.6,1.0,0.854,0.712
2019,Troy,165.1,0.49,0.957,0.518
2019,Tulane,172.1,0.702,0.731,0.689
2019,Tulsa,180.5,0.934,0.73,0.744
2019,UAB,143.1,0.439,0.634,0.546
2019,UCF,479.1,0.954,0.826,0.87
2019,UCLA,183.4,0.372,0.808,0.65
2019,UConn,6.6,-0.002,-0.139,0.309
2019,UL Monroe,209.8,1.0,0.775,0.692
2019,UNLV,233.3,1.0,0.679,0.696
2019,USC,251.8,0.873,0.457,0.845
2019,Utah,339.1,0.973,0.99,0.87
2019,Utah State,326.3,0.972,0.496,0.595
2019,UTEP,35.3,3.875,1.079,0.68
2019,UTSA,23.6,0.756,-10.0,0.627
2019,Vanderbilt,227.8,-0.002,0.864,0.476
2019,Virginia,251.6,0.986,0.529,0.668
2019,Virginia Tech,276.8,0.848,0.843,0.707
2019,Wake Forest,260.9,1.028,0.901,0.759
2019,Washington,231.5,0.017,0.315,0.387
2019,Washington State,232.6,0.059,0.284,0.316
2019,Western Kentucky,166.5,0.782,0.679,0.783
2019,Western Michigan,256.8,1.0,0.696,0.668
2019,West Virginia,113.4,-0.011,1.019,0.476
2019,Wisconsin,267.2,0.296,0.696,0.652
2019,Wyoming,92.8,1.015,0.488,0.608
2020,Air Force,99.1,0.0,0.518,0.365
2020,Akron,83.1,-0.796,0.153,0.811
2020,Alabama,343.4,0.412,0.816,0.593
2020,App State,358.7,0.978,0.575,0.757
2020,Arizona,247.7,0.371,0.483,0.516
2020,Arizona State,195.0,0.921,1.122,0.511
2020,Arkansas,110.7,-0.877,1.023,0.505
2020,Arkansas State,314.8,0.983,0.973,0.8
2020,Army,174.6,0.889,0.607,0.515
2020,Auburn,285.6,0.983,0.595,0.71
2020,Ball State,319.1,1.0,0.652,0.776
2020,Baylor,340.2,0.942,0.905,0.781
2020,Boise State,335.9,0.617,0.731,0.73
2020,Boston College,191.3,0.358,0.339,0.514
2020,Bowling Green,91.2,0.793,0.103,0.723
2020,Buffalo,303.5,1.0,1.0,1.0
2020,BYU,293.0,0.913,0.878,0.728
2020,California,250.9,1.0,0.989,0.906
2020,Central Michigan,347.4,1.0,0.442,0.862
2020,Charlotte,338.7,0.984,0.636,0.696
2020,Cincinnati,237.4,0.888,0.761,0.612
2020,Clemson,521.0,0.852,0.95,0.849
2020,Coastal Carolina,279.2,1.0,0.836,0.82
2020,Colorado,89.6,0.022,0.28,0.443
2020,Colorado State,338.7,0.778,0.129,0.751
2020,Duke,59.2,-0.362,-0.243,0.476
2020,East Carolina,366.3,1.0,1.0,1.0
2020,Eastern Michigan,161.8,0.132,0.123,0.297
2020,Florida,297.3,0.777,0.475,0.631
2020,Florida Atlantic,135.2,0.05,0.9,0.385
2020,Florida International,56.9,0.034,0.231,0.233
2020,Florida State,244.8,0.704,0.401,0.527
2020,Fresno State,163.4,0.047,0.522,0.403
2020,Georgia,144.1,0.096,0.263,0.304
2020,Georgia Southern,148.8,0.906,1.0,0.966
2020,Georgia State,155.4,-0.024,0.286,0.361
2020,Georgia Tech,142.2,1.986,1.147,0.888
2020,Hawai'i,264.2,0.139,0.63,0.497
2020,Houston,219.4,1.235,0.46,0.757
2020,Illinois,204.9,1.0,0.647,0.711
2020,Indiana,249.7,0.347,0.634,0.594
2020,Iowa,189.5,0.004,0.34,0.522
2020,Iowa State,381.0,0.971,0.988,0.817
2020,Kansas,125.1,-0.025,0.76,0.439
2020,Kansas State,251.8,1.016,0.686,0.684
2020,Kent State,297.8,0.984,1.04,0.701
2020,Kentucky,122.2,1.71,0.481,0.657
2020,Liberty,145.8,-0.015,0.468,0.302
2020,Louisiana,424.9,0.921,0.765,0.783
2020,Louisiana Tech,198.7,0.026,0.479,0.53
2020,Louisville,391.3,0.963,1.0,0.961
2020,LSU,232.8,0.112,0.05,0.273
2020,Marshall,148.9,-0.005,0.754,0.491
2020,Maryland,87.4,-0.189,0.254,0.517
2020,Massachusetts,-5.5,3.971,-2.546,0.494
2020,Memphis,463.9,0.996,0.609,0.78
2020,Miami,183.9,0.25,0.543,0.476
2020,Miami (OH),160.3,1.037,0.902,0.859
2020,Michigan,151.1,0.104,0.842,0.443
2020,Michigan State,40.4,-0.015,8.379,0.396
2020,Middle Tennessee,272.5,1.0,0.657,0.833
2020,Minnesota,392.0,0.986,0.507,0.632
2020,Mississippi State,180.8,0.465,0.618,0.585
2020,Missouri,78.9,0.04,0.474,0.519
2020,Navy,208.2,0.129,0.423,0.553
2020,NC State,159.7,0.169,0.694,0.712
2020,Nebraska,167.9,0.885,0.76,0.729
2020,Nevada,194.6,0.883,0.665,0.706
2020,New Mexico,132.7,0.768,0.619,0.71
2020,New Mexico State,53.7,0.151,0.022,0.094
2020,North Carolina,502.3,0.98,0.778,0.95
2020,Northern Illinois,157.5,0.888,-0.243,0.543
2020,North Texas,186.8,0.029,-2.073,0.508
2020,Northwestern,88.3,1.0,1.022,0.969
2020,Notre Dame,278.2,0.83,0.578,0.64
2020,Ohio,232.8,0.035,0.444,0.566
2020,Ohio State,452.6,0.869,0.502,0.615
2020,Oklahoma,200.7,0.11,0.285,0.372
2020,Oklahoma State,360.3,0.788,0.983,0.856
2020,Old Dominion,81.5,0.954,0.818,0.722
2020,Ole Miss,321.8,1.0,0.983,0.853
2020,Oregon,251.1,0.076,0.758,0.541
2020,Oregon State,131.8,0.097,0.572,0.366
2020,Penn State,332.0,1.0,0.96,0.819
2020,Pittsburgh,198.6,0.892,1.848,0.782
2020,Purdue,281.9,1.0,1.0,0.933
2020,Rice,116.4,0.229,-1.098,0.529
2020,Rutgers,81.7,1.0,1.341,0.931
2020,San Diego State,159.8,0.183,0.4,0.492
2020,San José State,244.4,0.055,0.383,0.422
2020,SMU,361.5,0.947,0.168,0.571
2020,South Alabama,100.8,1.642,-0.203,0.536
2020,South Carolina,72.2,1.136,0.233,0.579
2020,Southern Miss,216.8,0.914,-1.581,0.618
2020,South Florida,146.9,0.325,0.542,0.618
2020,Stanford,225.9,0.685,0.276,0.57
2020,Syracuse,149.9,1.082,0.414,0.639
2020,TCU,177.2,1.978,0.54,0.568
2020,Temple,223.9,0.824,0.809,0.736
2020,Tennessee,166.2,0.944,1.326,0.709
2020,Texas,377.6,0.972,0.964,0.841
2020,Texas A&M,295.5,0.97,0.786,0.801
2020,Texas State,115.0,0.744,-1.179,0.581
2020,Texas Tech,187.5,0.214,0.474,0.487
2020,Toledo,205.7,0.384,0.582,0.739
2020,Troy,264.0,0.012,0.742,0.452
2020,Tulane,196.1,0.2,0.536,0.388
2020,Tulsa,299.8,1.0,1.0,0.94
2020,UAB,195.2,0.923,1.268,0.907
2020,UCF,446.1,0.89,0.768,0.818
2020,UCLA,264.8,0.88,0.457,0.753
2020,UConn,141.4,1.764,0.876,0.715
2020,UL Monroe,135.5,-0.171,0.301,0.396
2020,UNLV,207.5,1.0,1.0,1.0
2020,USC,469.8,0.93,1.004,0.875
2020,Utah,189.4,0.038,0.197,0.303
2020,Utah State,91.9,0.015,0.06,0.275
2020,UTEP,69.0,-0.03,-0.185,0.299
2020,UTSA,174.5,1.15,0.949,0.905
2020,Vanderbilt,35.0,0.014,0.092,0.194
2020,Virginia,106.7,0.031,0.177,0.234
2020,Virginia Tech,218.2,0.606,0.878,0.571
2020,Wake Forest,166.7,0.279,0.414,0.33
2020,Washington,110.1,0.037,0.294,0.261
2020,Washington State,228.3,0.107,1.049,0.412
2020,Western Kentucky,113.9,-0.02,0.267,0.391
2020,Western Michigan,138.9,0.021,0.123,0.225
2020,West Virginia,207.8,1.032,0.301,0.79
2020,Wisconsin,319.5,0.911,0.48,0.649
2020,Wyoming,195.3,1.638,0.856,0.745
2021,Air Force,127.1,1.0,0.777,0.724
2021,Akron,27.7,0.756,0.888,0.805
2021,Alabama,141.0,0.058,0.327,0.26
2021,App State,274.6,0.127,0.655,0.584
2021,Arizona,40.2,-2.98,0.749,0.478
2021,Arizona State,127.9,1.0,1.0,0.966
2021,Arkansas,157.6,-0.081,0.737,0.423
2021,Arkansas State,358.4,0.952,0.118,0.661
2021,Army,161.0,1.0,0.835,0.858
2021,Auburn,169.5,0.994,0.918,0.714
2021,Ball State,234.0,1.0,0.547,0.838
2021,Baylor,92.8,-0.093,-2.333,0.45
2021,Boise State,176.5,0.908,1.44,0.917
2021,Boston College,316.3,1.0,-1.25,0.801
2021,Bowling Green,5.3,1.0,1.145,0.582
2021,Buffalo,130.8,1.0,0.405,0.602
2021,BYU,262.4,0.101,0.682,0.557
2021,California,54.7,1.029,1.147,0.904
2021,Central Michigan,120.4,0.855,0.824,0.768
2021,Charlotte,120.7,1.0,0.347,0.815
2021,Cincinnati,314.8,0.955,0.754,0.735
2021,Clemson,145.0,0.206,0.234,0.351
2021,Coastal Carolina,409.3,0.964,0.707,0.72
2021,Colorado,102.3,0.189,0.716,0.547
2021,Colorado State,26.2,-0.285,1.071,0.69
2021,Duke,159.7,0.078,0.99,0.379
2021,East Carolina,206.2,1.0,1.0,1.0
2021,Eastern Michigan,194.3,1.0,0.983,0.921
2021,Florida,167.5,0.044,0.651,0.41
2021,Florida Atlantic,137.8,1.0,0.895,0.94
2021,Florida International,25.6,0.684,1.293,0.699
2021,Florida State,165.7,0.318,0.862,0.735
2021,Fresno State,230.7,0.977,0.953,0.96
2021,Georgia,304.6,1.135,0.979,0.923
2021,Georgia Southern,120.5,0.137,0.552,0.535
2021,Georgia State,269.6,1.0,1.017,0.981
2021,Georgia Tech,189.8,0.846,0.992,0.901
2021,Hawai'i,193.6,1.023,0.836,0.685
2021,Houston,128.9,0.986,0.773,0.723
2021,Illinois,124.0,1.0,0.98,0.921
2021,Indiana,147.5,1.0,0.354,0.678
2021,Iowa,118.5,0.935,0.515,0.765
2021,Iowa State,384.2,0.975,0.988,0.904
2021,Kansas,43.3,0.707,2.556,0.909
2021,Kansas State,177.4,1.119,1.249,0.785
2021,Kent State,230.2,1.0,1.0,0.911
2021,Kentucky,38.6,-7.316,0.302,0.423
2021,Liberty,380.7,0.919,0.847,0.831
2021,Louisiana,238.2,1.0,0.356,0.65
2021,Louisiana Tech,125.1,0.959,0.574,0.619
2021,Louisville,278.6,1.033,1.017,0.847
2021,LSU,200.4,0.571,0.871,0.668
2021,Marshall,175.8,0.952,0.515,0.728
2021,Maryland,120.3,0.921,0.057,0.675
2021,Massachusetts,-9.3,0.048,0.824,0.547
2021,Memphis,143.8,0.002,-0.528,0.494
2021,Miami,330.5,0.897,1.149,0.882
2021,Miami (OH),93.5,1.0,-0.074,0.92
2021,Michigan,92.7,0.29,0.825,0.531
2021,Michigan State,63.9,0.429,1.192,0.671
2021,Middle Tennessee,130.1,0.078,-0.33,0.435
2021,Minnesota,180.0,0.981,0.977,0.893
2021,Mississippi State,142.3,1.264,1.072,0.622
2021,Missouri,239.7,1.0,0.176,0.673
2021,Navy,42.7,-0.022,0.139,0.33
2021,NC State,264.5,0.374,0.75,0.689
2021,Nebraska,120.4,0.842,0.657,0.499
2021,Nevada,338.7,1.0,1.0,0.995
2021,New Mexico,100.7,1.0,0.939,0.834
2021,New Mexico State,6.8,1.0,0.519,0.923
2021,North Carolina,304.1,0.985,0.199,0.541
2021,Northern Illinois,71.2,0.0,0.35,0.522
2021,North Texas,231.4,0.568,0.611,0.517
2021,Northwestern,32.2,0.0,2.385,0.179
2021,Notre Dame,153.9,0.032,0.631,0.46
2021,Ohio,60.5,1.0,1.133,0.906
2021,Ohio State,170.0,0.106,0.235,0.401
2021,Oklahoma,351.1,0.872,0.161,0.591
2021,Oklahoma State,141.1,0.725,0.418,0.679
2021,Ole Miss,415.5,1.001,1.019,0.892
2021,Oregon,130.5,0.173,0.471,0.54
2021,Oregon State,163.3,1.0,0.662,0.765
2021,Penn State,249.6,0.93,0.781,0.808
2021,Pittsburgh,240.7,0.942,0.833,0.935
2021,Purdue,180.8,1.0,0.068,0.895
2021,Rice,40.7,0.124,0.819,0.706
2021,Rutgers,141.8,0.604,1.595,0.848
2021,San Diego State,109.0,0.604,1.1,0.798
2021,San José State,194.7,1.0,1.0,0.832
2021,SMU,175.4,-0.009,0.691,0.468
2021,South Alabama,197.9,0.859,-1.467,0.655
2021,South Carolina,147.9,0.268,0.887,0.518
2021,Southern Miss,112.1,0.006,0.409,0.469
2021,South Florida,136.8,0.714,1.06,0.941
2021,Stanford,97.5,0.133,0.827,0.489
2021,Syracuse,74.1,-0.097,-0.041,0.644
2021,TCU,200.5,0.888,0.853,0.863
2021,Temple,59.4,-0.016,1.0,0.499
2021,Tennessee,76.0,0.305,0.036,0.273
2021,Texas,160.0,0.136,0.668,0.395
2021,Texas A&M,241.5,0.05,0.875,0.599
2021,Texas State,248.8,1.002,1.005,0.905
2021,Texas Tech,180.0,0.459,0.986,0.679
2021,Toledo,201.2,0.397,0.898,0.715
2021,Troy,172.9,0.781,1.019,0.678
2021,Tulane,266.9,1.414,0.682,0.699
2021,Tulsa,166.9,0.229,0.574,0.471
2021,UAB,158.7,0.963,0.503,0.635
2021,UCF,320.3,0.948,0.439,0.589
2021,UCLA,220.0,1.0,0.678,0.757
2021,UL Monroe,144.3,1.035,-1.053,0.778
2021,UNLV,73.1,0.397,0.136,0.584
2021,USC,182.1,0.794,-8.333,0.653
2021,Utah,40.5,-0.056,0.065,0.268
2021,Utah State,41.7,-0.064,0.472,0.51
2021,UTEP,198.6,1.032,2.6,0.873
2021,UTSA,280.1,1.0,0.963,0.958
2021,Vanderbilt,149.9,1.0,0.54,0.934
2021,Virginia,259.7,0.973,1.0,0.942
2021,Virginia Tech,187.0,0.385,0.237,0.528
2021,Wake Forest,312.3,1.0,0.222,0.853
2021,Washington,114.6,0.964,1.014,0.916
2021,Washington State,25.1,0.179,0.983,0.855
2021,Western Kentucky,63.8,-0.198,0.155,0.319
2021,Western Michigan,219.2,1.0,0.981,0.894
2021,West Virginia,236.5,0.93,1.424,0.845
2021,Wisconsin,105.8,0.854,0.869,0.665
2021,Wyoming,93.8,1.0,0.913,0.946
2022,Air Force,261.7,0.998,0.84,0.861
2022,Akron,47.0,0.075,0.01,0.467
2022,Alabama,393.8,0.894,0.537,0.586
2022,App State,290.8,0.967,1.055,0.673
2022,Arizona,154.2,1.0,0.677,0.825
2022,Arizona State,54.3,0.084,0.107,0.134
2022,Arkansas,275.7,1.007,0.959,0.744
2022,Arkansas State,109.1,0.082,-0.184,0.252
2022,Army,174.8,-0.038,0.684,0.525
2022,Auburn,173.4,0.046,0.662,0.558
2022,Ball State,100.3,0.075,0.082,0.459
2022,Baylor,88.1,0.257,0.1,0.171
2022,Boise State,283.7,1.027,0.614,0.635
2022,Boston College,202.2,0.538,0.736,0.597
2022,Bowling Green,109.0,1.145,1.0,0.993
2022,Buffalo,94.6,0.117,0.213,0.363
2022,BYU,300.9,0.82,0.297,0.587
2022,California,63.0,0.0,0.343,0.226
2022,Central Michigan,269.5,0.782,0.781,0.7
2022,Charlotte,382.8,1.0,0.979,0.916
2022,Cincinnati,148.1,-0.003,0.183,0.241
2022,Clemson,206.2,0.206,0.732,0.621
2022,Coastal Carolina,354.2,0.943,0.613,0.623
2022,Colorado,131.2,0.596,0.635,0.717
2022,Colorado State,104.0,-0.006,-0.948,0.422
2022,Duke,108.0,0.071,0.468,0.329
2022,East Carolina,313.9,0.913,1.07,0.873
2022,Eastern Michigan,184.9,0.09,0.318,0.451
2022,Florida,155.2,0.131,0.27,0.302
2022,Florida Atlantic,149.4,1.081,1.077,0.746
2022,Florida International,103.5,0.153,0.373,0.372
2022,Florida State,265.1,0.758,0.647,0.598
2022,Fresno State,474.1,0.986,1.2,0.791
2022,Georgia,389.9,0.768,0.475,0.63
2022,Georgia Southern,90.3,0.114,0.375,0.403
2022,Georgia State,326.4,0.957,0.956,0.79
2022,Georgia Tech,168.5,0.829,0.746,0.407
2022,Hawai'i,85.9,0.111,0.263,0.282
2022,Houston,417.2,1.017,0.889,0.834
2022,Illinois,126.5,-0.075,0.747,0.694
2022,Indiana,30.4,0.354,0.781,0.377
2022,Iowa,182.9,1.009,13.048,0.648
2022,Iowa State,142.6,0.028,0.215,0.222
2022,Kansas,212.9,0.913,1.108,0.722
2022,Kansas State,187.7,0.133,0.796,0.585
2022,Kent State,244.1,0.039,0.592,0.49
2022,Kentucky,271.5,1.001,0.981,0.642
2022,Liberty,136.9,0.112,0.184,0.255
2022,Louisiana,149.9,0.22,0.179,0.28
2022,Louisiana Tech,98.3,0.007,-0.504,0.269
2022,Louisville,391.1,0.697,0.678,0.653
2022,LSU,214.0,0.128,0.177,0.287
2022,Marshall,165.5,0.013,0.754,0.408
2022,Maryland,337.5,0.901,0.659,0.676
2022,Massachusetts,103.9,0.018,0.839,0.848
2022,Memphis,338.0,1.077,0.795,0.797
2022,Miami,317.1,0.848,0.69,0.589
2022,Miami (OH),296.6,0.703,0.883,0.737
2022,Michigan,338.4,1.008,0.465,0.741
2022,Michigan State,334.4,0.976,0.274,0.644
2022,Middle Tennessee,198.5,0.87,1.321,0.604
2022,Minnesota,305.0,1.0,0.568,0.674
2022,Mississippi State,229.3,0.067,0.948,0.401
2022,Missouri,145.7,0.119,0.334,0.299
2022,Navy,34.6,3.889,0.268,0.472
2022,NC State,288.5,0.938,0.189,0.62
2022,Nebraska,324.5,0.537,0.377,0.556
2022,Nevada,40.3,0.0,0.988,0.287
2022,New Mexico,21.2,-10.917,1.449,0.344
2022,New Mexico State,62.5,0.296,-0.053,0.287
2022,North Carolina,225.1,0.26,0.21,0.356
2022,Northern Illinois,394.5,0.992,0.803,0.763
2022,North Texas,267.9,0.966,0.748,0.749
2022,Northwestern,139.8,0.409,0.631,0.694
2022,Notre Dame,211.7,0.223,0.525,0.402
2022,Ohio,106.2,0.701,0.308,0.551
2022,Ohio State,582.1,0.875,0.766,0.743
2022,Oklahoma,143.4,0.085,0.176,0.211
2022,Oklahoma State,336.0,0.899,0.82,0.66
2022,Old Dominion,299.0,0.936,1.024,0.914
2022,Ole Miss,14.7,-0.16,0.007,0.107
2022,Oregon,75.2,0.077,0.083,0.183
2022,Oregon State,323.0,0.934,0.634,0.641
2022,Penn State,250.4,0.914,2.029,0.692
2022,Pittsburgh,187.7,0.104,0.546,0.387
2022,Purdue,332.8,0.834,0.497,0.603
2022,Rice,94.3,0.117,0.686,0.389
2022,Rutgers,127.3,0.936,0.806,0.709
2022,San Diego State,91.2,0.03,0.21,0.242
2022,San José State,137.3,0.357,0.647,0.483
2022,SMU,412.7,0.984,0.753,0.743
2022,South Alabama,113.4,0.165,-0.073,0.503
2022,South Carolina,181.3,0.438,0.078,0.548
2022,Southern Miss,133.1,0.926,0.68,0.877
2022,South Florida,157.9,-0.127,0.512,0.38
