season,team,ret_ppa,ret_pass_pct,ret_rush_pct,ret_usage
2022,Stanford,194.8,0.98,0.349,0.678
2022,Syracuse,245.0,0.64,0.798,0.766
2022,TCU,386.2,0.974,0.658,0.826
2022,Temple,146.3,1.416,0.289,0.543
2022,Tennessee,390.7,1.018,0.757,0.806
2022,Texas,266.2,0.262,0.796,0.601
2022,Texas A&M,164.4,0.308,0.567,0.338
2022,Texas State,150.5,0.066,0.665,0.422
2022,Texas Tech,267.3,0.669,0.69,0.664
2022,Toledo,227.0,0.819,0.543,0.533
2022,Troy,256.6,0.548,0.657,0.642
2022,Tulane,273.6,0.996,0.917,0.864
2022,Tulsa,229.4,1.0,0.873,0.654
2022,UAB,285.6,0.919,0.93,0.776
2022,UCF,239.5,0.685,0.772,0.799
2022,UCLA,320.9,1.0,0.806,0.751
2022,UConn,92.7,2.143,0.457,0.446
2022,UL Monroe,185.8,0.785,0.887,0.737
2022,UNLV,97.9,0.777,0.125,0.495
2022,USC,118.9,0.016,0.247,0.15
2022,Utah,408.0,0.874,0.971,0.825
2022,Utah State,355.3,0.824,0.507,0.698
2022,UTEP,242.6,0.941,0.516,0.786
2022,UTSA,460.9,0.995,0.445,0.69
2022,Vanderbilt,127.0,0.981,1.292,0.83
2022,Virginia,488.0,1.0,0.701,0.814
2022,Virginia Tech,79.9,0.07,0.055,0.323
2022,Wake Forest,513.8,1.005,0.84,0.776
2022,Washington,239.8,1.023,0.695,0.735
2022,Washington State,18.4,-0.008,-0.173,0.088
2022,Western Kentucky,239.0,0.0,0.28,0.287
2022,Western Michigan,178.3,0.079,0.705,0.396
2022,West Virginia,65.9,-0.034,0.235,0.219
2022,Wisconsin,195.9,0.898,0.999,0.799
2022,Wyoming,79.3,0.0,0.205,0.228
2023,Air Force,121.7,0.295,0.444,0.267
2023,Akron,261.0,0.952,0.739,0.761
2023,Alabama,233.1,0.135,0.492,0.409
2023,App State,208.3,0.089,0.508,0.392
2023,Arizona,472.7,0.995,1.013,0.924
2023,Arizona State,252.0,0.753,0.075,0.411
2023,Arkansas,273.0,0.904,0.983,0.777
2023,Arkansas State,52.0,0.045,5.909,0.221
2023,Army,122.5,-0.019,0.472,0.485
2023,Auburn,231.3,0.794,0.86,0.657
2023,Ball State,65.9,0.0,0.132,0.145
2023,Baylor,255.6,0.755,0.565,0.691
2023,Boise State,395.3,0.935,1.021,0.857
2023,Boston College,121.9,0.511,2.776,0.593
2023,Bowling Green,100.6,0.087,0.104,0.465
2023,Buffalo,196.2,0.876,0.915,0.791
2023,BYU,139.1,0.084,-0.004,0.225
2023,California,178.4,0.0,0.58,0.34
2023,Central Michigan,104.3,-0.073,0.997,0.323
2023,Charlotte,59.0,0.035,0.33,0.222
2023,Cincinnati,27.6,-0.024,0.429,0.261
2023,Clemson,238.4,0.296,0.741,0.505
2023,Coastal Carolina,416.2,0.982,1.128,0.893
2023,Colorado,16.6,0.0,0.272,0.13
2023,Colorado State,159.2,1.0,-2.348,0.825
2023,Duke,428.1,1.0,1.005,0.991
2023,East Carolina,46.9,0.016,-0.255,0.209
2023,Eastern Michigan,225.2,0.281,0.946,0.536
2023,Florida,155.7,0.087,0.401,0.438
2023,Florida Atlantic,162.8,0.169,0.913,0.442
2023,Florida International,186.9,0.889,0.993,0.78
2023,Florida State,411.4,0.96,0.832,0.792
2023,Fresno State,81.0,0.179,0.23,0.261
2023,Georgia,300.2,0.178,0.532,0.446
2023,Georgia Southern,250.3,0.007,0.617,0.375
2023,Georgia State,273.8,1.0,0.782,0.669
2023,Georgia Tech,69.9,0.86,0.473,0.382
2023,Hawai'i,172.4,0.92,0.595,0.67
2023,Houston,154.2,0.005,0.333,0.269
2023,Illinois,93.7,-0.007,-0.119,0.268
2023,Indiana,75.2,-0.362,0.6,0.345
2023,Iowa,64.2,-0.068,0.673,0.426
2023,Iowa State,224.7,0.911,7.143,0.687
2023,James Madison,47.7,-0.026,-0.654,0.321
2023,Kansas,565.6,1.027,1.015,0.937
2023,Kansas State,216.0,0.763,0.293,0.369
2023,Kent State,24.9,0.126,0.047,0.117
2023,Kentucky,150.0,-0.182,-0.7,0.417
2023,Liberty,189.7,0.98,0.151,0.544
2023,Louisiana,231.7,0.804,1.168,0.744
2023,Louisiana Tech,158.9,0.092,0.928,0.445
2023,Louisville,84.2,0.164,0.257,0.395
2023,LSU,519.9,0.983,0.993,0.888
2023,Marshall,113.2,0.287,0.535,0.481
2023,Maryland,371.7,1.011,1.086,0.88
2023,Massachusetts,56.8,-1.96,0.905,0.678
2023,Memphis,242.3,0.9,0.743,0.71
2023,Miami,247.0,0.779,0.675,0.658
2023,Miami (OH),151.3,0.863,1.081,0.784
2023,Michigan,409.3,0.936,0.963,0.825
2023,Michigan State,70.3,0.152,-0.536,0.254
2023,Middle Tennessee,130.6,0.029,0.609,0.315
2023,Minnesota,170.6,0.336,0.161,0.344
2023,Mississippi State,271.7,0.96,0.605,0.715
2023,Missouri,240.3,0.984,1.002,0.83
2023,Navy,100.8,0.68,0.624,0.751
2023,NC State,123.6,0.268,0.011,0.449
2023,Nebraska,49.8,-0.063,0.179,0.403
2023,Nevada,38.1,-0.03,-0.185,0.333
2023,New Mexico,18.9,0.726,0.419,0.395
2023,New Mexico State,300.2,0.958,0.969,0.946
2023,North Carolina,478.5,0.971,0.952,0.873
2023,Northern Illinois,213.3,0.976,0.501,0.555
2023,North Texas,226.1,-0.002,0.819,0.535
2023,Northwestern,160.2,0.958,-1.882,0.599
2023,Notre Dame,127.7,0.118,0.418,0.324
2023,Ohio,491.8,1.0,0.998,0.935
2023,Ohio State,397.3,0.201,0.957,0.636
2023,Oklahoma,201.7,0.895,0.348,0.675
2023,Oklahoma State,103.5,0.251,-0.088,0.335
2023,Old Dominion,63.2,0.066,-4.5,0.223
2023,Ole Miss,305.2,0.956,0.738,0.728
2023,Oregon,442.0,0.932,0.844,0.844
2023,Oregon State,244.5,0.465,0.624,0.624
2023,Penn State,186.0,0.118,0.884,0.489
2023,Pittsburgh,130.3,0.244,0.209,0.292
2023,Purdue,154.6,0.03,1.0,0.363
2023,Rice,162.5,0.195,0.605,0.464
2023,Rutgers,81.3,0.765,0.5,0.765
2023,San Diego State,235.7,1.07,1.865,0.611
2023,San José State,275.4,1.001,1.183,0.841
2023,SMU,253.0,0.253,0.806,0.413
2023,South Alabama,405.1,0.985,1.019,0.856
2023,South Carolina,278.0,0.935,0.49,0.644
2023,Southern Miss,213.8,0.435,1.521,0.651
2023,South Florida,163.1,0.699,0.497,0.446
2023,Stanford,144.1,0.133,0.984,0.382
2023,Syracuse,283.7,0.938,0.649,0.706
2023,TCU,80.4,0.084,-0.015,0.125
2023,Temple,277.4,1.0,0.831,0.819
2023,Tennessee,271.4,0.271,0.578,0.508
2023,Texas,266.7,0.71,0.096,0.561
2023,Texas A&M,196.3,0.559,0.239,0.516
2023,Texas State,115.8,0.028,1.068,0.447
2023,Texas Tech,337.1,0.521,0.646,0.65
2023,Toledo,351.3,1.0,0.951,0.91
2023,Troy,234.3,0.765,0.766,0.674
2023,Tulane,311.3,0.917,0.437,0.635
2023,Tulsa,107.9,0.231,0.423,0.351
2023,UAB,178.0,0.21,0.311,0.44
2023,UCF,345.6,0.695,0.663,0.666
2023,UCLA,174.8,0.129,0.161,0.277
2023,UConn,133.3,0.606,0.68,0.753
2023,UL Monroe,89.6,0.085,-0.155,0.123
2023,UNLV,166.0,1.059,0.529,0.621
2023,USC,599.9,0.925,0.605,0.764
2023,Utah,364.9,1.0,0.752,0.781
2023,Utah State,125.7,0.559,0.927,0.451
2023,UTEP,188.9,0.715,0.474,0.659
2023,UTSA,487.5,1.001,0.936,0.736
2023,Vanderbilt,139.7,0.501,-0.328,0.618
2023,Virginia,31.6,0.111,-0.393,0.302
2023,Virginia Tech,134.7,0.762,0.635,0.691
2023,Wake Forest,235.8,0.075,-0.186,0.363
2023,Washington,610.9,1.004,0.544,0.851
2023,Washington State,231.9,0.805,0.97,0.828
2023,Western Kentucky,327.8,1.007,0.551,0.764
2023,Western Michigan,92.9,0.901,0.075,0.605
2023,West Virginia,151.7,0.231,1.034,0.362
2023,Wisconsin,205.8,0.309,0.693,0.5
2023,Wyoming,172.3,0.894,0.797,0.643
2024,Air Force,100.6,0.106,0.238,0.217
2024,Akron,65.6,0.074,0.536,0.215
2024,Alabama,303.8,1.009,0.699,0.547
2024,App State,503.6,0.966,0.859,0.792
2024,Arizona,295.2,0.909,0.045,0.542
2024,Arizona State,145.1,0.905,0.907,0.595
2024,Arkansas,182.3,0.027,0.008,0.307
2024,Arkansas State,341.0,1.045,1.021,0.849
2024,Army,140.4,1.035,0.662,0.743
2024,Auburn,233.5,1.047,0.872,0.845
2024,Ball State,108.0,0.553,0.534,0.563
2024,Baylor,204.8,0.308,0.617,0.596
2024,Boise State,249.8,0.562,0.548,0.486
2024,Boston College,352.0,1.024,0.972,0.84
2024,Bowling Green,246.8,0.969,0.741,0.721
2024,Buffalo,38.1,0.067,0.455,0.168
2024,BYU,109.5,-0.407,0.698,0.561
2024,California,205.4,0.84,0.512,0.661
2024,Central Michigan,174.4,0.174,0.357,0.519
2024,Charlotte,134.6,0.575,0.328,0.545
2024,Cincinnati,121.2,-0.016,0.399,0.33
2024,Clemson,256.2,0.872,0.732,0.778
2024,Coastal Carolina,126.6,0.168,0.518,0.393
2024,Colorado,287.1,0.994,0.567,0.621
2024,Colorado State,306.5,0.914,0.91,0.733
2024,Duke,165.2,0.533,0.221,0.496
2024,East Carolina,53.1,-0.101,-0.924,0.327
2024,Eastern Michigan,35.4,0.0,-0.118,0.112
2024,Florida,321.2,0.906,0.605,0.718
2024,Florida Atlantic,7.8,0.037,-0.107,0.083
2024,Florida International,178.6,0.93,0.777,0.804
2024,Florida State,95.2,-0.047,0.459,0.262
2024,Fresno State,330.4,0.884,0.795,0.762
2024,Georgia,438.1,0.966,0.36,0.579
2024,Georgia Southern,212.6,0.054,0.971,0.375
2024,Georgia State,125.5,0.057,0.208,0.136
2024,Georgia Tech,412.8,1.0,0.767,0.852
2024,Hawai'i,396.9,0.964,0.106,0.883
2024,Houston,231.4,0.977,1.282,0.828
2024,Illinois,192.2,0.547,0.86,0.554
2024,Indiana,126.1,0.432,-0.148,0.285
2024,Iowa,56.1,-0.145,2.079,0.617
2024,Iowa State,385.8,0.945,1.25,0.762
2024,Jacksonville State,132.0,0.366,0.35,0.405
2024,James Madison,20.2,-0.016,-0.241,0.056
2024,Kansas,380.3,0.314,0.78,0.69
2024,Kansas State,206.9,0.147,0.515,0.396
2024,Kent State,126.0,0.558,5.4,0.502
2024,Kentucky,135.3,0.079,0.18,0.186
2024,Liberty,463.7,1.03,0.893,0.821
2024,Louisiana,189.6,0.437,0.244,0.577
2024,Louisiana Tech,101.0,0.379,0.191,0.27
2024,Louisville,76.3,0.066,0.068,0.171
2024,LSU,148.1,0.121,0.214,0.302
2024,Marshall,88.1,0.206,0.007,0.26
2024,Maryland,168.7,-0.038,0.472,0.413
2024,Massachusetts,99.0,0.501,0.272,0.393
2024,Memphis,496.5,0.937,0.697,0.735
2024,Miami,234.9,0.183,0.418,0.413
2024,Miami (OH),199.9,0.816,0.594,0.494
2024,Michigan,145.6,0.083,0.204,0.321
2024,Michigan State,75.6,0.022,2.091,0.314
2024,Middle Tennessee,227.1,0.945,0.87,0.795
2024,Minnesota,143.5,0.08,0.727,0.386
2024,Mississippi State,50.4,-0.081,0.461,0.223
2024,Missouri,461.9,1.0,0.462,0.659
2024,Navy,89.7,-7.621,0.674,0.603
2024,NC State,111.0,0.041,0.204,0.221
2024,Nebraska,147.4,0.543,0.572,0.589
2024,Nevada,111.8,0.874,1.43,0.682
2024,New Mexico,163.4,0.219,0.381,0.261
2024,New Mexico State,75.4,0.0,0.278,0.099
2024,North Carolina,238.3,-0.01,0.497,0.454
2024,Northern Illinois,200.9,0.218,0.806,0.575
2024,North Texas,110.5,0.062,-0.006,0.1
2024,Northwestern,144.2,0.057,0.141,0.42
2024,Notre Dame,214.4,0.247,0.17,0.346
2024,Ohio,53.4,0.073,0.344,0.095
2024,Ohio State,120.7,0.024,0.626,0.318
2024,Oklahoma,269.4,0.171,0.373,0.37
2024,Oklahoma State,388.4,0.972,0.886,0.8
2024,Old Dominion,190.4,0.791,0.668,0.567
2024,Ole Miss,488.2,0.896,0.879,0.642
2024,Oregon,298.2,0.077,0.387,0.323
2024,Oregon State,37.2,0.003,0.037,0.078
2024,Penn State,346.3,0.968,0.885,0.856
2024,Pittsburgh,171.0,0.456,1.321,0.418
2024,Purdue,170.0,0.909,0.569,0.688
2024,Rice,216.6,0.075,0.919,0.512
2024,Rutgers,124.4,0.084,0.535,0.421
2024,Sam Houston,119.5,-0.004,3.69,0.48
2024,San Diego State,84.5,0.0,0.523,0.408
2024,San José State,104.6,-0.006,-0.044,0.118
2024,SMU,585.2,0.989,0.825,0.915
2024,South Alabama,207.3,0.153,0.428,0.343
2024,South Carolina,79.8,0.099,0.134,0.138
2024,Southern Miss,66.8,0.161,0.24,0.283
2024,South Florida,395.1,1.0,0.886,0.905
2024,Stanford,252.8,1.006,0.936,0.834
2024,Syracuse,91.3,0.163,0.146,0.48
2024,TCU,287.1,0.585,0.06,0.522
2024,Temple,94.7,-0.016,-0.162,0.175
2024,Tennessee,153.8,0.071,0.336,0.357
2024,Texas,244.9,0.814,0.503,0.561
2024,Texas A&M,279.7,0.564,0.988,0.631
2024,Texas State,228.0,0.008,0.372,0.362
2024,Texas Tech,227.1,0.765,0.927,0.742
2024,Toledo,249.9,0.168,0.106,0.421
2024,Troy,127.2,0.079,0.067,0.169
2024,Tulane,121.0,0.112,0.684,0.481
2024,Tulsa,252.4,0.891,0.79,0.677
2024,UAB,334.6,0.934,0.574,0.709
2024,UCF,244.9,-0.001,0.574,0.446
2024,UCLA,276.0,0.51,0.656,0.472
2024,UConn,85.2,0.01,1.072,0.397
2024,UL Monroe,39.0,-0.417,0.811,0.239
2024,UNLV,234.0,0.071,0.241,0.305
2024,USC,150.8,0.19,0.159,0.196
2024,Utah,91.2,0.244,0.015,0.276
2024,Utah State,200.0,0.02,0.324,0.312
2024,UTEP,85.5,0.57,-0.404,0.3
2024,UTSA,149.4,0.094,0.572,0.531
2024,Vanderbilt,47.5,0.0,-0.332,0.238
2024,Virginia,230.7,0.918,0.389,0.716
2024,Virginia Tech,318.4,0.684,1.004,0.869
2024,Wake Forest,92.2,0.258,0.263,0.391
2024,Washington,18.2,0.009,0.021,0.035
2024,Washington State,134.4,0.093,0.342,0.217
2024,Western Kentucky,191.4,0.131,0.425,0.345
2024,Western Michigan,202.5,0.754,0.812,0.702
2024,West Virginia,369.2,0.966,1.05,0.899
2024,Wisconsin,179.5,0.104,0.301,0.446
2024,Wyoming,77.1,0.108,0.323,0.448
2025,Air Force,132.2,0.226,0.501,0.556
2025,Akron,105.8,0.788,0.064,0.531
2025,Alabama,187.5,0.394,0.208,0.395
2025,App State,48.8,0.0,-0.092,0.127
2025,Arizona,199.6,1.044,1.089,0.675
2025,Arizona State,341.1,0.905,0.424,0.612
2025,Arkansas,204.1,0.848,0.47,0.553
2025,Arkansas State,258.9,0.896,0.354,0.701
2025,Army,92.9,0.106,0.245,0.297
2025,Auburn,97.6,0.0,0.037,0.19
2025,Ball State,28.7,-0.007,-0.156,0.097
2025,Baylor,428.0,1.0,1.029,0.782
2025,Boise State,363.0,0.957,0.305,0.545
2025,Boston College,257.8,0.394,0.871,0.448
2025,Bowling Green,34.7,0.024,0.173,0.056
2025,Buffalo,165.4,0.364,0.95,0.684
2025,BYU,148.9,0.127,0.531,0.278
2025,California,23.5,-0.066,0.1,0.073
2025,Central Michigan,26.0,0.572,0.123,0.342
2025,Charlotte,61.8,0.0,0.077,0.095
2025,Cincinnati,211.1,1.008,0.637,0.636
2025,Clemson,374.4,1.0,0.696,0.753
2025,Coastal Carolina,141.1,-0.029,0.026,0.161
2025,Colorado,38.1,-0.026,-0.143,0.196
2025,Colorado State,194.5,0.85,0.363,0.649
2025,Duke,65.9,0.017,0.479,0.267
2025,East Carolina,225.5,0.762,0.336,0.453
2025,Eastern Michigan,77.6,0.04,0.036,0.124
2025,Florida,194.9,0.702,0.715,0.639
2025,Florida Atlantic,72.8,-0.068,0.273,0.179
2025,Florida International,141.9,1.009,0.955,0.613
2025,Florida State,26.1,-0.884,-0.07,0.34
2025,Fresno State,58.8,0.037,1.087,0.3
2025,Georgia,188.4,0.132,0.378,0.351
2025,Georgia Southern,284.7,0.846,0.781,0.684
2025,Georgia State,179.2,0.619,0.233,0.377
2025,Georgia Tech,323.2,0.997,0.846,0.736
2025,Hawai'i,202.6,0.438,0.119,0.349
2025,Houston,96.6,1.0,0.61,0.669
2025,Illinois,251.6,0.912,0.518,0.74
2025,Indiana,154.3,0.031,0.099,0.148
2025,Iowa,126.8,0.113,0.202,0.357
2025,Iowa State,299.9,0.953,1.07,0.755
2025,Jacksonville State,62.4,0.025,0.013,0.079
2025,James Madison,214.9,0.71,0.894,0.762
2025,Kansas,197.2,0.952,0.466,0.512
2025,Kansas State,349.1,0.933,0.635,0.691
2025,Kennesaw State,54.1,0.338,-5.909,0.511
2025,Kent State,19.5,-0.052,0.284,0.299
2025,Kentucky,71.5,-0.322,0.261,0.253
2025,Liberty,104.9,0.021,0.031,0.216
2025,Louisiana,82.0,-0.011,0.383,0.347
2025,Louisiana Tech,127.7,1.022,1.027,0.627
2025,Louisville,192.9,0.0,0.849,0.376
2025,LSU,331.2,0.951,0.672,0.711
2025,Marshall,26.2,0.0,0.0,0.024
2025,Maryland,49.7,0.05,-0.014,0.119
2025,Massachusetts,83.0,0.228,-0.011,0.17
2025,Memphis,66.7,0.017,0.173,0.078
2025,Miami,94.6,0.059,0.401,0.189
2025,Miami (OH),28.9,0.059,0.196,0.104
2025,Michigan,102.9,0.861,0.07,0.36
2025,Michigan State,207.2,1.001,0.891,0.653
2025,Middle Tennessee,177.6,1.0,1.153,0.65
2025,Minnesota,119.0,0.069,0.575,0.302
2025,Mississippi State,156.9,0.321,0.637,0.495
2025,Missouri,80.4,-0.009,0.184,0.131
2025,Navy,331.9,1.0,0.972,0.909
2025,NC State,336.0,0.83,0.733,0.625
2025,Nebraska,173.8,0.843,0.519,0.651
2025,Nevada,93.4,0.169,-0.015,0.178
2025,New Mexico,12.5,0.0,0.0,0.009
2025,New Mexico State,117.1,-26.167,0.336,0.339
2025,North Carolina,68.5,-0.079,0.17,0.173
2025,Northern Illinois,67.6,0.197,0.322,0.315
2025,North Texas,138.8,0.109,0.232,0.26
2025,Northwestern,43.0,-0.452,0.333,0.315
2025,Notre Dame,195.6,0.073,0.478,0.382
2025,Ohio,282.4,0.968,0.739,0.606
2025,Ohio State,221.2,0.04,0.053,0.195
2025,Oklahoma,145.8,0.635,0.486,0.489
2025,Oklahoma State,56.1,0.062,0.294,0.151
2025,Old Dominion,163.6,0.85,0.677,0.443
2025,Ole Miss,117.2,0.043,0.061,0.146
2025,Oregon,116.9,0.009,0.113,0.246
2025,Oregon State,179.7,-0.027,0.395,0.498
2025,Penn State,343.3,0.879,0.705,0.767
2025,Pittsburgh,274.7,0.727,0.535,0.674
2025,Purdue,46.2,0.133,0.496,0.367
2025,Rice,30.1,-0.067,0.23,0.146
2025,Rutgers,259.5,1.0,0.528,0.663
2025,Sam Houston,138.6,0.776,0.679,0.439
2025,San Diego State,31.0,0.13,-0.007,0.065
2025,San José State,185.5,0.504,1.767,0.591
2025,SMU,282.3,0.914,0.244,0.498
2025,South Alabama,135.4,0.24,0.319,0.332
2025,South Carolina,283.6,0.837,0.534,0.634
2025,Southern Miss,24.5,0.429,-0.013,0.085
2025,South Florida,115.9,0.189,0.291,0.231
2025,Stanford,38.6,1.236,-0.15,0.321
2025,Syracuse,88.6,0.013,-0.298,0.124
2025,TCU,331.9,0.956,0.282,0.595
2025,Temple,101.1,1.078,2.0,0.585
2025,Tennessee,95.0,0.025,0.237,0.225
2025,Texas,172.5,0.266,0.614,0.395
2025,Texas A&M,213.3,0.679,0.906,0.695
2025,Texas State,117.3,0.021,0.409,0.234
2025,Texas Tech,332.6,0.962,0.304,0.622
2025,Toledo,266.6,0.81,-2.175,0.756
2025,Troy,100.2,0.274,0.14,0.267
2025,Tulane,75.2,0.017,0.388,0.203
2025,Tulsa,73.8,0.388,0.111,0.296
2025,UAB,149.0,0.805,-0.069,0.438
2025,UCF,37.9,-0.427,0.264,0.175
2025,UCLA,76.3,0.0,-0.339,0.213
2025,UConn,258.5,0.963,0.492,0.757
2025,UL Monroe,144.9,0.922,0.437,0.393
2025,UNLV,64.3,0.14,0.222,0.195
2025,USC,192.5,0.151,0.222,0.29
2025,Utah,36.0,0.116,0.092,0.303
2025,Utah State,113.5,0.208,0.484,0.23
2025,UTEP,156.5,1.244,0.295,0.537
2025,UTSA,377.3,1.083,0.759,0.749
2025,Vanderbilt,318.7,0.992,0.906,0.924
2025,Virginia,88.4,0.133,0.315,0.202
2025,Virginia Tech,123.6,1.031,0.418,0.52
2025,Wake Forest,97.5,0.0,0.575,0.359
2025,Washington,206.8,0.237,0.818,0.491
2025,Washington State,103.8,0.189,0.108,0.178
2025,Western Kentucky,63.4,0.056,0.218,0.098
2025,Western Michigan,121.4,0.047,0.658,0.235
2025,West Virginia,85.3,0.157,0.207,0.291
2025,Wisconsin,132.3,0.061,0.324,0.248
2025,Wyoming,189.6,1.0,1.46,0.689
2026,Air Force,185.9,1.017,0.697,0.625
2026,Akron,158.8,0.874,1.022,0.943
2026,Alabama,120.2,0.123,-0.669,0.301
2026,App State,107.7,-0.309,0.85,0.523
2026,Arizona,202.4,1.199,0.603,0.686
2026,Arizona State,37.6,0.054,-0.048,0.135
2026,Arkansas,65.7,0.187,0.145,0.196
2026,Arkansas State,73.9,0.072,-2.463,0.389
2026,Army,168.5,0.626,0.886,0.586
2026,Auburn,35.8,0.0,0.263,0.196
2026,Ball State,5.6,0.0,-1.036,0.173
2026,Baylor,212.6,0.777,0.677,0.651
2026,Boise State,234.2,0.943,1.004,0.734
2026,Boston College,45.8,0.083,-0.623,0.095
2026,Bowling Green,-7.1,9.4,0.0,0.226
2026,Buffalo,-1.6,0.094,0.09,0.146
2026,BYU,284.3,1.0,0.965,0.882
2026,California,188.8,0.887,0.0,0.53
2026,Central Michigan,134.9,0.092,1.228,0.422
2026,Charlotte,53.6,1.13,0.268,0.478
2026,Cincinnati,34.8,0.035,0.041,0.071
2026,Clemson,124.3,0.141,-0.377,0.373
2026,Coastal Carolina,28.4,0.115,0.161,0.226
2026,Colorado,26.4,-0.261,-0.371,0.36
2026,Colorado State,79.6,0.23,-0.28,0.306
2026,Delaware,299.8,0.963,0.877,0.917
2026,Duke,75.6,0.041,0.432,0.22
2026,East Carolina,50.6,0.0,0.268,0.136
2026,Eastern Michigan,228.5,0.974,0.486,0.587
2026,Florida,143.0,0.943,0.893,0.79
2026,Florida Atlantic,266.8,0.934,1.068,0.65
2026,Florida International,75.2,-0.006,0.164,0.263
2026,Florida State,162.9,0.125,0.282,0.305
2026,Fresno State,104.6,0.073,0.166,0.491
2026,Georgia,248.1,0.997,0.993,0.742
2026,Georgia Southern,19.4,-0.04,0.066,0.212
2026,Georgia State,131.7,0.642,1.268,0.286
2026,Georgia Tech,47.7,0.0,0.348,0.145
2026,Hawai'i,234.7,0.912,0.211,0.578
2026,Houston,242.7,0.915,5.226,0.6
2026,Illinois,83.5,0.032,0.342,0.435
2026,Indiana,97.9,0.019,0.245,0.118
2026,Iowa,80.4,0.163,0.197,0.404
2026,Iowa State,4.7,0.03,0.045,0.029
2026,Jacksonville State,133.7,0.76,0.416,0.466
2026,James Madison,31.0,0.093,0.066,0.079
2026,Kansas,59.5,-0.015,0.145,0.162
2026,Kansas State,167.8,1.0,0.606,0.795
2026,Kennesaw State,23.1,0.0,-0.038,0.052
2026,Kent State,108.3,1.032,0.758,0.516
2026,Kentucky,43.8,-0.029,-0.093,0.18
2026,Liberty,86.9,0.746,0.45,0.425
2026,Louisiana,189.3,1.011,0.824,0.661
2026,Louisiana Tech,138.6,0.991,0.785,0.489
2026,Louisville,92.3,0.0,0.846,0.268
2026,LSU,42.9,0.132,0.402,0.269
2026,Marshall,284.6,1.002,2.104,0.752
2026,Maryland,112.3,0.866,1.418,0.705
2026,Massachusetts,-3.4,-0.365,2.209,0.135
2026,Memphis,20.7,0.017,0.0,0.031
2026,Miami,167.9,0.055,0.914,0.491
2026,Miami (OH),31.9,-0.024,0.333,0.287
2026,Michigan,212.5,1.037,0.589,0.711
2026,Michigan State,52.9,0.162,0.185,0.304
2026,Middle Tennessee,70.8,0.392,0.601,0.287
2026,Minnesota,113.5,0.971,10.0,0.679
2026,Mississippi State,109.5,-0.002,0.873,0.398
2026,Missouri,132.8,-0.023,0.775,0.502
2026,Missouri State,98.9,0.053,-0.032,0.192
2026,Navy,46.7,-0.031,0.194,0.136
2026,NC State,233.7,0.931,1.015,0.622
2026,Nebraska,146.2,0.052,0.295,0.392
2026,Nevada,32.3,-1.3,-0.118,0.444
2026,New Mexico,174.1,0.74,0.714,0.573
2026,New Mexico State,34.2,0.401,0.807,0.301
2026,North Carolina,46.9,0.095,0.536,0.316
2026,Northern Illinois,35.8,1.377,0.289,0.473
2026,North Texas,13.8,0.024,0.028,0.017
2026,Northwestern,198.2,0.939,0.88,0.948
2026,Notre Dame,175.6,0.907,0.123,0.461
2026,Ohio,205.6,0.937,1.004,0.833
2026,Ohio State,355.9,0.94,0.549,0.709
2026,Oklahoma,181.3,0.921,1.216,0.746
2026,Oklahoma State,0.0,0.0,0.0,0.0
2026,Old Dominion,32.8,-0.019,0.098,0.306
2026,Ole Miss,279.4,0.791,0.838,0.679
2026,Oregon,373.3,0.945,0.683,0.67
2026,Oregon State,97.3,0.897,1.437,0.503
2026,Penn State,21.5,0.033,-0.016,0.035
2026,Pittsburgh,149.9,0.586,0.672,0.505
2026,Purdue,111.7,0.97,0.606,0.49
2026,Rice,32.7,-3.17,0.773,0.318
2026,Rutgers,165.0,0.099,0.926,0.407
2026,Sam Houston,38.1,-0.311,-0.032,0.521
2026,San Diego State,182.6,1.0,1.0,0.998
2026,San José State,11.2,-0.076,0.355,0.137
2026,SMU,219.8,0.966,0.009,0.578
2026,South Alabama,180.8,0.951,0.617,0.759
2026,South Carolina,148.3,0.654,0.801,0.676
2026,Southern Miss,289.4,0.974,1.019,0.921
2026,South Florida,55.0,0.058,-0.007,0.161
2026,Stanford,47.9,-0.012,1.346,0.298
2026,Syracuse,80.1,0.834,-0.186,0.29
2026,TCU,94.3,0.11,0.313,0.251
2026,Temple,96.1,0.0,0.229,0.292
2026,Tennessee,186.2,0.066,0.48,0.367
2026,Texas,187.5,0.854,1.264,0.58
2026,Texas A&M,266.6,0.972,0.681,0.702
2026,Texas State,306.4,0.998,0.48,0.667
2026,Texas Tech,231.6,0.268,0.988,0.567
2026,Toledo,224.9,0.985,0.263,0.564
2026,Troy,75.1,1.028,1.357,0.568
2026,Tulane,72.5,0.0,0.595,0.185
2026,Tulsa,89.6,0.693,0.109,0.4
2026,UAB,245.1,1.0,0.633,0.855
2026,UCF,62.3,0.039,-0.168,0.196
2026,UCLA,108.3,0.547,0.861,0.635
2026,UConn,11.4,0.032,-0.001,0.027
2026,UL Monroe,63.5,0.782,0.157,0.458
2026,UNLV,66.1,0.038,0.311,0.271
2026,USC,305.5,0.909,0.78,0.657
2026,Utah,278.5,0.974,0.827,0.715
2026,Utah State,215.0,0.866,0.744,0.708
2026,UTEP,-0.9,0.181,-0.309,0.098
2026,UTSA,234.1,0.927,0.358,0.7
2026,Vanderbilt,203.3,0.087,0.501,0.326
2026,Virginia,34.9,0.011,0.21,0.136
2026,Virginia Tech,94.3,0.0,0.308,0.277
