season,team,sp_overall,sp_off,sp_def
2019,Auburn,21.0,33.9,14.9
2019,Michigan,20.7,35.7,16.0
2019,Wisconsin,20.3,37.7,16.4
2019,Utah,19.5,36.5,17.0
2019,Minnesota,19.4,39.8,19.6
2019,UCF,19.1,37.3,18.1
2019,Oregon,19.0,35.6,15.5
2019,Washington,18.3,35.3,19.5
2019,Memphis,18.0,39.5,23.4
2019,Baylor,17.8,34.7,17.3
2019,Notre Dame,17.7,35.8,18.5
2019,Iowa,16.7,30.0,15.2
2019,Texas A&M,15.0,34.0,19.4
2019,USC,13.1,39.0,26.7
2019,Indiana,12.8,35.6,23.8
2019,Iowa State,12.6,31.8,19.5
2019,Air Force,12.1,36.2,25.8
2019,Texas,12.0,38.7,28.5
2019,App State,11.3,34.3,23.2
2019,Washington State,11.1,41.7,33.1
2019,Tennessee,10.8,27.8,17.4
2019,North Carolina,10.3,35.1,24.6
2019,Navy,9.9,36.0,25.5
2019,Louisiana,9.6,36.7,28.3
2019,Miami,9.6,26.0,15.6
2019,Kentucky,9.1,30.1,22.2
2019,Cincinnati,9.1,29.1,21.1
2019,Oklahoma State,8.7,35.0,26.2
2019,Boise State,8.1,32.9,25.0
2019,Virginia Tech,8.0,29.9,23.3
2019,Missouri,7.8,24.5,17.1
2019,Tulane,7.5,33.1,25.9
2019,Michigan State,7.2,24.4,16.1
2019,TCU,6.7,28.8,22.9
2019,Virginia,6.3,30.4,25.2
2019,Arizona State,6.3,28.0,23.7
2019,Kansas State,6.0,28.8,24.8
2019,South Carolina,4.8,23.4,20.8
2019,SMU,4.4,34.6,28.3
2019,Pittsburgh,4.1,20.4,16.0
2019,Ohio,3.7,35.9,33.5
2019,Mississippi State,3.5,33.1,28.7
2019,Temple,3.2,24.6,20.8
2019,Ole Miss,2.9,28.6,23.8
2019,Texas Tech,2.7,32.5,31.2
2019,Nebraska,2.6,32.2,27.4
2019,Wake Forest,2.0,29.4,28.6
2019,San Diego State,2.0,16.6,16.6
2019,Florida State,1.8,30.2,27.1
2019,Western Kentucky,1.7,23.6,21.1
2019,BYU,1.3,28.6,26.2
2019,Illinois,0.6,24.4,25.8
2019,Louisville,0.2,34.6,33.6
2019,Louisiana Tech,0.2,25.3,25.0
2019,Florida Atlantic,-0.6,28.6,29.5
2019,Purdue,-0.7,30.8,31.0
2019,Oregon State,-0.7,33.8,32.8
2019,Wyoming,-1.1,20.5,21.7
2019,UAB,-1.4,18.3,20.2
2019,Duke,-1.8,19.7,23.0
2019,Hawai'i,-1.9,34.7,35.8
2019,Marshall,-1.9,23.8,26.6
2019,Buffalo,-2.0,25.0,24.6
2019,Army,-2.1,28.6,30.4
2019,Tulsa,-2.5,24.6,25.2
2019,Liberty,-2.6,29.3,32.0
2019,California,-2.6,23.8,24.7
2019,Arkansas State,-2.9,30.1,34.2
2019,Syracuse,-3.0,24.5,29.6
2019,Colorado State,-3.9,26.1,30.1
2019,UCLA,-3.9,28.4,32.5
2019,Fresno State,-4.0,30.6,33.6
2019,Colorado,-4.1,30.1,34.7
2019,Utah State,-4.3,26.2,31.0
2019,Houston,-4.3,29.6,35.4
2019,Central Michigan,-4.4,26.0,29.0
2019,Troy,-4.4,32.2,35.4
2019,Ball State,-4.5,29.5,32.6
2019,Georgia Southern,-4.5,22.2,27.4
2019,Stanford,-4.7,27.2,32.2
2019,Southern Miss,-4.8,23.6,27.7
2019,Western Michigan,-4.9,29.6,32.5
2019,Northwestern,-5.5,16.5,20.0
2019,Boston College,-5.7,31.3,35.4
2019,North Texas,-6.1,25.0,32.6
2019,Maryland,-6.3,26.3,30.3
2019,Charlotte,-6.3,29.9,35.1
2019,NC State,-6.3,22.0,29.7
2019,Florida International,-7.0,22.0,29.4
2019,West Virginia,-7.0,22.9,29.1
2019,San José State,-7.2,29.6,36.7
2019,Arizona,-8.0,30.1,36.1
2019,Eastern Michigan,-8.6,29.3,37.8
2019,Miami (OH),-9.2,19.8,30.0
2019,Kansas,-9.8,26.2,34.8
2019,South Florida,-9.8,20.4,27.4
2019,Kent State,-10.2,25.9,37.9
2019,Vanderbilt,-10.4,21.8,33.6
2019,Georgia State,-10.5,29.4,38.4
2019,Arkansas,-10.6,21.7,32.3
2019,UL Monroe,-10.7,31.5,40.8
2019,Middle Tennessee,-11.3,27.2,37.4
2019,Georgia Tech,-12.0,18.8,28.9
2019,Nevada,-12.3,19.4,31.9
2019,Coastal Carolina,-12.8,23.4,35.3
2019,Toledo,-13.7,25.6,38.4
2019,Northern Illinois,-13.9,20.7,34.2
2019,East Carolina,-14.0,24.0,38.1
2019,Rutgers,-14.6,17.4,31.8
2019,Texas State,-16.2,17.6,33.0
2019,New Mexico,-17.0,20.6,39.2
2019,UNLV,-17.4,19.3,36.1
2019,Rice,-18.0,15.1,33.2
2019,South Alabama,-20.3,16.3,34.0
2019,New Mexico State,-22.0,19.0,40.3
2019,UTSA,-23.7,18.9,41.7
2019,UConn,-24.4,16.2,39.7
2019,Old Dominion,-24.4,10.6,34.3
2019,UTEP,-25.6,18.0,43.5
2019,Bowling Green,-27.5,14.9,39.5
2019,Akron,-29.8,7.7,35.3
2019,Massachusetts,-34.6,15.3,49.3
2019,nationalAverages,0.7595419847328244,28.348091603053437,27.599236641221374
2020,Ohio State,28.4,45.3,16.7
2020,Alabama,28.3,46.8,18.6
2020,Wisconsin,26.5,38.7,12.2
2020,Clemson,26.1,42.6,16.7
2020,Notre Dame,21.0,38.3,17.3
2020,Florida,19.8,43.3,23.9
2020,BYU,19.2,39.2,20.3
2020,Georgia,19.1,30.8,12.1
2020,Cincinnati,18.6,34.5,15.9
2020,Oregon,18.1,35.1,16.9
2020,North Carolina,18.0,43.7,25.6
2020,Oklahoma,17.8,43.0,25.2
2020,Iowa,16.3,29.7,13.5
2020,Texas A&M,16.2,37.7,21.5
2020,Oklahoma State,14.2,30.7,16.7
2020,Penn State,13.9,35.0,21.0
2020,Virginia Tech,13.7,38.0,24.4
2020,UCF,13.6,39.4,25.7
2020,Iowa State,13.3,34.5,21.1
2020,Miami,12.8,32.6,20.2
2020,Auburn,12.6,33.0,20.7
2020,USC,12.4,38.0,25.5
2020,Utah,11.9,36.1,24.3
2020,Washington,11.7,30.9,19.1
2020,Arizona State,11.4,30.2,18.9
2020,Indiana,11.2,33.6,22.6
2020,Michigan,10.7,33.0,22.2
2020,App State,10.3,33.0,22.6
2020,Texas,9.7,34.8,25.2
2020,Marshall,9.5,28.6,19.0
2020,SMU,9.2,36.4,27.3
2020,Northwestern,9.0,24.0,15.2
2020,West Virginia,8.5,27.9,19.4
2020,Louisiana,8.1,33.8,25.6
2020,Nebraska,7.7,33.7,25.9
2020,Boise State,6.7,33.1,26.4
2020,Coastal Carolina,6.6,33.7,27.3
2020,Louisville,6.5,37.7,31.1
2020,Liberty,6.5,34.2,27.6
2020,UAB,6.3,24.7,18.7
2020,LSU,6.0,33.8,28.3
2020,Pittsburgh,6.0,24.7,18.9
2020,Purdue,5.9,32.6,26.8
2020,Memphis,5.7,34.8,29.4
2020,Tulsa,5.6,29.5,23.5
2020,San Diego State,5.3,20.2,15.0
2020,Ole Miss,4.8,38.1,33.2
2020,Minnesota,4.7,35.8,30.7
2020,Tulane,4.2,33.2,29.1
2020,Washington State,4.2,37.8,33.7
2020,Houston,3.3,32.2,29.0
2020,Army,2.7,27.8,25.3
2020,California,2.4,30.6,28.2
2020,Troy,2.3,28.4,25.8
2020,Kentucky,2.2,25.9,24.1
2020,Kansas State,2.0,26.7,24.7
2020,Nevada,1.9,27.5,25.6
2020,Arkansas,1.6,28.5,26.7
2020,Stanford,1.6,30.0,28.4
2020,TCU,1.6,24.3,22.8
2020,Buffalo,1.4,27.1,25.6
2020,Baylor,1.3,25.6,24.2
2020,Boston College,0.9,30.7,29.7
2020,Tennessee,0.9,24.3,23.6
2020,Virginia,0.9,28.3,27.5
2020,Wake Forest,0.8,28.6,27.9
2020,Western Michigan,0.6,31.6,31.2
2020,Georgia Southern,0.2,27.4,27.1
2020,San José State,0.1,30.4,30.4
2020,NC State,0.0,29.8,30.0
2020,Maryland,-0.1,27.8,28.0
2020,Florida Atlantic,-0.3,23.2,23.7
2020,Colorado,-0.4,30.1,30.4
2020,Oregon State,-0.7,29.4,30.0
2020,Missouri,-1.0,23.4,24.6
2020,Georgia Tech,-1.0,27.2,27.8
2020,UCLA,-1.1,30.6,31.7
2020,Mississippi State,-1.4,25.4,26.9
2020,Central Michigan,-1.8,25.6,27.4
2020,Michigan State,-2.4,18.3,20.6
2020,South Carolina,-2.4,27.5,29.7
2020,Wyoming,-2.5,22.4,24.9
2020,Ohio,-3.2,29.9,33.0
2020,Western Kentucky,-3.2,18.9,22.3
2020,Arizona,-3.5,32.8,36.4
2020,Toledo,-3.6,29.5,33.0
2020,Texas Tech,-4.2,28.4,32.3
2020,Duke,-4.2,21.4,25.5
2020,Florida State,-4.9,26.4,31.3
2020,Illinois,-5.4,23.9,29.4
2020,Fresno State,-5.5,29.3,34.8
2020,Air Force,-5.6,24.1,29.8
2020,Georgia State,-5.7,28.7,34.2
2020,Arkansas State,-6.5,31.1,37.2
2020,Colorado State,-6.5,24.2,30.5
2020,Charlotte,-6.6,29.4,35.8
2020,Ball State,-6.7,27.0,33.8
2020,Louisiana Tech,-7.0,24.4,31.4
2020,Hawai'i,-7.1,28.2,35.2
2020,Kent State,-7.5,29.1,36.4
2020,Southern Miss,-7.9,24.2,32.1
2020,North Texas,-8.0,28.9,36.7
2020,Rice,-9.2,17.3,26.5
2020,Navy,-9.3,26.2,35.4
2020,UTSA,-9.6,23.8,33.7
2020,Syracuse,-9.8,20.2,30.3
2020,Temple,-10.0,23.3,33.0
2020,Rutgers,-10.5,20.8,31.5
2020,Florida International,-10.7,21.6,32.4
2020,East Carolina,-11.0,26.0,37.1
2020,South Alabama,-11.3,22.5,33.7
2020,South Florida,-11.4,18.2,29.5
2020,Middle Tennessee,-11.7,24.3,35.8
2020,Eastern Michigan,-12.2,28.3,40.5
2020,Miami (OH),-12.9,20.7,33.6
2020,Texas State,-13.4,23.5,36.9
2020,New Mexico,-15.0,24.4,39.3
2020,Old Dominion,-15.9,14.0,29.9
2020,Kansas,-16.3,18.5,34.5
2020,Utah State,-16.7,20.2,37.0
2020,Vanderbilt,-16.8,17.7,34.1
2020,Northern Illinois,-18.4,16.0,34.5
2020,UL Monroe,-18.4,21.6,39.6
2020,UTEP,-18.6,17.9,36.2
2020,UNLV,-19.7,22.0,41.5
2020,UConn,-22.3,17.7,40.0
2020,Akron,-23.7,11.4,35.1
2020,Bowling Green,-26.2,12.8,39.0
2020,Massachusetts,-31.3,16.7,47.8
2020,New Mexico State,-31.5,12.2,43.8
2020,nationalAverages,0.48244274809160304,28.468702290076337,27.98854961832061
2021,Georgia,32.0,41.4,10.3
2021,Ohio State,29.3,47.2,20.6
2021,Alabama,26.0,40.9,15.6
2021,Michigan,23.4,36.5,15.8
2021,Cincinnati,21.2,37.5,15.9
2021,Texas A&M,21.1,33.6,14.9
2021,Wisconsin,20.1,29.8,10.8
2021,Clemson,18.7,28.3,11.6
2021,Pittsburgh,17.6,38.2,21.4
2021,Tennessee,17.5,39.4,23.8
2021,Notre Dame,17.4,36.2,18.9
2021,Oklahoma State,17.2,30.6,14.3
2021,Oklahoma,16.8,41.1,25.6
2021,NC State,16.1,33.1,17.7
2021,Baylor,15.6,33.1,17.1
2021,Utah,15.2,37.2,20.7
2021,Ole Miss,14.8,36.8,22.4
2021,Minnesota,14.4,29.3,15.4
2021,Penn State,14.3,28.0,14.6
2021,Iowa State,14.3,33.8,20.2
2021,Kansas State,14.2,33.5,19.0
2021,Arkansas,13.8,34.3,21.3
2021,Kentucky,13.4,35.1,22.3
2021,Western Kentucky,13.3,40.5,28.8
2021,Coastal Carolina,13.2,39.5,26.1
2021,Arizona State,11.8,33.5,20.9
2021,Iowa,11.4,23.6,14.4
2021,Michigan State,11.2,34.3,21.7
2021,Auburn,11.0,30.2,19.8
2021,Florida,11.0,35.0,23.2
2021,Houston,10.9,31.5,20.0
2021,Fresno State,10.8,34.7,24.2
2021,Miami,10.8,34.8,25.0
2021,Mississippi State,10.5,34.6,22.0
2021,Purdue,10.3,32.6,21.1
2021,App State,10.3,32.0,23.5
2021,Nebraska,10.3,34.1,21.3
2021,Oregon,10.2,35.0,26.0
2021,Wake Forest,10.1,38.0,29.2
2021,Texas Tech,9.8,34.6,27.1
2021,UCLA,9.4,37.7,27.8
2021,Boise State,9.4,28.4,20.8
2021,UAB,9.1,32.1,21.7
2021,BYU,8.9,37.2,27.9
2021,Oregon State,8.9,36.9,28.5
2021,SMU,8.9,36.7,27.1
2021,Louisiana,8.7,30.3,21.2
2021,Texas,8.5,34.6,28.4
2021,Liberty,8.4,32.1,23.1
2021,San Diego State,8.3,23.7,17.1
2021,Marshall,8.0,32.8,23.5
2021,Louisville,7.8,34.9,26.6
2021,Florida State,7.6,29.8,23.0
2021,Air Force,7.4,30.0,22.0
2021,Virginia,7.2,39.3,31.5
2021,Toledo,6.9,29.0,20.7
2021,Washington State,6.7,32.0,26.0
2021,UTSA,6.5,33.0,27.8
2021,North Carolina,6.4,37.8,31.7
2021,Maryland,6.2,34.8,27.4
2021,Tulsa,5.8,28.7,24.0
2021,UCF,4.8,29.6,23.4
2021,Army,4.7,28.8,23.5
2021,Illinois,4.3,23.2,21.8
2021,LSU,4.1,28.0,25.6
2021,South Carolina,3.9,26.0,24.2
2021,Nevada,3.6,30.3,26.9
2021,California,3.4,27.5,25.0
2021,Missouri,3.1,31.1,29.9
2021,Virginia Tech,2.4,26.7,25.2
2021,Georgia State,1.8,27.5,26.7
2021,West Virginia,1.8,27.7,25.0
2021,Miami (OH),1.5,29.3,26.8
2021,Memphis,1.0,29.6,27.9
2021,Boston College,0.9,27.0,26.5
2021,Western Michigan,0.6,33.1,29.0
2021,Wyoming,0.6,26.0,23.5
2021,East Carolina,0.5,27.4,28.3
2021,Syracuse,0.3,27.1,25.2
2021,Utah State,0.1,28.4,27.9
2021,USC,-0.6,32.3,33.4
2021,TCU,-0.6,33.2,33.9
2021,Washington,-0.7,22.8,23.6
2021,Central Michigan,-1.0,28.5,29.3
2021,San José State,-1.9,22.6,25.2
2021,Hawai'i,-2.3,27.1,30.1
2021,Colorado State,-2.4,23.3,25.9
2021,Rutgers,-3.0,20.8,23.7
2021,Tulane,-3.9,27.9,30.4
2021,Middle Tennessee,-4.0,24.0,27.1
2021,UTEP,-4.2,23.9,28.3
2021,Florida Atlantic,-5.2,23.1,28.4
2021,Kent State,-6.4,32.3,36.9
2021,North Texas,-6.5,23.1,28.5
2021,Troy,-6.5,20.1,26.7
2021,Georgia Tech,-6.7,27.0,32.4
2021,Northern Illinois,-7.1,29.4,36.1
2021,South Alabama,-7.2,21.4,28.0
2021,Old Dominion,-7.4,21.2,28.0
2021,Indiana,-7.8,20.4,27.3
2021,Eastern Michigan,-7.8,27.2,37.2
2021,Navy,-8.5,20.0,27.7
2021,Buffalo,-9.5,24.6,33.1
2021,Colorado,-10.0,18.8,29.6
2021,Stanford,-10.2,22.2,33.6
2021,Northwestern,-11.1,19.4,27.3
2021,Ball State,-11.2,21.6,33.7
2021,Ohio,-11.6,25.1,35.2
2021,Louisiana Tech,-11.6,23.6,34.4
2021,South Florida,-12.1,23.5,36.2
2021,Bowling Green,-12.4,17.1,29.8
2021,Arizona,-12.6,19.2,32.3
2021,Duke,-13.5,23.4,36.3
2021,Charlotte,-13.7,27.6,41.2
2021,UNLV,-13.8,19.9,33.0
2021,Southern Miss,-14.2,15.0,28.6
2021,Georgia Southern,-15.3,18.4,34.0
2021,Texas State,-16.0,20.7,36.9
2021,Arkansas State,-17.9,21.0,40.0
2021,New Mexico,-18.6,11.6,29.8
2021,Temple,-19.1,17.5,34.1
2021,Vanderbilt,-19.4,17.4,35.6
2021,Kansas,-19.7,22.3,40.6
2021,UL Monroe,-20.3,15.6,35.1
2021,Florida International,-21.6,19.9,40.2
2021,Rice,-22.9,18.2,38.3
2021,Akron,-23.1,20.3,41.7
2021,New Mexico State,-24.2,20.6,43.7
2021,UConn,-25.6,12.7,36.8
2021,Massachusetts,-29.3,16.1,43.9
2021,nationalAverages,1.9807692307692308,28.64923076923077,26.674615384615386
2022,Georgia,35.3,37.2,3.7
2022,Michigan,32.0,38.0,7.6
2022,Ohio State,31.1,45.1,15.7
2022,Alabama,30.3,42.9,14.2
2022,Tennessee,25.2,47.3,22.6
2022,TCU,24.3,43.3,20.2
2022,Texas,23.1,38.1,15.6
2022,Penn State,22.4,36.6,13.9
2022,Kansas State,21.4,36.4,15.7
2022,Utah,19.2,37.3,17.3
2022,USC,18.9,46.6,26.3
2022,Oregon,18.9,44.9,26.5
2022,Clemson,17.6,34.9,18.5
2022,Ole Miss,16.2,38.8,23.7
2022,LSU,16.2,34.2,17.6
2022,Minnesota,16.0,23.5,8.6
2022,Illinois,15.9,20.6,5.5
2022,Washington,15.7,41.2,25.5
2022,Oklahoma,15.4,40.8,26.5
2022,Mississippi State,15.4,35.1,19.9
2022,UCLA,15.0,45.7,30.1
2022,Oregon State,14.3,33.3,17.7
2022,Florida State,13.2,34.8,20.4
2022,Cincinnati,13.1,27.6,16.1
2022,Kentucky,13.0,23.2,9.9
2022,Iowa,12.7,16.0,5.1
2022,South Carolina,12.7,36.0,25.2
2022,Tulane,12.4,32.0,19.7
2022,Arkansas,12.0,38.3,26.3
2022,Baylor,11.7,37.6,26.1
2022,Oklahoma State,11.3,37.6,27.9
2022,Maryland,11.2,33.8,24.2
2022,South Alabama,10.8,26.8,17.4
2022,Florida,10.4,39.6,29.5
2022,Notre Dame,10.3,30.5,21.4
2022,UCF,10.3,31.1,20.3
2022,Washington State,9.5,25.1,16.7
2022,Texas A&M,9.1,25.4,16.6
2022,Louisville,9.0,27.0,19.1
2022,Pittsburgh,8.6,32.8,24.7
2022,Texas Tech,8.5,38.5,30.5
2022,Wisconsin,8.3,25.7,17.1
2022,Wake Forest,8.2,43.3,35.2
2022,Troy,8.1,17.7,11.2
2022,Missouri,8.1,26.0,18.3
2022,North Carolina,7.8,41.7,35.0
2022,Purdue,7.7,31.6,22.4
2022,UTSA,7.2,39.3,32.6
2022,Memphis,6.8,37.0,31.8
2022,NC State,6.8,20.4,15.3
2022,James Madison,6.5,31.3,23.6
2022,Boise State,5.7,24.1,18.5
2022,Iowa State,5.3,17.7,10.6
2022,Auburn,5.1,32.6,27.9
2022,Duke,5.0,29.4,24.7
2022,SMU,4.7,42.0,38.1
2022,Houston,4.5,42.5,37.7
2022,Air Force,3.9,16.3,12.3
2022,Fresno State,3.3,27.1,24.4
2022,Marshall,3.0,15.7,11.4
2022,Kansas,2.9,40.6,36.0
2022,Syracuse,2.5,27.4,24.7
2022,West Virginia,2.4,36.3,34.5
2022,Louisiana,2.0,21.7,20.3
2022,App State,1.7,32.9,29.8
2022,Western Kentucky,1.7,31.3,30.1
2022,Michigan State,1.2,31.9,29.7
2022,East Carolina,1.1,31.5,28.7
2022,Coastal Carolina,0.6,32.7,30.6
2022,UAB,-0.5,25.7,25.3
2022,Nebraska,-1.2,25.5,25.6
2022,BYU,-1.4,34.3,34.8
2022,Army,-1.5,24.6,25.3
2022,North Texas,-1.5,31.3,34.1
2022,Liberty,-1.5,24.1,25.4
2022,Miami,-2.7,24.4,28.9
2022,California,-3.0,23.2,25.9
2022,Arizona,-3.2,37.6,41.1
2022,Georgia State,-3.3,33.7,38.3
2022,Southern Miss,-3.5,18.3,22.9
2022,Toledo,-3.7,25.7,27.9
2022,Arizona State,-4.1,30.5,35.7
2022,San José State,-4.3,19.1,21.6
2022,San Diego State,-4.4,15.1,21.1
2022,Ohio,-4.6,31.6,35.2
2022,Vanderbilt,-4.7,29.9,33.4
2022,Tulsa,-6.1,32.7,38.5
2022,Georgia Southern,-6.4,34.3,40.3
2022,Middle Tennessee,-6.9,25.6,33.3
2022,Eastern Michigan,-7.1,24.0,32.4
2022,Florida Atlantic,-7.1,24.4,30.4
2022,Indiana,-7.1,29.9,36.6
2022,Navy,-7.2,18.2,24.4
2022,Stanford,-7.2,25.6,34.2
2022,Virginia,-9.0,16.2,24.4
2022,Rutgers,-9.1,16.4,25.2
2022,Buffalo,-9.2,25.0,35.0
2022,Virginia Tech,-9.5,13.5,22.8
2022,UTEP,-10.7,20.8,32.7
2022,Wyoming,-10.8,14.9,26.2
2022,Texas State,-11.5,17.4,29.5
2022,Georgia Tech,-11.8,18.8,29.5
2022,UNLV,-11.9,20.8,34.1
2022,Miami (OH),-12.7,8.6,22.1
2022,Temple,-12.9,16.3,28.6
2022,Arkansas State,-13.0,23.7,38.5
2022,Old Dominion,-13.0,16.9,29.3
2022,Kent State,-13.1,25.6,37.9
2022,Utah State,-13.3,25.4,38.5
2022,Northwestern,-13.4,17.0,28.6
2022,Central Michigan,-14.0,19.0,32.2
2022,UConn,-14.6,14.2,27.9
2022,Boston College,-14.9,20.4,33.8
2022,Ball State,-14.9,16.0,30.1
2022,Rice,-15.2,23.1,36.9
2022,New Mexico State,-15.4,12.0,26.0
2022,UL Monroe,-15.7,23.2,39.0
2022,Charlotte,-16.4,24.0,39.2
2022,South Florida,-17.0,34.1,50.3
2022,Western Michigan,-17.3,11.2,27.3
2022,Louisiana Tech,-17.8,29.6,47.0
2022,Bowling Green,-18.1,23.8,40.6
2022,Northern Illinois,-18.8,25.3,43.1
2022,Colorado,-20.4,24.0,45.0
2022,Colorado State,-22.2,7.8,29.0
2022,Nevada,-22.4,15.9,37.8
2022,Akron,-23.4,16.7,38.5
2022,Hawai'i,-24.7,15.8,39.4
2022,Florida International,-25.5,18.4,42.3
2022,New Mexico,-26.9,6.0,31.9
2022,Massachusetts,-30.3,7.5,36.4
2022,nationalAverages,0.8145038167938932,27.76946564885496,26.959541984732823
2023,Michigan,31.3,36.6,7.2
2023,Georgia,31.2,41.5,12.2
2023,Oregon,26.2,45.0,18.2
2023,Ohio State,25.2,31.5,7.8
2023,Penn State,23.5,32.7,10.5
2023,Texas,23.2,39.3,17.7
2023,Alabama,23.1,36.8,15.6
2023,Notre Dame,20.1,36.3,16.7
2023,Florida State,19.4,34.1,16.5
2023,Missouri,19.3,36.5,18.0
2023,LSU,19.1,44.6,25.0
2023,Ole Miss,18.4,36.3,19.2
2023,Washington,16.4,40.3,24.7
2023,Tennessee,16.2,34.9,19.2
2023,Kansas State,16.2,38.9,21.8
2023,Texas A&M,15.6,34.5,18.8
2023,Oklahoma,15.0,38.5,22.6
2023,Arizona,14.1,37.3,23.1
2023,Oregon State,12.6,33.2,22.3
2023,James Madison,11.8,34.6,23.7
2023,Maryland,11.0,28.3,17.6
2023,Kentucky,10.5,31.6,22.2
2023,Clemson,10.5,29.3,19.0
2023,SMU,10.1,34.1,23.0
2023,Kansas,9.9,35.6,26.1
2023,Troy,9.8,30.7,20.1
2023,UCLA,9.7,29.6,18.4
2023,Miami,9.6,30.7,23.1
2023,Duke,9.4,27.3,19.5
2023,USC,9.4,43.3,32.8
2023,Wisconsin,9.4,22.2,14.1
2023,Utah,8.5,26.7,19.4
2023,Liberty,8.0,36.2,26.3
2023,Louisville,8.0,30.1,22.3
2023,TCU,7.9,33.5,25.3
2023,Auburn,7.6,26.4,20.1
2023,Iowa State,7.5,26.4,20.1
2023,West Virginia,7.5,31.5,24.6
2023,North Carolina,7.4,34.4,27.8
2023,NC State,7.4,25.5,19.7
2023,Florida,6.8,31.1,26.0
2023,Oklahoma State,6.7,32.8,27.1
2023,Texas Tech,6.1,29.6,24.7
2023,Air Force,5.9,25.6,20.9
2023,Boise State,5.9,32.7,28.2
2023,Virginia Tech,5.8,27.5,23.3
2023,Iowa,5.8,13.8,9.3
2023,UTSA,5.4,31.3,27.3
2023,South Alabama,5.1,30.6,26.0
2023,Washington State,4.9,31.0,27.4
2023,South Carolina,4.3,28.2,25.6
2023,App State,3.8,33.5,30.7
2023,Toledo,3.7,25.5,21.7
2023,Rutgers,3.5,21.0,18.7
2023,Memphis,3.5,37.1,33.8
2023,Arkansas,3.5,28.3,26.6
2023,UCF,3.4,30.3,25.2
2023,Tulane,2.8,26.5,24.4
2023,Miami (OH),2.8,18.5,17.7
2023,Fresno State,2.5,28.9,27.9
2023,UNLV,1.4,32.1,32.7
2023,Mississippi State,0.5,24.7,24.9
2023,Louisiana,0.4,32.4,33.1
2023,Minnesota,0.4,20.0,21.1
2023,Georgia Tech,0.3,29.4,29.1
2023,Nebraska,0.3,15.6,13.9
2023,California,-0.1,30.6,28.7
2023,Coastal Carolina,-1.2,27.6,27.2
2023,Northwestern,-1.3,18.5,18.5
2023,Jacksonville State,-1.6,24.8,25.9
2023,Ohio,-1.6,18.5,18.1
2023,Texas State,-1.6,31.2,33.8
2023,New Mexico State,-1.8,23.3,25.8
2023,Western Kentucky,-2.0,28.7,30.1
2023,Illinois,-2.5,21.6,24.1
2023,BYU,-3.3,25.3,30.3
2023,San José State,-3.4,28.1,29.5
2023,Wyoming,-3.6,23.5,26.1
2023,Army,-4.0,18.4,22.5
2023,Syracuse,-4.4,22.2,26.1
2023,Colorado,-4.9,29.6,34.4
2023,Georgia Southern,-5.2,30.8,36.5
2023,Boston College,-5.9,22.2,27.6
2023,Arkansas State,-6.3,25.8,32.8
2023,South Florida,-6.6,28.4,34.5
2023,North Texas,-6.7,32.9,41.3
2023,Michigan State,-6.8,15.7,24.0
2023,Cincinnati,-6.8,21.3,28.3
2023,Georgia State,-6.8,28.2,33.3
2023,Purdue,-7.3,21.8,27.1
2023,Pittsburgh,-7.3,19.3,26.0
2023,Indiana,-7.4,19.6,27.2
2023,Northern Illinois,-7.5,18.3,24.2
2023,Houston,-7.8,25.6,32.2
2023,Bowling Green,-7.8,21.5,27.4
2023,Wake Forest,-7.9,20.2,26.9
2023,Baylor,-8.3,24.5,32.6
2023,Colorado State,-8.9,21.9,32.0
2023,Marshall,-9.0,24.4,31.5
2023,Florida Atlantic,-9.4,19.8,27.9
2023,Middle Tennessee,-9.5,21.5,30.0
2023,Old Dominion,-10.1,23.1,31.3
2023,Rice,-10.2,26.0,34.4
2023,San Diego State,-10.3,19.4,30.2
2023,Virginia,-10.8,21.0,31.7
2023,Utah State,-10.9,28.6,38.6
2023,Arizona State,-11.3,20.2,29.9
2023,Stanford,-11.9,21.4,34.5
2023,Eastern Michigan,-12.3,13.0,26.8
2023,Vanderbilt,-12.7,23.6,36.3
2023,East Carolina,-12.8,15.4,28.1
2023,Louisiana Tech,-12.9,22.1,36.0
2023,Navy,-13.7,15.0,27.2
2023,Tulsa,-13.7,20.9,34.7
2023,Sam Houston,-13.8,16.0,28.8
2023,Southern Miss,-14.4,23.5,36.4
2023,UAB,-14.7,26.9,39.6
2023,Ball State,-14.9,12.6,26.3
2023,Buffalo,-15.2,15.3,29.5
2023,UConn,-15.6,17.0,31.0
2023,Western Michigan,-15.9,19.1,33.2
2023,UTEP,-16.2,16.9,32.0
2023,Hawai'i,-16.4,19.4,35.7
2023,New Mexico,-16.5,22.5,37.2
2023,Massachusetts,-17.5,20.8,36.2
2023,Central Michigan,-19.1,16.8,34.0
2023,Temple,-21.0,18.6,37.8
2023,Florida International,-21.2,16.0,35.6
2023,Charlotte,-21.4,14.8,34.4
2023,UL Monroe,-21.6,17.6,37.5
2023,Akron,-21.6,10.5,30.1
2023,Nevada,-22.0,14.6,37.0
2023,Kent State,-26.3,8.2,34.8
2023,nationalAverages,-0.09699248120300752,26.369924812030074,26.47218045112782
2024,Ohio State,31.2,39.5,9.2
2024,Ole Miss,27.9,37.7,11.9
2024,Oregon,26.0,40.8,16.3
2024,Alabama,25.0,37.9,14.6
2024,Penn State,24.6,37.5,13.1
2024,Georgia,24.3,37.3,14.9
2024,Texas,24.1,36.6,10.8
