season,team,sp_overall,sp_off,sp_def
2024,Notre Dame,23.9,38.6,14.1
2024,Tennessee,22.0,33.7,13.5
2024,Miami,21.6,44.2,24.3
2024,Indiana,20.1,35.0,16.4
2024,SMU,17.5,38.2,21.1
2024,Texas A&M,17.0,34.0,18.6
2024,South Carolina,16.9,32.1,16.0
2024,LSU,15.9,36.8,21.7
2024,Iowa,15.8,27.0,13.3
2024,BYU,15.3,32.0,18.8
2024,Kansas State,14.1,33.0,20.4
2024,Missouri,14.0,33.7,18.7
2024,Florida,13.8,31.7,20.0
2024,Louisville,13.6,37.7,22.9
2024,Clemson,13.3,35.4,20.9
2024,USC,11.9,35.6,24.0
2024,Arkansas,11.0,31.4,21.7
2024,TCU,10.8,34.6,22.8
2024,Michigan,10.6,24.1,15.1
2024,Minnesota,10.4,25.6,15.4
2024,Iowa State,10.3,30.8,20.2
2024,Boise State,10.1,35.3,24.2
2024,Virginia Tech,10.0,31.3,22.4
2024,Memphis,9.6,36.7,28.2
2024,Illinois,9.6,29.0,20.9
2024,Auburn,9.5,27.9,17.8
2024,Oklahoma,9.5,25.9,17.8
2024,Arizona State,9.4,32.4,20.9
2024,UNLV,9.3,32.6,24.6
2024,Army,9.2,31.1,21.7
2024,Baylor,8.4,33.5,26.2
2024,Colorado,8.1,33.3,23.5
2024,Utah,7.7,23.6,17.2
2024,James Madison,7.5,29.7,22.9
2024,Rutgers,6.4,28.5,22.8
2024,Tulane,5.7,32.9,27.1
2024,Duke,5.6,26.7,21.3
2024,Kentucky,5.5,24.5,20.9
2024,Syracuse,5.5,35.8,28.9
2024,Nebraska,5.5,23.1,15.8
2024,Texas State,5.4,34.2,28.4
2024,North Carolina,5.0,31.5,26.3
2024,Vanderbilt,4.9,28.2,25.4
2024,Pittsburgh,4.9,29.3,26.3
2024,Kansas,4.9,32.4,26.5
2024,Louisiana,4.8,31.5,27.8
2024,Texas Tech,4.3,33.5,30.8
2024,California,4.0,27.4,22.9
2024,NC State,3.9,29.9,26.5
2024,Navy,3.5,29.5,24.4
2024,Marshall,3.1,29.6,26.9
2024,Washington,3.1,27.3,22.4
2024,Wisconsin,3.0,23.0,19.8
2024,South Alabama,2.8,29.9,26.9
2024,UCF,2.8,29.0,25.8
2024,Ohio,2.3,27.2,23.9
2024,UTSA,2.2,32.3,31.5
2024,West Virginia,2.1,30.1,29.7
2024,Georgia Tech,1.9,31.1,27.9
2024,UConn,1.5,26.9,25.7
2024,Miami (OH),1.3,23.2,23.2
2024,Washington State,1.3,34.0,31.1
2024,Boston College,1.2,28.0,24.7
2024,Liberty,0.2,28.2,26.6
2024,Cincinnati,-0.1,25.6,25.0
2024,East Carolina,-1.0,28.5,29.7
2024,Jacksonville State,-1.0,28.8,28.3
2024,UCLA,-1.3,21.3,23.3
2024,Georgia Southern,-1.7,26.5,30.1
2024,Bowling Green,-1.8,25.6,27.2
2024,Western Kentucky,-2.2,22.1,26.1
2024,South Florida,-2.3,29.5,33.4
2024,Toledo,-2.5,24.5,26.3
2024,Oklahoma State,-2.6,29.4,31.7
2024,Arizona,-2.8,24.4,29.0
2024,Florida State,-3.2,20.1,25.3
2024,Northern Illinois,-3.5,20.0,21.6
2024,Fresno State,-3.8,25.1,27.6
2024,Maryland,-3.9,23.3,27.1
2024,Buffalo,-4.0,25.4,30.2
2024,Mississippi State,-4.1,25.5,31.2
2024,North Texas,-4.5,33.3,37.0
2024,Michigan State,-4.6,18.0,24.1
2024,Virginia,-5.1,23.7,29.3
2024,San José State,-5.5,26.1,30.1
2024,Wake Forest,-5.7,25.8,31.8
2024,Colorado State,-5.7,24.2,29.2
2024,Old Dominion,-6.0,25.7,31.3
2024,Troy,-6.6,24.1,30.1
2024,Oregon State,-6.7,26.1,32.7
2024,Coastal Carolina,-6.9,25.5,33.4
2024,Sam Houston,-6.9,19.0,23.8
2024,App State,-8.1,27.2,33.6
2024,Houston,-8.2,18.1,24.5
2024,Northwestern,-8.2,17.5,24.3
2024,Stanford,-8.2,24.4,34.1
2024,Arkansas State,-9.9,24.6,35.2
2024,Western Michigan,-10.2,24.7,36.0
2024,Utah State,-10.4,30.2,40.3
2024,Hawai'i,-10.9,20.9,30.0
2024,UAB,-11.3,25.9,38.0
2024,Rice,-11.4,20.5,30.4
2024,Louisiana Tech,-11.6,15.9,26.3
2024,Air Force,-11.7,17.8,27.5
2024,Florida International,-12.1,20.5,31.3
2024,Florida Atlantic,-12.7,20.8,32.1
2024,Eastern Michigan,-13.3,20.5,34.3
2024,Wyoming,-13.6,16.3,30.8
2024,New Mexico,-14.8,27.6,40.5
2024,Nevada,-15.2,21.0,34.2
2024,Charlotte,-15.3,21.4,37.6
2024,San Diego State,-15.4,17.7,32.1
2024,Central Michigan,-15.8,17.7,34.3
2024,Purdue,-16.2,19.2,33.6
2024,UL Monroe,-16.7,16.9,32.5
2024,Akron,-17.9,15.7,34.6
2024,Georgia State,-17.9,21.0,37.4
2024,New Mexico State,-19.0,17.8,38.1
2024,Ball State,-19.8,21.3,40.8
2024,Temple,-20.3,17.3,37.8
2024,Tulsa,-20.6,21.2,40.3
2024,Massachusetts,-21.9,20.5,40.3
2024,UTEP,-22.7,13.7,34.2
2024,Middle Tennessee,-24.4,13.7,37.3
2024,Kennesaw State,-25.1,10.2,35.1
2024,Southern Miss,-25.6,14.4,39.4
2024,Kent State,-33.0,12.6,43.8
2024,nationalAverages,0.5522388059701493,27.144029850746268,26.60970149253731
2025,Indiana,32.4,40.8,9.9
2025,Ohio State,30.1,37.6,7.7
2025,Texas Tech,27.6,39.3,12.3
2025,Oregon,25.9,38.7,13.5
2025,Notre Dame,24.4,40.0,16.3
2025,Georgia,24.1,37.0,14.8
2025,Ole Miss,24.0,40.4,18.3
2025,Utah,22.2,39.7,17.5
2025,Miami,20.7,34.2,14.3
2025,Texas A&M,20.7,38.0,16.4
2025,Vanderbilt,20.3,39.9,21.4
2025,Iowa,19.7,32.1,14.2
2025,Washington,18.4,34.5,15.3
2025,Oklahoma,18.3,30.1,12.9
2025,Penn State,18.1,35.1,18.8
2025,USC,16.9,38.9,21.0
2025,Texas,16.2,32.9,17.9
2025,BYU,15.9,33.9,18.8
2025,Tennessee,15.0,39.3,25.4
2025,Alabama,14.8,32.2,16.1
2025,Missouri,14.4,31.2,15.4
2025,North Texas,13.8,43.1,28.6
2025,SMU,13.4,34.2,19.5
2025,Illinois,12.9,33.3,21.7
2025,Michigan,12.4,30.9,17.0
2025,Louisville,12.4,31.6,19.8
2025,James Madison,12.3,34.9,21.4
2025,Arizona,12.0,33.0,19.5
2025,Auburn,11.6,28.3,17.4
2025,South Florida,11.6,37.7,25.3
2025,Virginia,11.1,28.8,18.1
2025,LSU,10.3,25.8,16.1
2025,Iowa State,9.9,28.1,19.5
2025,Clemson,9.5,27.5,18.9
2025,Georgia Tech,9.3,32.5,24.9
2025,Pittsburgh,8.4,31.6,23.5
2025,TCU,8.3,32.9,23.9
2025,East Carolina,8.0,32.6,24.0
2025,Memphis,7.6,34.3,28.3
2025,Houston,7.4,31.5,23.0
2025,Florida State,7.2,29.3,21.2
2025,Kansas State,7.0,31.3,25.0
2025,San Diego State,6.7,24.4,19.6
2025,Duke,6.6,34.8,29.2
2025,Tulane,6.3,32.4,27.6
2025,Navy,6.2,33.6,27.9
2025,Nebraska,6.2,28.8,22.7
2025,Toledo,6.0,25.8,18.5
2025,South Carolina,5.9,24.6,20.2
2025,Old Dominion,5.9,31.6,23.7
2025,Northwestern,5.8,24.4,20.0
2025,Wake Forest,5.7,26.6,20.9
2025,UConn,5.1,32.0,28.5
2025,Arkansas,5.1,35.8,31.4
2025,NC State,4.8,31.4,25.5
2025,Cincinnati,4.5,30.2,26.4
2025,UNLV,4.3,33.8,29.8
2025,Mississippi State,4.1,31.6,29.0
2025,Kansas,4.1,30.9,28.5
2025,Arizona State,3.9,28.3,22.7
2025,Washington State,3.8,24.6,20.5
2025,UTSA,3.7,33.3,30.0
2025,Florida,3.5,24.5,22.6
2025,Boise State,3.1,29.1,25.1
2025,Texas State,2.3,36.6,34.6
2025,Fresno State,1.8,23.0,21.1
2025,Kentucky,1.8,25.5,23.7
2025,Hawai'i,1.7,27.3,27.3
2025,Western Kentucky,1.6,28.8,28.6
2025,Minnesota,1.5,23.8,20.8
2025,Baylor,1.4,32.8,33.3
2025,Rutgers,1.0,31.6,30.7
2025,New Mexico,0.9,25.4,26.1
2025,Army,0.8,24.7,24.1
2025,Maryland,0.6,24.4,24.7
2025,UCF,-1.2,23.2,24.0
2025,Louisiana Tech,-1.3,25.6,27.0
2025,Western Michigan,-1.4,21.7,21.8
2025,Utah State,-3.1,29.5,31.2
2025,Air Force,-3.2,28.3,31.7
2025,California,-3.2,25.6,27.9
2025,Michigan State,-3.4,26.6,28.7
2025,Miami (OH),-3.4,19.3,24.2
2025,Ohio,-4.0,23.2,25.2
2025,Wisconsin,-4.4,17.4,20.9
2025,Marshall,-4.5,29.6,34.8
2025,Troy,-4.8,23.6,29.0
2025,Temple,-5.1,27.1,33.2
2025,Kennesaw State,-5.4,26.4,30.2
2025,Purdue,-6.1,21.9,29.9
2025,North Carolina,-6.6,17.2,25.0
2025,Jacksonville State,-6.7,27.2,32.4
2025,West Virginia,-6.8,22.8,30.0
2025,Southern Miss,-7.1,27.0,32.8
2025,Buffalo,-7.5,18.2,27.4
2025,Colorado,-8.3,22.6,29.5
2025,Boston College,-8.5,23.3,33.1
2025,UCLA,-8.7,21.7,30.4
2025,Florida Atlantic,-8.7,27.8,38.1
2025,Arkansas State,-8.8,24.4,33.5
2025,Central Michigan,-8.8,17.6,25.7
2025,Liberty,-9.0,24.6,32.8
2025,Georgia Southern,-9.4,28.3,37.7
2025,Tulsa,-10.0,21.7,33.1
2025,Louisiana,-10.1,25.3,34.0
2025,Virginia Tech,-10.1,21.4,30.8
2025,Florida International,-10.5,26.1,35.8
2025,Missouri State,-10.7,25.6,34.8
2025,Delaware,-10.9,26.2,36.2
2025,Wyoming,-11.3,15.3,24.7
2025,App State,-11.4,23.0,35.2
2025,Stanford,-11.8,18.4,28.6
2025,Bowling Green,-12.6,15.4,28.8
2025,South Alabama,-12.7,25.4,36.0
2025,Syracuse,-13.1,18.8,33.0
2025,Nevada,-13.4,14.2,28.7
2025,Akron,-13.9,17.2,29.3
2025,San José State,-14.3,21.6,34.4
2025,Eastern Michigan,-14.7,19.4,34.1
2025,Rice,-14.8,17.7,33.9
2025,Oklahoma State,-15.1,15.2,31.6
2025,Coastal Carolina,-15.1,23.4,37.0
2025,New Mexico State,-15.5,19.7,34.9
2025,Colorado State,-15.6,17.6,32.9
2025,UAB,-15.8,25.5,39.8
2025,Oregon State,-15.9,17.0,30.8
2025,Middle Tennessee,-16.0,20.4,37.0
2025,Northern Illinois,-16.7,12.0,28.1
2025,UTEP,-17.5,20.2,36.3
2025,Kent State,-19.3,17.0,34.9
2025,UL Monroe,-21.6,16.1,35.7
2025,Ball State,-23.0,13.4,34.4
2025,Georgia State,-24.5,18.6,41.1
2025,Charlotte,-26.7,14.5,39.8
2025,Sam Houston,-27.8,15.3,41.8
2025,Massachusetts,-36.6,7.8,42.8
2025,nationalAverages,0.6970588235294117,27.158088235294116,26.459558823529413
2026,Ohio State,32.7,41.0,8.4
2026,Oregon,29.2,41.1,12.2
2026,Notre Dame,26.5,40.6,14.3
2026,Georgia,26.4,38.7,12.9
2026,Indiana,25.8,37.8,12.5
2026,Texas,22.8,37.3,14.9
2026,Miami,22.0,35.0,13.3
2026,Texas Tech,21.8,36.6,15.0
2026,Texas A&M,20.9,37.6,16.4
2026,LSU,20.4,32.6,12.4
2026,Oklahoma,18.8,32.1,13.7
2026,USC,17.7,38.0,19.9
2026,Alabama,17.6,31.0,13.0
2026,Tennessee,17.3,39.3,22.4
2026,Michigan,17.0,33.2,15.8
2026,Ole Miss,16.5,35.2,19.4
2026,Penn State,16.2,33.9,18.3
2026,Washington,15.8,33.0,17.0
2026,Missouri,15.4,32.3,16.4
2026,Florida,15.2,30.4,15.8
2026,BYU,14.9,32.9,18.3
2026,Iowa,14.6,30.8,16.8
2026,Clemson,13.1,29.8,17.1
2026,South Carolina,12.6,30.2,18.1
2026,SMU,12.1,32.5,20.1
2026,Auburn,11.5,28.5,17.3
2026,Louisville,11.1,30.7,19.8
2026,Illinois,10.4,32.0,22.1
2026,Vanderbilt,9.8,33.3,24.2
2026,Utah,9.8,31.9,22.1
2026,Arizona,9.5,31.1,21.2
2026,TCU,9.4,31.4,21.8
2026,Nebraska,9.3,30.0,20.7
2026,Kansas State,9.2,32.5,23.6
2026,Florida State,9.1,29.8,20.4
2026,Virginia Tech,8.6,30.7,21.9
2026,Virginia,8.1,26.9,18.9
2026,Houston,7.4,30.9,23.1
2026,Oklahoma State,6.9,29.9,23.4
2026,Minnesota,6.2,25.7,19.0
2026,Pittsburgh,6.2,30.0,23.9
2026,Georgia Tech,5.9,28.7,23.4
2026,NC State,5.7,31.0,24.9
2026,Arkansas,5.6,34.4,29.0
2026,Duke,5.6,32.8,27.6
2026,UCLA,5.4,29.1,23.7
2026,Maryland,5.2,26.8,22.0
2026,Kentucky,5.2,26.3,21.1
2026,Northwestern,5.1,25.3,20.7
2026,Boise State,5.1,29.0,23.7
2026,Arizona State,4.9,27.4,22.0
2026,Mississippi State,4.8,30.8,26.5
2026,Baylor,3.8,31.9,28.8
2026,Wisconsin,3.8,21.6,17.5
2026,UNLV,3.6,31.4,28.0
2026,North Carolina,3.5,24.3,21.2
2026,Wake Forest,3.4,24.2,20.7
2026,Kansas,3.3,28.8,26.1
2026,Cincinnati,3.0,28.9,26.1
2026,California,3.0,28.8,25.5
2026,Rutgers,2.7,30.8,28.2
2026,Michigan State,2.2,27.7,25.1
2026,UCF,1.7,24.2,22.3
2026,Navy,1.2,27.8,26.8
2026,San Diego State,0.7,24.1,24.0
2026,Colorado,0.7,26.1,25.0
2026,Memphis,0.3,29.0,29.2
2026,New Mexico,0.0,25.6,26.1
2026,Iowa State,-0.4,22.4,23.2
2026,James Madison,-0.9,26.7,27.2
2026,UTSA,-1.1,29.9,31.1
2026,West Virginia,-1.3,25.3,26.6
2026,Fresno State,-1.4,21.0,22.4
2026,South Florida,-1.7,28.1,29.6
2026,North Dakota State,-1.8,24.1,25.9
2026,Syracuse,-1.9,23.3,25.6
2026,Texas State,-2.1,33.2,35.4
2026,Purdue,-2.2,24.2,27.0
2026,Stanford,-2.3,22.5,24.2
2026,East Carolina,-2.3,24.1,26.3
2026,Army,-2.4,24.8,27.2
2026,Boston College,-2.5,24.7,27.7
2026,Hawai'i,-2.6,25.9,29.1
2026,Air Force,-3.2,24.8,28.1
2026,Miami (OH),-4.0,19.2,23.8
2026,Washington State,-4.3,20.4,24.6
2026,Tulane,-4.3,22.8,27.7
2026,Liberty,-5.3,26.0,31.1
2026,Oregon State,-5.6,21.2,26.1
2026,Western Michigan,-6.0,19.6,25.2
2026,Florida Atlantic,-6.1,27.7,34.3
2026,Tulsa,-6.1,24.2,30.9
2026,Old Dominion,-6.9,19.6,25.8
2026,Western Kentucky,-7.3,24.2,32.0
2026,Jacksonville State,-7.8,24.8,32.0
2026,Utah State,-7.9,23.4,30.8
2026,Troy,-8.0,22.5,30.7
2026,Marshall,-8.2,27.6,36.0
2026,Louisiana Tech,-9.1,21.9,31.0
2026,Temple,-9.1,25.0,34.4
2026,Toledo,-9.1,17.9,26.6
2026,Louisiana,-10.6,24.4,34.6
2026,Georgia Southern,-10.8,22.7,33.5
2026,Wyoming,-10.8,15.5,25.6
2026,North Texas,-11.6,23.7,35.0
2026,Arkansas State,-11.6,22.1,33.8
2026,Colorado State,-11.6,16.8,28.3
2026,Nevada,-11.7,17.6,29.7
2026,Ohio,-11.8,14.1,25.3
2026,UConn,-11.9,19.9,32.4
2026,App State,-12.7,20.8,33.9
2026,Buffalo,-12.7,15.3,28.5
2026,Kennesaw State,-12.9,19.5,31.8
2026,Delaware,-12.9,22.8,35.4
2026,Florida International,-14.5,21.1,35.3
2026,South Alabama,-14.6,22.0,35.9
2026,Coastal Carolina,-14.7,20.6,34.8
2026,Bowling Green,-15.0,13.9,29.2
2026,Central Michigan,-15.1,15.5,30.4
2026,Rice,-15.3,16.7,32.5
2026,San José State,-15.7,18.3,33.5
2026,Eastern Michigan,-16.1,17.2,33.4
2026,Northern Illinois,-17.2,15.2,32.1
2026,UAB,-17.5,20.6,37.6
2026,New Mexico State,-18.5,15.9,34.4
2026,Missouri State,-19.1,16.4,35.1
2026,UTEP,-19.3,15.2,34.1
2026,Southern Miss,-20.7,17.8,38.0
2026,Kent State,-22.4,14.7,36.6
2026,Akron,-22.9,11.3,33.6
2026,Sacramento State,-23.4,14.7,38.2
2026,Charlotte,-24.1,14.5,38.1
2026,Ball State,-25.1,12.2,36.7
2026,Sam Houston,-26.0,14.2,39.8
2026,Middle Tennessee,-26.5,13.8,40.5
2026,UL Monroe,-28.9,11.9,40.1
2026,Georgia State,-29.3,14.8,43.4
2026,Massachusetts,-32.9,8.8,41.2
2026,nationalAverages,-0.5246376811594203,25.655797101449277,26.194927536231884
